video_id,video_type,ideology_score,populism_score
FFEJzehX5MI,Reaction,7.0,7.5
AaGZFUa_lCs,Standard,-1.0,-1.0
llc1IY-KRis,Reaction,8.5,7.5
KtpPtYyBCEU,Standard,5.0,0.0
-wxiRFCMZ9M,Standard,5.0,0.0
6p1-Oe0Knsg,Standard,-1.0,-1.0
P0Sw3_CP-KQ,Standard,-1.0,-1.0
yqMLh_LFxA4,Standard,6.0,8.5
A3KbkoS3EI4,Reaction,-1.0,-1.0
GWiAUZE_xg8,Standard,6.5,8.5
KJXrpRgmaUk,Standard,8.5,8.5
ItvTQNAecxQ,Reaction,7.5,9.0
fY7dmEhv4xg,Standard,5.0,0.0
0DqjN0xIlKE,Reaction,-1.0,-1.0
JLZYnJQLyxU,Reaction,8.0,8.5
Bd7LjvW_7lc,Standard,8.5,9.5
O6G3aNiNrhs,Reaction,8.0,8.5
4PqijuK54is,Reaction,9.0,9.5
vvn64Ig9y-w,Standard,7.5,0.0
lMhUsPM0Z80,Standard,-1.0,-1.0
-2jGNyGL2y4,Reaction,7.5,7.5
SsJcNlihaps,Standard,7.5,8.5
Zry-_l1xgVQ,Standard,7.5,8.5
SQ6tI_QrycU,Standard,7.5,9.0
ymd0dn89VpU,Reaction,8.5,9.0
oF7jD3_kFuA,Standard,-1.0,-1.0
5Qv0J-yGPMY,Standard,6.5,9.0
90IjKqikXxs,Standard,5.0,8.5
RMzhQPuSroE,Standard,6.5,4.5
1Z8sf61Rdns,Reaction,7.5,8.5
eQWNQjbhnJE,Standard,6.5,9.0
WN0PtGa86ew,Standard,7.5,8.5
Z-l0palKsQw,Standard,8.0,3.5
AnG984jSgKU,Standard,-1.0,-1.0
Rr5dlbbgQ7E,Standard,-1.0,-1.0
WxHcmrOf8UI,Standard,7.5,8.5
veA12fNxATo,Reaction,7.5,8.5
PRFvpmd65-o,Reaction,7.5,8.0
Cp4fLCVBFrs,Standard,7.5,9.0
OKh--o7vs6Q,Reaction,8.5,9.5
ELeGd1upOSk,Reaction,7.5,1.0
2hBm3Pew5vQ,Standard,-1.0,-1.0
MnWjFl6BlXg,Standard,6.5,0.0
9R04EQgVQIA,Standard,-1.0,-1.0
d8vjjs9fo6M,Standard,1.5,7.5
uB-XGt-UMfQ,Standard,7.5,8.5
Y_kGd6ojJEE,Standard,-1.0,-1.0
7WfH3LsBb-Y,Reaction,7.0,9.5
2JunuYdEfGs,Standard,-1.0,-1.0
5zOhJSO_-jI,Standard,-1.0,-1.0
1HGRnaM9PJw,Reaction,7.0,8.5
yB-X04YIRII,Standard,6.0,8.5
eimfJHnjpEg,Reaction,-1.0,7.5
cQblDbUJh5k,Standard,-1.0,-1.0
wjl--j5-r4g,Reaction,9.5,9.5
mL3YIcqtYS8,Reaction,8.0,9.0
hCQEi_DEvhE,Reaction,6.0,8.5
-UW29FTkuRE,Standard,7.5,8.5
tJnWSJjABFA,Reaction,6.5,5.0
ktEIU8Wgws0,Reaction,8.0,8.5
1LzSfDj7jmI,Standard,6.8,7.5
Wo2hMAiQ7sU,Standard,-1.0,-1.0
jp-YAPtcLf8,Standard,-1.0,-1.0
SnFktKvT4iI,Standard,-1.0,-1.0
dCYACGvf8J4,Standard,-1.0,-1.0
69qzWN40Epw,Reaction,4.0,0.0
GyO4jtTZgfU,Reaction,8.0,9.5
XFAESY7o8Kg,Standard,4.5,7.5
eupjydePzLM,Standard,8.5,9.5
zls7B-eIbYU,Reaction,7.5,8.5
nWomm-xxo6k,Reaction,5.0,0.0
Ke0Laz9n0e8,Standard,8.5,9.0
2v6whDqiibw,Standard,-1.0,-1.0
ykEZ7OV6cwQ,Standard,-1.0,-1.0
oLm7M3q-H_Q,Standard,7.5,8.5
x7qtni5XbjY,Standard,7.5,0.0
2W9F1evhCWc,Standard,-1.0,-1.0
mauxq4jctfs,Reaction,7.5,8.5
kp04RVXFmBc,Standard,-1.0,-1.0
egLjpwujpQY,Standard,-1.0,-1.0
y13iSLT3nhQ,Standard,7.5,9.5
6BgA6Zg76qg,Reaction,-1.0,-1.0
JyR4tU0j7LA,Standard,-1.0,-1.0
s2kM8bM31yA,Standard,-1.0,-1.0
SrYHXQGU36U,Reaction,8.0,9.0
6V3TAhZQT4U,Reaction,7.5,9.0
3RFKXoE3Pb8,Standard,-1.0,-1.0
h2gY_oz7F80,Standard,6.5,8.5
ugDM1o9-l88,Standard,-1.0,-1.0
-mweph5saoQ,Standard,1.5,8.5
9WE_n6AyMNM,Standard,2.5,0.0
yWl4rVpOxbA,Reaction,6.5,8.5
P1UYKlwrK_I,Standard,7.5,8.5
Ezqe8xp6Noc,Standard,7.5,9.0
15SvyJSgYXI,Reaction,8.5,9.5
xo11GvbwSLI,Standard,-1.0,1.0
Un3w98EX5uo,Standard,8.5,9.0
QReCKyhBjy8,Standard,5.0,8.0
75glFIZG-pI,Standard,-1.0,-1.0
iFvf95jGFvA,Standard,7.5,7.5
oRAQ5asiEPk,Standard,5.0,8.5
WcgOmBMo7XU,Standard,5.0,0.0
ylblEKYYumQ,Standard,5.0,8.5
ak703r_b8zU,Standard,7.5,7.5
lZaxCAXmiqc,Reaction,8.5,8.5
XWxsh7VnNvI,Standard,9.0,9.5
6MbAG3vxq4g,Reaction,8.5,9.0
EW5fPE2iNEM,Reaction,8.5,8.0
GOxfTqKADQ8,Standard,5.0,0.0
ofSfGeRyQRI,Standard,-1.0,3.5
USc8QyzxXxw,Reaction,3.5,1.5
_JNHKhkBpkM,Standard,-1.0,7.0
EYuQ-KYCXEQ,Standard,3.5,6.5
ua6Saqkj6lE,Reaction,7.5,9.5
VHDBzGaEV5M,Reaction,-1.0,-1.0
smOJX8hoLDo,Standard,9.0,9.5
VsEv1W7gIjI,Reaction,7.5,8.5
JFlqoE5QmkE,Standard,8.0,8.5
DRiIkGffIYM,Standard,2.5,0.0
Y5Vk8tuchYY,Standard,-1.0,-1.0
u2YDA3AU784,Standard,7.5,8.5
XnhgakK4EZo,Reaction,-1.0,-1.0
kNc7Wu0TVuQ,Standard,7.5,8.0
Pi9A2v2sZi0,Standard,8.0,9.0
Z0lDIybAM9I,Standard,-1.0,-1.0
W5dKJ-j04dY,Reaction,7.5,8.5
x_YwyTry8jE,Standard,9.0,9.0
1HFz4uiQz6s,Standard,8.0,7.0
7fj59Xechlo,Reaction,-1.0,0.0
TSejWCPRamM,Standard,9.5,10.0
fcvIYO80wCg,Standard,-1.0,0.0
hCWNAXe3QEM,Standard,5.0,0.0
fPujkm01dLw,Standard,8.0,8.5
gHVYGWqDZyM,Standard,6.0,5.0
-eViRqZLHe4,Standard,5.0,0.0
OPyhfdnJMjM,Standard,8.5,9.5
FUYpqI1Anho,Standard,9.0,7.5
miPviHDVxKM,Standard,-1.0,-1.0
4KHYH0hEccI,Reaction,-1.0,6.5
Rc7lNAg3D5c,Standard,7.0,5.0
c69a8vzLwBM,Standard,5.0,8.0
pTYepydtVO0,Standard,3.5,9.0
OQgRuSBuh0Q,Reaction,8.5,9.5
UMFr02MKp0Q,Reaction,7.5,8.5
ImNHrk2mwgs,Standard,-1.0,-1.0
FbZNjzY603c,Reaction,-1.0,-1.0
9n3RSLn3j8k,Standard,7.5,6.5
9vniJseLccY,Reaction,-1.0,-1.0
BN87eStFI60,Reaction,7.5,9.5
h2TN_jwZKAo,Standard,-1.0,-1.0
34wpmUjKtLw,Standard,-1.0,-1.0
rr8JUrRNofo,Standard,-1.0,-1.0
aTo_AxyuzCU,Standard,-1.0,-1.0
PZ3DcMTsAHM,Standard,-1.0,4.0
sXgKhTgu8Lo,Standard,5.0,7.5
rH7DC4N-kAc,Reaction,7.5,6.5
rHIfyQiz4oQ,Reaction,8.0,9.0
yKjxij-F_ss,Standard,-1.0,-1.0
Bt6yzMQqC64,Standard,8.5,8.5
x8bpQMjQeaI,Standard,-1.0,-1.0
q2CEk60JlyE,Standard,8.5,8.5
7_aqUAmKICM,Reaction,-1.0,2.0
6_l3aJ0JnF4,Standard,-1.0,-1.0
DRg-QXxBEbQ,Standard,8.0,9.0
kfDyRmI59Ek,Standard,7.5,9.0
HhF_h_VIIkI,Reaction,-1.0,0.0
KAfHfeu9Sak,Standard,-1.0,-1.0
YbyHBw4WyGI,Standard,-1.0,-1.0
fKFgpdubUT4,Reaction,7.5,8.5
ph_F4a6C9tg,Reaction,-1.0,-1.0
5GV-AWKbmfk,Standard,-1.0,-1.0
JjTgANl1C-Y,Reaction,-1.0,-1.0
iWWse84f-S8,Reaction,7.5,8.5
oe0CkaDPEM0,Standard,8.5,9.5
wQSUK-OmD6U,Standard,8.0,8.5
T5FRKNnNSjI,Reaction,8.5,8.5
9trCPk0FWz4,Standard,5.0,0.0
3u5SY_IrL64,Standard,7.5,8.5
x6Utwc68-Wg,Standard,3.5,0.0
kRy2FoXSNdI,Reaction,7.5,8.5
gjb7Enbfh0I,Standard,-1.0,5.0
BrrUBJuW4eU,Standard,-1.0,-1.0
h-Yciwih4-c,Standard,6.0,8.0
cTkjPsf7eAI,Standard,8.0,9.0
-pDzrGEkp-k,Standard,2.5,8.5
8otcLA36pjI,Standard,8.5,8.0
yPtbqvUzuyc,Standard,-1.0,-1.0
8_zNEGb1Mr0,Standard,7.5,7.0
b1ocfjYStMU,Standard,2.5,7.5
lisuectqBoQ,Reaction,8.5,9.0
pRFGmYRqjlY,Standard,7.5,0.0
IOOyZt1V23w,Standard,7.5,8.5
fTc21fjs9bg,Standard,7.5,7.0
P6Ad7SWOV7g,Reaction,-1.0,-1.0
QCqSNjSI_2c,Reaction,-1.0,-1.0
-dy81resIG8,Standard,8.0,9.5
oEqz4oIYxTs,Standard,4.8,0.0
yp5DYVMbs8A,Reaction,8.5,9.0
YKjYMLlfIOE,Standard,-1.0,-1.0
oQa8EQrs08M,Standard,5.0,8.5
XUHBFk2MQDM,Standard,2.5,0.0
_peB9RcRx-c,Standard,-1.0,-1.0
m1GUQrI8KvQ,Standard,7.0,0.0
ZBR7V6_WkZ4,Standard,-1.0,-1.0
OGTMNNwvsBs,Standard,9.0,9.5
1jDEcL_IhaE,Standard,7.5,6.5
uGmvuKeHBxQ,Standard,-1.0,-1.0
GMyfkq74J9E,Standard,3.5,0.0
2actqkLFpuc,Standard,8.5,7.0
8a9_V1E9Loo,Standard,-1.0,-1.0
ayMyhZ4A_vk,Standard,-1.0,-1.0
tZEeQsblYjw,Standard,8.5,9.5
3RNWPVg5BEQ,Reaction,8.5,9.0
wIP-dY0Dr44,Standard,8.5,1.0
vSI1opg9RGo,Standard,5.0,0.0
WRcLhNkfnYE,Reaction,-1.0,0.0
TKZmVE-_LgY,Standard,8.5,9.0
LSdM4n6eKoM,Reaction,-1.0,8.0
e-muTZe7ALY,Standard,8.0,9.0
DFLp0TJiRI4,Reaction,-1.0,8.5
XYJ0xVfx_X8,Standard,-1.0,3.0
7HOq0t4iWEE,Standard,7.5,7.5
L6eTjyVerrg,Standard,-1.0,-1.0
S9swMX_0x9k,Standard,8.0,9.0
hpAGSSkX9Is,Standard,-1.0,-1.0
GAzDRD86eAs,Standard,8.5,8.5
xOXrBxAAmL0,Reaction,2.5,0.5
89Vo4R1fPbw,Reaction,7.5,8.5
AWOQXxp_fDE,Standard,-1.0,-1.0
t2rL1YMjBm4,Standard,8.0,9.0
L-ZGKxxy4SE,Standard,8.0,9.0
FPi0HzqFydA,Reaction,-1.0,-1.0
gEJJtzWk1Oo,Reaction,4.5,8.0
PTX3ve2oD2w,Reaction,8.5,7.5
NCS5-pstz2A,Standard,7.5,8.5
3TtZPwTP0cA,Reaction,4.0,8.5
nqbG6ii6FtE,Standard,-1.0,-1.0
uT2oOV_wBjI,Standard,8.5,9.0
CGUSsTlA9uY,Reaction,-1.0,7.5
ZvSuIig-kOw,Reaction,-1.0,7.5
rJ4qVbRcej4,Standard,-1.0,-1.0
kLmZEwJKlwQ,Standard,-1.0,-1.0
Nt5yBywaSD0,Standard,-1.0,-1.0
rDhiLbdMAQ4,Standard,-1.0,-1.0
oyd53LXU-E8,Standard,7.5,8.5
POM7hJwuqNY,Standard,-1.0,-1.0
epBvJ9MJTW0,Standard,7.5,6.0
YRBQK-7fE3w,Reaction,4.0,0.0
8eGLyipj4cM,Standard,-1.0,-1.0
OI1tiZf2sxo,Reaction,7.5,8.5
7u5nF-_khPA,Reaction,7.5,9.0
d3T80wWgaHk,Reaction,9.0,9.5
x1jtxoL3bVg,Reaction,8.5,9.5
cZoMKr0HCdE,Standard,7.0,6.0
zp8SeKQoTYs,Standard,3.5,8.5
_Clsluf7CsA,Standard,5.0,0.0
AehaBjjs4eU,Standard,7.0,7.5
cOg8gJjeOxY,Reaction,8.5,7.5
mQzcXAee-M0,Standard,8.0,9.0
dhLZclpXynk,Standard,8.5,7.5
s74yV3IT9Og,Standard,8.0,9.0
rTu6uWYKpVk,Standard,8.5,8.5
CGtWDZPo2uc,Standard,-1.0,-1.0
mqi8qpVsXW4,Standard,-1.0,-1.0
6A0Z_KZJgNo,Reaction,1.5,0.0
1x_dnFEHutI,Reaction,8.0,7.5
X5L4dYdFiZU,Standard,8.5,9.0
iAzGhtgLC-4,Standard,7.5,8.5
kRpHHjFceDk,Standard,-1.0,-1.0
HyuPm19GLv0,Reaction,7.5,8.5
RBDdj70fgLU,Standard,8.5,9.5
ePI8NOl9htU,Standard,7.5,7.5
FGT8bSmWxZk,Reaction,7.0,6.5
iGsjnXi94TY,Reaction,4.5,0.0
pTKsVJlRr04,Standard,8.5,9.0
jSHMZw1Na5g,Standard,6.5,7.0
BqKZnmMmD64,Standard,-1.0,6.5
DvqmYlSZySE,Standard,8.5,8.5
oGxAwEjV5Bo,Standard,-1.0,-1.0
aRqMaAUwgT0,Standard,7.5,7.5
gCleTzOSgsM,Standard,-1.0,-1.0
1W9VeoDbr-g,Standard,8.5,9.5
nd40-CWQa7w,Standard,-1.0,-1.0
TTAHkmgj8X4,Reaction,-1.0,5.0
4H0KXXp3GaY,Standard,7.0,7.5
T5HZGZTSJ78,Standard,7.5,7.5
BetvyEnZZVY,Reaction,8.5,9.5
vbiOmfh-6fM,Reaction,6.5,6.0
3UCayAdYbHk,Standard,5.0,0.0
gH4IKa-BsAA,Standard,7.5,3.5
2eG2yrCMvJY,Reaction,4.5,3.5
5AgLao9xrZ0,Standard,8.0,9.0
b_hyVeKGva0,Reaction,4.0,0.0
RS66wGRQCqg,Standard,-1.0,-1.0
FONVcd0-Kf0,Reaction,1.5,7.0
eIOc2c-vHWI,Reaction,3.0,0.0
5nNCA1JlJ6I,Standard,5.0,8.5
9AbEfD17N5A,Reaction,3.5,0.0
3mPPnLLG26k,Reaction,7.5,8.5
X_t_FRgEHBs,Standard,-1.0,-1.0
QbDgvgcH9ec,Reaction,7.5,9.0
bX_pMf2Gfvc,Reaction,8.0,8.5
16NC1wA7sI0,Standard,-1.0,-1.0
uwDXd9_2ILI,Standard,-1.0,-1.0
SEFDPDyw1no,Standard,-1.0,-1.0
8V1E3U8gHe4,Standard,-1.0,-1.0
m_RQFEEcaLs,Reaction,8.0,9.5
yc0pmXxVZoc,Standard,-1.0,-1.0
8_xUH9rDn8I,Standard,9.5,9.5
JvaxIsfrW7k,Standard,-1.0,4.0
2XUSD7oPHBo,Reaction,8.5,9.0
dsysWNj-eOg,Reaction,8.5,9.0
dRixDjuzw3I,Standard,-1.0,-1.0
x5ybQxw1SSQ,Reaction,-1.0,-1.0
K-H6oy3PqIU,Standard,-1.0,-1.0
VwZIHHAkWUc,Standard,6.0,6.0
NFerIiEBQVs,Standard,-1.0,-1.0
UyPdddQ8zd4,Reaction,7.5,6.5
SpDGKiNOesc,Standard,7.5,8.5
bBa9GXde9HY,Standard,8.5,9.5
qPd9XVCqd08,Reaction,6.5,6.5
Fx5puY9EMa4,Standard,7.5,7.0
8fNBp3f60r4,Standard,-1.0,-1.0
Yx621HgQgBE,Standard,5.0,0.0
dl2vKwMT3h4,Reaction,7.5,8.0
dWKeMhERoyg,Standard,6.5,0.0
k5Efg3ak9Zk,Standard,8.0,9.0
BsjJUlrxSBA,Standard,8.0,8.5
QI5D5lsvxOE,Standard,-1.0,-1.0
GJn95Avp6G4,Reaction,3.0,7.5
lKn5_FII8vQ,Reaction,7.5,8.5
iDeDtj6DNXc,Standard,7.5,8.0
nHqXiM6yL5g,Standard,7.5,8.5
wrNLL3-4i2Q,Reaction,7.5,8.5
yO2WFXGZewQ,Reaction,-1.0,-1.0
ccDh-dhV9i4,Reaction,5.0,3.5
1OxzRdan0Ak,Standard,-1.0,-1.0
C2B9X0e4t8U,Standard,8.5,9.0
xGSCqKf71E8,Standard,8.5,9.5
WevXS_0GbmM,Standard,-1.0,-1.0
NLu_CeiROp4,Standard,8.0,9.0
1HsOJOnrE-I,Standard,8.5,7.5
xEENUoy-CsA,Standard,6.5,7.0
gn3VeMPNs1U,Standard,-1.0,-1.0
4MqwotA8nJY,Standard,2.5,6.5
wbC0DoHiGag,Standard,6.5,8.5
Wpu2qL6lEno,Standard,4.5,0.0
jeWBY0sL8Xo,Standard,8.0,9.5
X0fMWDr_5CQ,Reaction,7.5,8.0
KD0dDZ3v0h4,Reaction,7.5,9.0
pUY4ZUejvps,Reaction,2.5,0.0
QzaWFnmFGxA,Standard,8.5,8.5
7l796sYLbmQ,Standard,8.5,7.5
tnuUgHRDF_s,Standard,-1.0,-1.0
6DxyOmL7Fxg,Reaction,7.5,7.5
GMZ4XXEKS94,Standard,3.5,0.5
0OeDo2gupRc,Standard,7.5,7.0
1eXo-lt5skI,Standard,7.5,8.5
_ByKMZ1NAe0,Standard,2.0,7.5
Q5BnWorKD_Q,Standard,8.0,9.0
p5PsCdvDr00,Reaction,3.5,0.0
PNpkboFH5gQ,Reaction,8.0,9.0
5dIbn0sIe5E,Standard,8.5,9.5
NhqhC_4GW0U,Standard,-1.0,-1.0
dtoorj7i5q4,Standard,-1.0,0.0
2qycoN4Cmbw,Reaction,4.0,0.0
SFyquTDetok,Standard,7.5,9.0
DGby7ZnhLJQ,Reaction,7.5,8.5
B9GHWso1h5Q,Reaction,8.0,8.5
gjmwLtQaK-I,Standard,6.5,7.5
hEgZg20kKVk,Standard,-1.0,-1.0
-Nj7DdG9wus,Standard,7.5,9.5
jr7aRiFrn5M,Standard,-1.0,-1.0
q-gGTOu7s1M,Reaction,4.0,0.0
nKIi0hGuDUM,Standard,-1.0,-1.0
2qNPUi65bEo,Standard,5.0,0.0
UraKKuyRij0,Standard,7.5,8.0
snCu3Y5Iz9k,Reaction,7.5,8.5
htsNlC7ixGA,Standard,9.0,9.5
pfAdKbttlTw,Standard,-1.0,-1.0
SYYDxJDmfSk,Standard,-1.0,-1.0
aWjvKTp-hRE,Reaction,-1.0,-1.0
pQTWszXhCIg,Standard,8.5,8.5
ImUcXbdrxAo,Standard,8.5,8.5
LpKxdnjNqEQ,Standard,8.0,9.0
kHy72jNHRTE,Reaction,6.5,7.5
M4hjY5H7d6A,Reaction,7.5,8.5
a4hlQeZ43Dg,Reaction,8.5,8.5
9VS5PnrgXow,Standard,-1.0,-1.0
q95Ws4w8RN4,Reaction,8.0,9.0
T3Ay4btqrNE,Standard,7.0,9.5
0ywKPpRTPdA,Standard,7.0,8.0
Uecp-uqIuK0,Standard,7.0,5.5
2lvDBrAIHHM,Standard,-1.0,3.5
TbJqu_Iytu4,Standard,8.5,8.5
Gr-k_MRUAWM,Standard,7.5,8.5
NWWeBceYuQY,Standard,-1.0,-1.0
SFZJHPYOvjQ,Reaction,8.5,9.0
1-SWu4CA5jI,Standard,8.5,9.0
a-8A_fJzwlU,Standard,-1.0,-1.0
_kXF_nDE1wQ,Standard,-1.0,8.5
F-MGNnfD7Fc,Standard,7.5,9.0
JUnJB-tiRwQ,Standard,-1.0,-1.0
ZBJng-W_3cg,Reaction,2.5,4.5
RjionKFFiQs,Standard,7.5,8.5
BnaYDCZPTSk,Reaction,5.0,0.0
TeZVVMhVM0w,Reaction,-1.0,-1.0
zVXPJLzPym4,Standard,7.5,9.0
UTXp16-ODm4,Standard,5.0,0.0
uWTjomQkWZ8,Standard,-1.0,-1.0
AlRUS-NL484,Standard,3.5,0.0
SzB1Ihaj0q8,Standard,-1.0,-1.0
wK4g-hSMsBs,Standard,6.5,3.5
LzvKi150OO4,Standard,-1.0,-1.0
yZ6wH5Bfx7E,Standard,-1.0,-1.0
c9kCLM51UHY,Standard,8.5,9.5
RpAmMJvdE9M,Standard,-1.0,-1.0
IJjqlSnpoU8,Standard,3.5,0.0
0PbFqK8vDwQ,Standard,3.5,7.0
NPSd0iwilR8,Reaction,7.5,9.5
P21rS1zNLGc,Standard,7.5,9.0
ToAtWKT8qOI,Reaction,-1.0,0.0
gHhg1BBtxFw,Standard,2.5,7.0
9iDS3rXetT0,Standard,-1.0,-1.0
HVLGpIKfAFc,Reaction,8.5,9.5
g1QB6Bc-CMU,Standard,-1.0,-1.0
Lf7u73faSVk,Standard,5.0,7.0
Wqqxta7QkRM,Reaction,4.5,0.0
eQ5SMIqNFzE,Reaction,-1.0,-1.0
M2h93vR5rYQ,Standard,-1.0,-1.0
t4xuMDOvvIM,Standard,7.0,2.0
IF9QlrDcdAE,Standard,-1.0,-1.0
2pGeLJ231Bk,Standard,-1.0,-1.0
O39ISGvDgrQ,Standard,9.0,9.5
vp1PAnlnUe0,Reaction,-1.0,-1.0
kUGBUP5mUlI,Standard,8.5,8.5
rDQU2xdeTeM,Standard,-1.0,-1.0
GU-XE1QksPE,Standard,-1.0,-1.0
Mr8zjBUF8LQ,Reaction,6.0,8.0
ItUX-Q4mnhs,Reaction,7.5,9.0
7VfcNW4lKGg,Reaction,7.5,1.0
Aod_AQFhNuE,Standard,2.0,0.0
yFKhmjx_ovg,Standard,-1.0,-1.0
4Qb41J1rftg,Standard,3.5,0.0
IFRqC_91ZSs,Reaction,8.5,7.5
sMh_zTJ_3eU,Reaction,-1.0,-1.0
mqSSuRtwXmw,Reaction,5.0,2.0
zez8J45wtPQ,Reaction,9.0,9.5
TEsIq1Bp8jo,Reaction,8.5,9.0
pwIzsQLwWC4,Standard,-1.0,-1.0
GkcmIaT0UPw,Standard,7.5,5.0
bJtLhOalYbs,Standard,8.5,9.0
t_J0O_WYBKw,Standard,6.5,6.5
GxNuCLDvt7I,Reaction,7.5,7.0
PHlUWBTiOl8,Reaction,8.5,9.5
5XL8AhZgcmo,Standard,7.5,8.5
A5a7PFd0wrc,Reaction,-1.0,-1.0
mxjKnrBQkOE,Reaction,-1.0,8.5
EhXm7HU3x7g,Reaction,8.0,7.0
4Hk6Qy6FnhI,Standard,-1.0,-1.0
kjuiS5g--cw,Standard,-1.0,-1.0
tLdM3VikmEo,Standard,7.5,8.5
TRwypxcrRls,Standard,3.5,6.5
4UgO6zbVdK0,Standard,7.0,0.0
51g5BHlxPns,Reaction,3.5,1.5
k8B87sAnphc,Standard,7.5,7.5
GANz-sGvCyY,Standard,7.5,8.5
dELu56RWGVk,Standard,-1.0,-1.0
h64pPReXqVI,Reaction,5.0,0.0
Zy1R63Bu-Fk,Standard,-1.0,-1.0
8PHMRUts5jg,Standard,-1.0,-1.0
kGo7sm8eqmw,Reaction,7.5,8.5
d6Xr4tEnoxI,Reaction,7.5,6.5
202x172R4QQ,Reaction,2.5,0.0
kKCBlGLDyO4,Reaction,8.5,9.5
om2beX-AlDw,Reaction,8.5,8.5
r0k2XW23uic,Standard,-1.0,-1.0
ButeiLmM8zM,Standard,8.5,9.5
MGoT-1JNCqM,Standard,-1.0,-1.0
fKU51KBXFiA,Standard,7.5,6.5
4ZaJGHb3EJo,Reaction,8.5,8.5
Vr4ixBwo-yo,Reaction,4.0,0.0
uqr_LiETqIk,Standard,-1.0,-1.0
1oemWfvMO5Q,Standard,7.5,8.5
ak5HsuYs-uk,Standard,4.5,4.0
ta-jOIioJTM,Standard,8.5,9.5
FeUhw5-mm-Q,Standard,-1.0,2.0
2mpJrcAAzoo,Standard,-1.0,-1.0
ODc7hvF5dDs,Reaction,7.5,8.0
7Cxgjz8tYxE,Standard,-1.0,-1.0
ubZpCZwFeKk,Standard,-1.0,-1.0
urub5pYaZQQ,Standard,-1.0,-1.0
83sq02e8jUU,Standard,-1.0,-1.0
WQUglMI_reQ,Standard,6.5,5.5
uVZPn8g31_g,Standard,-1.0,-1.0
xwsp3VM_xBo,Standard,7.5,8.5
qScBayGw_DI,Reaction,8.5,9.0
zIZN7hdhdk8,Standard,9.0,9.5
p-jw4d1YoFQ,Standard,-1.0,-1.0
TXIQ0ay96Kw,Standard,-1.0,-1.0
K4OF8iIMST4,Standard,-1.0,-1.0
fiFctzcjUkk,Standard,7.5,6.5
SBF9AH3Qu5Q,Standard,-1.0,-1.0
ZmssOQq2SHc,Standard,8.5,9.5
9BiS7wpRC6c,Reaction,7.5,6.0
mt0yPBU-BY4,Reaction,8.5,7.5
wae_wUKdQk0,Standard,6.0,0.0
ozHrwv7_DYc,Standard,8.0,9.0
WE8kqWe1IQY,Standard,8.0,9.0
fSMl0RM3D5c,Standard,8.5,9.5
rvnUHwzysL8,Standard,7.5,8.5
ONNr4ULcJco,Reaction,7.5,9.0
Ds7dvpPCL6k,Reaction,5.0,7.5
cwdcNYKLbwI,Standard,8.5,9.5
NOR8nBv8Azc,Reaction,9.0,8.5
rKqPytD_Ong,Reaction,8.5,9.0
u6rX1QzmWbg,Standard,-1.0,-1.0
lpWKYYlsHE8,Standard,8.5,9.5
RLtDcnBYLGQ,Reaction,-1.0,-1.0
dxwJm-mDZsw,Standard,7.5,8.5
JYqv2zhjW8M,Standard,7.5,9.0
tDZv3NusOZs,Standard,-1.0,-1.0
U8d4fUTu-Bo,Standard,-1.0,-1.0
a1trY5co1Zo,Standard,7.5,9.0
sQqs6zptQ_4,Reaction,5.0,0.0
dyy4EIa1i5Y,Reaction,1.5,5.5
K1Xq_NDyljA,Standard,-1.0,-1.0
HDcGuEE4BUk,Standard,5.0,0.0
svxTL6bc3UY,Standard,3.5,7.0
r1x75Wx66-g,Standard,7.5,8.5
dKSdTqTqvuU,Standard,-1.0,-1.0
r3HC6kwF9Ts,Reaction,8.5,9.5
QcvVu64eYHk,Standard,-1.0,4.0
qvhHZdIV3pY,Standard,-1.0,7.5
QlgbZIdE2RE,Reaction,-1.0,-1.0
LJWQnAL2H4s,Reaction,-1.0,6.5
l88w6u8zWpA,Standard,8.0,7.0
6BcrFA5e1pI,Standard,-1.0,-1.0
R2W1WMhaIsU,Standard,7.0,0.0
ZEyNjBhgfXY,Standard,6.0,0.0
NvxLfI59LA4,Standard,6.0,0.0
K6be0rj6wbo,Standard,-1.0,-1.0
U8Vg7TYfwxs,Standard,-1.0,3.0
dkLNcST4RaM,Standard,5.0,7.0
fgO0Ml5Foyk,Standard,6.5,-1.0
NnXFgAfHUqM,Reaction,-1.0,-1.0
UNR55DzJtpE,Reaction,-1.0,-1.0
_hsvTaq3o_4,Standard,2.5,6.5
FO2Q8mmxbE8,Reaction,8.0,9.0
CAT2HLN84v4,Standard,7.5,6.5
VvwXAUwt3io,Standard,-1.0,-1.0
rqfwb_Ic76I,Reaction,-1.0,-1.0
y2zybNxyfEU,Standard,8.5,9.0
iovLzznpAEE,Reaction,8.5,9.0
M5Zf_Y_Ipu8,Reaction,3.5,7.5
8xufKx8WiME,Reaction,8.0,9.0
bAzTV7L_L3A,Reaction,-1.0,-1.0
vHy6fdOI0Uk,Standard,-1.0,-1.0
1JhzmFgU7as,Standard,3.5,1.0
brTb95DwBZE,Standard,-1.0,-1.0
4cMhoAb1Pr8,Standard,8.0,8.5
HzJvErCkb04,Standard,5.0,0.0
4pOjcftVL6k,Reaction,8.0,9.0
b9LkGzankHo,Standard,4.0,0.0
f92i2PcyFJk,Standard,-1.0,-1.0
39ENet24D4U,Reaction,-1.0,-1.0
Vmyi4sJhHFo,Reaction,7.0,6.0
