video_id,title,channel_id,channel_title,published_at,time_delta,israel_regierung,palaestinenser_zivil,hamas,westliche_staaten,ideology_channel_mean,populism_channel_mean,ideology_group,populism_group,month
12gVgxWHjHo,Wegen Gaza: Deutschland stoppt Waffenlieferungen an Israel,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-08-08 12:53:51+00:00,22,-1.0,,-1.0,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-08
jv5emsxifY4,Sicherheitskabinett: Israels Armee soll Gaza-Stadt kontrollieren,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-08-08 08:37:50+00:00,22,0.5,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-08
xn8yk53o_dY,Israelische Ex-Militärs und -Geheimdienstler fordern Ende des Gaza-Kriegs,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-08-04 14:24:38+00:00,21,-1.0,,,-0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-08
0me1iM534Tc,Video von ausgezehrter israelischer Geisel sorgt für Entsetzen,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-08-04 07:55:46+00:00,21,-1.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-08
MXDCcLNcYCg,Jüdische Siedler wollen Gaza in Besitz nehmen,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-08-01 10:30:59+00:00,21,-1.0,,-0.5,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-08
o--SHaW0Pkg,Gaza: Uno fordert mehr Hilfe nach Lockerung von Israels Blockade,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-07-28 11:43:28+00:00,21,-1.0,,,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-07
hF79VEc_4rY,AFP-Journalist schildert Arbeit im Gazastreifen,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-07-24 07:50:54+00:00,21,-1.0,0.5,,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-07
1NzjtdmgDGQ,"""Freedom Flotilla"" fährt wieder nach Gaza",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-07-14 06:59:54+00:00,21,-1.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-07
O32sTGcvy7I,Ringen um Gaza-Waffenruhe: Hamas stimmt Geiselfreilassung zu,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-07-10 09:29:29+00:00,21,0.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-07
1h0RKNGUk8c,Trump: Israel stimmt Bedingungen für 60-tägige Waffenruhe zu,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-07-02 09:40:18+00:00,20,0.5,,-1.0,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-07
8sayUC_VqoQ,Nahost: Scheitert Trumps Waffenruhe? - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-06-24 14:07:33+00:00,20,-0.5,,,-1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-06
ya36apZnVyw,"Rückkehrer aus Israel: ""Dort müssen die Leute weiter in die Bunker""",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-06-20 09:01:42+00:00,20,,,,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-06
FuXgVt6pNHo,Wieso Israel und Iran Todfeinde sind - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-06-17 14:31:29+00:00,20,-0.5,,-0.5,-1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-06
euVLzPY5Fjw,Eskalation: Iranische Raketen treffen Israel,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-06-14 02:26:46+00:00,20,-0.5,,,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-06
vGR6m8xsKlY,Kriegsgefahr: Warum greift Israel den Iran an?,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-06-13 16:30:19+00:00,20,0.0,,,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-06
B8qRZJrlTrs,Israels Angriff auf den Iran - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-06-13 13:00:49+00:00,20,0.5,,-1.0,-0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-06
i2xdYWmzkpU,Israel kündigt 22 neue Siedlungen im besetzten Westjordanland an,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-05-31 10:05:34+00:00,19,-1.0,,,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-05
AtzTgIsoEY8,Wadephul: Deutschland will Israel weiter Waffen liefern,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-05-26 13:44:57+00:00,19,0.5,1.0,,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-05
UArhfJxYJJ4,"Familien im Gazastreifen: ""Können kein würdiges Leben führen""",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-05-20 11:59:11+00:00,19,-1.0,,-0.5,0.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-05
4afpt0rRurw,Wadephul ruft in Jerusalem zu Waffenruhe im Gazakrieg auf,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-05-12 08:03:23+00:00,19,0.5,,-1.0,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-05
dfBY4Syldqo,Israel: Demonstration für Ende des Gazakrieges,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-05-12 07:38:19+00:00,19,-1.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-05
tsYiP9s1J2E,Hilfe blockiert: Verbündete kritisieren Israel ungewöhnlich scharf,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-04-24 07:55:04+00:00,18,-1.0,,-1.0,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-04
sh2ZTO5TMIQ,Israel meldet Beschuss aus Gazastreifen - Tote bei israelischen Angriffen,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-04-07 12:04:39+00:00,18,0.0,,-0.5,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-04
cOb4YuJhCQg,"Israel will ""große Gebiete"" des Gazastreifens besetzen",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-04-02 10:30:18+00:00,17,0.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-04
7ySjPRaV6zE,"USA verhandeln direkt mit Hamas, Trump droht",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-03-06 11:33:49+00:00,16,0.5,,-1.0,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-03
aNGB5lEjnL8,Steht die Waffenruhe in Gaza vor dem Ende?,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-03-03 09:02:44+00:00,16,-1.0,,-1.0,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-03
bAl04Eqlrg8,Netanjahu: Hamas hat falschen Leichnam überstellt,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-02-21 10:44:06+00:00,16,1.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-02
wblxekCPDOQ,Trumps Gaza-Plan: Kein Rückkehr-Recht für Palästinenser,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-02-11 06:49:55+00:00,16,-1.0,,,-0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-02
Q5eg6OiG8ck,Israelische Armee hat sich aus Netzarim-Korridor zurückgezogen,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-02-10 07:33:26+00:00,16,0.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-02
nX6Re_PiH9Y,Ist das der Anfang vom Ende des Gazakriegs? - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-01-24 12:04:41+00:00,15,-0.5,,-1.0,-0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-01
ofU1hATwLoc,"Olaf Scholz: ""Richtig, dass Israel sich verteidigen kann""",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2025-01-14 07:55:18+00:00,15,1.0,,-1.0,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2025-01
dtg6qZED1K8,Assad gestürzt: Was passiert jetzt im Nahen Osten?,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-12-10 07:02:39+00:00,14,,,,0.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-12
90efJwa-yQI,"""Es sind genug Menschen gestorben"": Erleichterung über Waffenruhe in Nahost",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-11-27 11:05:37+00:00,13,0.5,,-1.0,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-11
gT-_QY4q_Q0,"Palästinenser in Gaza: ""Jeder Tag ist ein Kampf""",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-10-24 09:33:05+00:00,12,-1.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-10
YStnaLg97HA,Israel greift Hisbollah-Finanzeinrichtungen im Libanon an,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-10-21 10:07:13+00:00,12,0.0,,,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-10
ByzlthOCLkU,Hamas-Chef getötet: Das Ende des Gaza-Krieges?,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-10-18 08:08:17+00:00,12,0.5,,-1.0,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-10
yaL6D6euzOk,Was steckt hinter den israelischen Angriffen auf UN-Friedenstruppen?,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-10-15 11:00:09+00:00,12,-1.0,,,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-10
6B5UOxOG2Uo,Vier israelische Soldaten bei Hisbollah-Drohnenangriff getötet,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-10-14 08:30:08+00:00,12,,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-10
56uHvCMVRKI,"Netanjahu warnt Libanon vor ""Gaza-Schicksal""",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-10-09 15:15:43+00:00,12,-1.0,,,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-10
ijeFTiq01vs,"Der neue Nahostkrieg, erklärt - Thema des Tages",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-10-07 14:43:25+00:00,12,-0.5,0.5,-1.0,-0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-10
QE5J3t-JAvs,"""Iran wird dafür bezahlen"": Israel kündigt Vergeltung an",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-10-02 06:27:09+00:00,11,0.5,,,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-10
9pqrvRb2Bn8,Löscht Israel die Hisbollah aus? - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-10-01 14:41:38+00:00,11,0.5,,-1.0,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-10
SGnPjUoGqt0,Israelische Drohne tötet Palästinenser in Beirut,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-09-30 12:30:07+00:00,11,0.0,,,0.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-09
DYppISzNj10,Israels Krieg gegen die Hisbollah - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-09-25 10:21:24+00:00,11,-0.5,,,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-09
OJZwZDm6p_Y,"Der Israel-Hisbollah-Konflikt, erklärt",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-09-24 13:32:46+00:00,11,0.5,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-09
HrIjZCnpqIA,Israel bombardiert hunderte Hisbollah-Stellungen,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-09-20 07:34:48+00:00,11,0.0,,,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-09
AF5iaOtLH3w,Pager-Explosionen: Tausende verletzte und tote Hisbollah-Mitglieder,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-09-17 17:11:54+00:00,11,0.0,,0.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-09
Qsht4NQdIIg,Israel: Erneut Großdemos für Geisel-Deal,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-08-19 07:25:39+00:00,10,-1.0,,-1.0,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-08
6EJ-eTTdVjI,"Tötung von Hamas-Chef war laut Iran ""strategischer Fehler"" Israels",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-08-09 12:05:11+00:00,10,-1.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-08
UdiL0MPk9q0,Verdacht auf sexuellen Missbrauch in israelischen Gefängnissen,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-08-08 12:27:10+00:00,10,-1.0,,-0.5,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-08
kZxfAK2BsXY,"""Blut-Bunker"": Israels Rettungsdienste bereiten sich auf Angriffe vor",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-08-07 07:16:00+00:00,10,1.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-08
R3bJ59Y81jo,Getöteter Hamas-Chef: Wer war Ismail Haniyeh?,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-07-31 11:12:19+00:00,9,0.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-07
HYt_naVFv_Q,Hamas-Chef Haniyeh bei Angriff im Iran getötet,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-07-31 06:31:26+00:00,9,0.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-07
7zmb64YIjnA,Golanhöhen: Ärger über Netanjahu-Besuch,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-07-30 11:00:15+00:00,9,-1.0,,,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-07
cmNVzhHNW-s,"Harris an Netanjahu: ""Ich werde nicht schweigen""",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-07-26 07:13:17+00:00,9,-0.5,,,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-07
VINHUpZkajQ,Die neuen Fronten im Nahostkonflikt - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-07-24 15:30:41+00:00,9,-1.0,0.5,-1.0,-1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-07
xY3skqmoeXg,"""Das ich einmal so leben muss"": Verzweiflung im Gazastreifen",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-06-21 16:34:27+00:00,8,-1.0,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-06
FnlrQqwiXF4,Fitness in Gaza: Junge Männer bauen Stress und Angst ab,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-06-04 05:55:42+00:00,7,-0.5,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-06
0N9qiLS-xHs,Studenten weltweit solidarisieren sich mit den Palästinensern,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-05-03 10:38:18+00:00,6,-1.0,,,-1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-05
z6p3BO_JxDY,Droht ein Krieg zwischen Iran und Israel? - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-04-15 15:04:06+00:00,6,-0.5,,-1.0,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-04
EC7hIJcU_tU,"UN-Chef: ""Der Nahe Osten steht am Abgrund""",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-04-15 08:28:14+00:00,6,0.0,,-1.0,1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-04
z0YNCYdrm0k,Iran feiert Angriff auf Israel als Erfolg,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-04-15 06:25:56+00:00,6,-1.0,1.0,,-1.0,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-04
Cm5CAsOtgs8,Gibt es noch Hoffnung in Gaza? - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2024-01-18 16:19:44+00:00,3,-1.0,0.5,-1.0,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2024-01
VmNN-G8zfus,Wie Frieden im Nahen Osten möglich wäre - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2023-11-23 16:58:14+00:00,1,-0.5,-0.5,-1.0,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2023-11
S7_Fybt-n6M,Passiert im Nahen Osten ein Völkermord? - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2023-11-09 14:15:41+00:00,1,-0.5,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2023-11
H49KPxW8Mh4,"Der Nahost-Konflikt, erklärt - Thema des Tages",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2023-10-20 14:25:33+00:00,0,-0.5,,-1.0,-0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2023-10
zLwIxAZaQTA,Gibt es die Hamas in Österreich? - Shorts,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2023-10-16 13:01:07+00:00,0,,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2023-10
6XLQcCIZFAA,Die Lage in Israel und Gaza vor der Bodenoffensive - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2023-10-13 13:10:54+00:00,0,-0.5,,-1.0,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2023-10
5N9AEazNgZA,Was eine Bodenoffensive in Gaza so schwierig macht - Shorts,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2023-10-11 10:00:54+00:00,0,0.5,,-1.0,,4.434782608695652,0.6304347826086957,Links,Niedrig,2023-10
K06uV_M6Jbg,Krieg in Israel – Beginn eines Flächenbrands? - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2023-10-09 14:44:29+00:00,0,-0.5,0.5,-1.0,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2023-10
-u2Sr2mIROU,Droht ein großer Krieg in Israel? - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2023-10-08 12:35:18+00:00,0,-1.0,,-1.0,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2023-10
NYjr3q4AkJU,Wie Israels Regierung die Demokratie bekämpft - Thema des Tages,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2023-03-28 14:40:04+00:00,-7,-1.0,,,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2023-03
mGDIhzZsN3c,Wie Netanjahu die israelische Justiz entmachten will,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2023-03-22 19:15:04+00:00,-7,-1.0,,,0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2023-03
iXZwKVoINik,"“Es ist ein Versuch, Israel in eine Diktatur zu verwandeln”",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2023-02-20 15:08:50+00:00,-8,-1.0,,,,4.434782608695652,0.6304347826086957,Links,Niedrig,2023-02
bitzOXx_sfA,"Nach den Wahlen: ""Israel steht vor stabiler, sehr rechter politischer Landschaft""",UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,2022-11-02 21:19:01+00:00,-12,-1.0,,,-0.5,4.434782608695652,0.6304347826086957,Links,Niedrig,2022-11
gGJB2PfzdNA,👉 Israel-Palästina: Libertäre Uneinigkeit – Oliver Janich vs. Dr. Markus Krall | Politik Spezial,UCi5RJM_p1NajcGdBQfjyU4A,POLITIK SPEZIAL - Stimme der Vernunft ,2025-08-29 17:00:07+00:00,22,-1.0,-0.5,-1.0,-1.0,7.642857142857143,8.017241379310345,Rechts,Hoch,2025-08
Uj4kwq7nZhs,Terror in Europa: Deutschland wird es wie Israel ergehen |  Daniel Matissek im Interview,UCi5RJM_p1NajcGdBQfjyU4A,POLITIK SPEZIAL - Stimme der Vernunft ,2025-06-06 14:50:28+00:00,19,1.0,-1.0,-1.0,-1.0,7.642857142857143,8.017241379310345,Rechts,Hoch,2025-06
qBkfemNLi8Q,Pulverfass Naher Osten: Eine gefährliche Eskalation | Klartext mit Prof. Dr. Max Otte,UCi5RJM_p1NajcGdBQfjyU4A,POLITIK SPEZIAL - Stimme der Vernunft ,2024-08-05 07:12:56+00:00,9,-1.0,,,-0.5,7.642857142857143,8.017241379310345,Rechts,Hoch,2024-08
X7p-kz4KjGw,Die Israel-Lobby und Hintergründe zur WerteUnion | Die neue Ausgabe unseres Magazins ist erschienen,UCi5RJM_p1NajcGdBQfjyU4A,POLITIK SPEZIAL - Stimme der Vernunft ,2024-03-04 13:30:21+00:00,4,-1.0,,,-1.0,7.642857142857143,8.017241379310345,Rechts,Hoch,2024-03
z0OVuL3-l4E,Krieg in Israel: 300 Euro für ein Rettungsticket nach Deutschland | Klartext,UCi5RJM_p1NajcGdBQfjyU4A,POLITIK SPEZIAL - Stimme der Vernunft ,2023-10-12 12:47:53+00:00,0,,,,-1.0,7.642857142857143,8.017241379310345,Rechts,Hoch,2023-10
eUnIpcO7d94,Kinderschreie dröhnen aus Lautsprecher: Pro-Palästina-Aktivisten besetzen ZDF-Studio,UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-11-07 12:42:21+00:00,25,,,,,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-11
rjEh1SRVv_Q,Bericht deckt fatale Fehler vor Hamas-Massaker auf - Geheimdienst warnte vor Szenario,UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-10-19 18:00:50+00:00,24,-1.0,,0.0,,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-10
ZvUSu-0Qke0,Donald Trumps großer Gaza-Erfolg ist ein bitterer Moment für Deutschland,UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-10-13 16:01:04+00:00,24,0.5,,-1.0,-1.0,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-10
LAJoeqR_m2s,Bling statt Diplomatie: Wie Trump den Nahost-Frieden einfädelt,UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-10-12 16:00:29+00:00,24,0.5,,,-0.5,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-10
D5LlX4JWgRE,Am Jahrestag des Hamas-Massakers hat Merz einen Appell an alle Deutschen,UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-10-07 08:00:14+00:00,24,,,-1.0,1.0,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-10
xZgDciWT1Ig,Israel holt Greta vom Gaza-Boot - und die setzt ihren Frosch-Hut auf,UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-10-02 09:01:26+00:00,23,-0.5,,,,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-10
fkatKreDhp8,"Fantasie-Projekt Palästina? ""Da kannst du gleich Lummerland anerkennen""",UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-09-29 06:00:29+00:00,23,,,-1.0,-1.0,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-09
EqqNsczsRHI,Die Israel-Tränen von Merz verdecken die brisante politische Realität,UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-09-16 16:00:21+00:00,23,0.5,,-1.0,-1.0,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-09
0ce6a8sgLX8,"""Wenn’s eng wird in Gaza: Die Tür der Linkspartei steht für Hamas-Anhänger offen""",UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-08-11 06:00:00+00:00,22,,,,,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-08
8PO3EoD8d-g,Netanjahus Gaza-Strategie sollten vor allem wir Deutschen gut verstehen,UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-08-05 16:00:24+00:00,21,1.0,-1.0,-1.0,-0.5,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-08
2ew_4hfB_jc,"""Löst sich die Hamas in Luft auf?"" Warum die Palästina-Forderung scheinheilig ist",UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-08-04 06:00:02+00:00,21,0.5,,-1.0,-1.0,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-08
PjE8yhMIlnc,Schaufensterdiplomatie schafft keinen Frieden in Gaza,UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-07-31 08:00:21+00:00,21,-1.0,,-1.0,-1.0,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-07
HQ4Yfo1IMAg,"Merz kündigt Luftbrücke für Gaza an: ""Humanitäres Leiden beenden""",UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-07-29 10:00:24+00:00,21,-0.5,,-1.0,0.5,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-07
K5ArDGdY84s,"Wenn Merz Macron bei den Palästinensern folgt, kann er seine Kanzlerschaft vergessen",UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-07-25 16:30:14+00:00,21,-0.5,,-1.0,-1.0,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-07
tTpXiEoEGt4,"""What the fuck ..."": Wegen Israel und Iran wütet Trump vor Weißem Haus los",UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-06-24 13:31:00+00:00,20,-0.5,,,0.0,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-06
4LGPEZxgt9k,Israel-Minister erklärt Tötung des iranischen Führers als Kriegsziel,UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-06-20 06:00:03+00:00,20,0.0,,,0.0,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-06
AOezVQy_uqs,"Nahost-Experte Cornelius Adebahr erklärt, was mit dem Iran passiert, wenn Trump den Schalter umlegt",UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-06-19 08:00:17+00:00,20,0.0,,,-0.5,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-06
_Ap6SHbu33g,"Nahost-Experte befürchtet Iran-Implosion: ""Man kann kein Land in Regime-Wechsel bomben""",UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-06-18 12:01:00+00:00,20,-1.0,,,-1.0,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-06
3q67eJKmiv4,Bei Israel-Iran-Krieg geht auch ein Stück von Baerbocks Außenpolitik zu Ende,UCgAPgHNmQSG_ySHRiOVeF4Q,FOCUS online,2025-06-18 08:30:06+00:00,20,-0.5,,,-1.0,5.322222222222222,1.255555555555556,Mitte,Niedrig,2025-06
