title,confidence_score,politics_classification,video_id,channel_id,published_at,time_delta
"""Ich kaufe jetzt!"" – Investment Punk sieht einmalige Kaufchance bei Immobilien! / Interview",0.0011357826879248,0,b918eJwrwsY,UC9tf9xk_wGKzxXxrpbkt_IA,2023-08-13 17:47:54+00:00,-2
"KI, Big Data, Atomkraft 4.0: ""Mehr German Mut!"" / Tech-Investor Frank Thelen im Interview",0.0721122175455093,0,mcRUM48CJds,UC9tf9xk_wGKzxXxrpbkt_IA,2023-09-08 17:00:36+00:00,-1
"""Immobilien sind billiger geworden als 1970"" – Inflation bleibt hoch! / Reinhard Panse im Interview",0.296043336391449,0,M2KTYbNlzeM,UC9tf9xk_wGKzxXxrpbkt_IA,2023-09-15 16:00:14+00:00,-1
"""Weder VW noch BMW noch Mercedes!"" – Warum der Börsenpunk bei Autoaktien skeptisch ist / Interview",0.0095224846154451,0,ayPZXq8IdGc,UC9tf9xk_wGKzxXxrpbkt_IA,2023-09-28 17:39:56+00:00,-1
Börsenpirat Sander verkauft Lanxess und Aurubis – Teilverkauf bei Orsted-Aktie / Beate Sander Depot,0.028639081865549,0,pGMCAYIru30,UC9tf9xk_wGKzxXxrpbkt_IA,2023-10-05 16:26:39+00:00,-1
Dschingis Khan - 3 Wege zum Erfolg | Terra X,0.6808785796165466,1,TGUaRrq_4kw,UCA3mpqm67CpJ13YfA8qAnow,2023-07-23 08:00:13+00:00,-3
Jahrtausend-Schatz: Suche nach dem Bernsteinzimmer | Terra X,0.1650540977716446,0,3gu4Iqn3hzw,UCA3mpqm67CpJ13YfA8qAnow,2023-07-09 08:00:03+00:00,-3
Verbrechen in der Nachkriegszeit  | 1945 | Terra X,0.0018785203574225,0,hckOe40bLQ0,UCA3mpqm67CpJ13YfA8qAnow,2023-07-16 08:00:31+00:00,-3
Verschwörung? Das Geheimnis der Freimaurer und Illuminaten | Terra X,0.0213688872754573,0,NVCsSu_X9Lg,UCA3mpqm67CpJ13YfA8qAnow,2023-08-06 08:00:08+00:00,-3
Wer hat Anspruch auf den Schatz am Meeresgrund? | Terra X,0.1881001889705658,0,Nkn9UCcUS0I,UCA3mpqm67CpJ13YfA8qAnow,2023-07-30 08:00:12+00:00,-3
3 verkannte Erfinder der Geschichte | Terra X,0.019797146320343,0,InCLSLGm6lQ,UCA3mpqm67CpJ13YfA8qAnow,2023-08-27 08:00:07+00:00,-2
Triumph der Technik im alten Rom | Terra X,0.0029235428664833,0,HOPkvegg_8U,UCA3mpqm67CpJ13YfA8qAnow,2023-08-20 08:00:07+00:00,-2
"Unesco Weltkulturerbe - Reise nach Barcelona, Neapel und Córdoba | Ganze Folge Weltensaga | Terra X",0.0006411777576431,0,NJ7LWl31DEQ,UCA3mpqm67CpJ13YfA8qAnow,2023-09-03 08:00:09+00:00,-2
Rätsel um den Tod von Pharao Tutanchamun | Terra X,0.0030873690266162,0,l4Hhcywd5ow,UCA3mpqm67CpJ13YfA8qAnow,2023-08-13 08:00:16+00:00,-2
Putin vs. Selenskyj: Wie lange ist noch Krieg in der Ukraine? I Terra X,0.9437636137008668,1,qIqodykqGDs,UCA3mpqm67CpJ13YfA8qAnow,2023-09-17 08:00:32+00:00,-1
Ungewöhnliche Freunde in der Geschichte | Terra X,0.0435078181326389,0,R0Bo8epn4n8,UCA3mpqm67CpJ13YfA8qAnow,2023-09-10 08:00:11+00:00,-1
Wie Dino-Forscher Geschichte schrieben | Terra X,0.2632204592227936,0,h1G2VbhudLA,UCA3mpqm67CpJ13YfA8qAnow,2023-09-24 08:00:31+00:00,-1
"Mord, Betrug und Fälschung - 3 prominente Kriminalfälle der Geschichte | Terra X",0.2397051006555557,0,Wz5f8jNUync,UCA3mpqm67CpJ13YfA8qAnow,2023-10-01 08:00:13+00:00,-1
Euronews-Exklusiv: Interviews mit den politischen Führern von Armenien und Aserbaidschan,0.9962491989135742,1,gCefnMBDjY0,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-31 15:06:12+00:00,-3
Bahnstrecke Lyon-Turin: Warum das Riesenvorhaben seit Jahrzehnten umstritten ist,0.8040984272956848,1,gLcjlP8lUMk,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-24 01:56:02+00:00,-3
Biden vor Nato-Gipfel in London,0.914548635482788,1,AmcykSKGovo,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-10 06:03:24+00:00,-3
Trump auf der Anklagebank: Ex-Präsident muss vor Gericht erscheinen,0.8820727467536926,1,TzXpIwkmp3M,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-03 06:51:13+00:00,-3
Blamage für Putin? Drohnen-Attacken gegen Moskva City legen Flughafen in Russlands Hauptstadt lahm,0.9428834319114684,1,06-RMCZLjXE,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-30 12:22:21+00:00,-3
Niger: Hunderte Anhänger feiern die neuen Militärmachthaber,0.9606205821037292,1,g7YJHdHHH_s,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-03 14:29:10+00:00,-3
Ausgangssperre im Niger: Militärs verkünden Machtübernahme,0.9482743740081788,1,sIxvZ_-YQ4I,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-27 06:05:14+00:00,-3
"EU-Parlamentarier fordern EU-Such- und Rettungsmission wegen ""Schande"" im Mittelmeer",0.9837068915367126,1,SfkT1ZqOfHQ,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-11 17:01:26+00:00,-3
"Papst Franziskus: ""Macht die geschundene Welt zu einem besseren Ort""",0.8525676727294922,1,EU1HhZJS9Fo,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-03 19:04:11+00:00,-3
Putschisten in Niger bitten Wagner-Gruppe um Hilfe,0.9590106010437012,1,Hk4t__d6y-k,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-05 16:45:40+00:00,-3
Rauchzeichen aus Moskau: Nimmt Russland das Getreideabkommen wieder auf?,0.8809507489204407,1,hVFHqdQaiXY,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-02 19:56:24+00:00,-3
"Ukraine: Drohnenangriffe auf Schiffe sind ""rechtmäßig"" und ""logisch""",0.6749081015586853,1,p0Uf5fqLmFQ,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-05 11:58:56+00:00,-3
Niger: Putschisten lassen Ecowas-Ultimatum verstreichen und sich in Niamey bejubeln,0.9898891448974608,1,F3OdFznQrIg,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-06 19:48:27+00:00,-3
1. Foto nach dem Putsch: Nigers Präsident Bazoum kann noch lachen,0.9499719142913818,1,KOdtWiAgsIQ,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-01 07:08:25+00:00,-3
Besuch in Odessa: Selenskyj will Luftabwehrsysteme für Süden der Ukraine,0.8627117276191711,1,fm1nUfn2Gb4,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-28 06:24:54+00:00,-3
3 Großfeuer: Neue Hitzewelle verschärft die Lage in Griechenland,0.6217706203460693,1,yfK-PgjxoXE,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-19 20:22:49+00:00,-3
15 Tage: Afrikanische Union stellt Putschisten im Niger ein Ultimatum,0.9575167894363404,1,o2n9Mca3Ass,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-30 09:59:02+00:00,-3
"Fake News, utopische Träume und der Weihnachtsmann: Abgeordnete streiten sich über Gesetz zur W…",0.9676250219345092,1,d1BnkyTa_Ow,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-11 17:26:47+00:00,-3
Spanien: Es droht ein politische Hängepartie - Was kann Sanchez jetzt tun?,0.8289734125137329,1,N5We2Xx_uk8,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-24 16:45:00+00:00,-3
Feuerfront rollt auf Vororte von Athen zu,0.9222726225852966,1,h8dDragHnh4,UCACdxU3VrJIJc7ujxtHWs1w,2023-07-18 16:42:45+00:00,-3
Falschaussage? - Ex-Kanzler Kurz muss am 18. Oktober vor Gericht,0.8904848098754883,1,FuJmB-tcW9o,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-18 15:39:22+00:00,-2
Papst-Besuch: Franziskus lobt Friedensbemühungen der Mongolei,0.795181393623352,1,hro32aH2Fm8,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-02 05:59:58+00:00,-2
Josep Borrell will die Erweiterung der Europäischen Union beschleunigen,0.9708816409111024,1,0IQ7Q1229dU,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-31 18:15:42+00:00,-2
"Verkehrswende in Europas Städten: Paris macht's vor, London hinkt hinterher",0.8039445281028748,1,vU1a6aZaiPI,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-06 16:50:43+00:00,-2
Russische Wracks und eine flammende Rede: Ukraine feiert ihre Unabhängigkeit,0.8856778740882874,1,HXDRDSpK8hs,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-24 14:47:41+00:00,-2
US-Außenminister Blinken in Kiew: Neues Hilfspaket über eine Milliarden Dollar erwartet,0.9861380457878112,1,vgG6z8XrFz0,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-06 14:15:18+00:00,-2
"Blinken in Kiew: „Ein Kampf, den wir gewinnen müssen und werden""",0.7870886325836182,1,bohyY9QjMJI,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-06 20:21:18+00:00,-2
"Isch over? Antisemitisches Flugblatt und ""Jugendsünden"" - Aiwanger in der Bredouille",0.9071478247642516,1,VRAN8TDuOIM,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-30 17:35:50+00:00,-2
"""Schmerz und Scham"": Papst zeigt sich betroffen wegen toter Migranten im Mittelmeer",0.6162431836128235,1,-xZxcyNgkBI,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-14 06:37:57+00:00,-2
46º C im Stadtzentrum: Was Valencia gegen die 3. Hitzewelle unternimmt,0.7390459179878235,1,gl_Bahe5AK4,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-10 20:39:20+00:00,-2
Mit Drohnen und Raketen: Luftangriffe auf Russland und die Ukraine abgewehrt,0.566258430480957,1,n5QugAa5ApY,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-27 12:51:59+00:00,-2
"""Brics plus""? Schwellenländer-Gipfel diskutiert Erweiterung",0.9590105414390564,1,FJeC13_FVjM,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-23 06:09:17+00:00,-2
Chef der Präsidentengarde Brice Nguema neuer Mann an der Spitze in Gabun,0.9640802145004272,1,yQw5HFYx0Vk,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-30 20:16:25+00:00,-2
"Putin zum Schulbeginn vor Schülern: ""Russland ist unbesiegbar""",0.8778961300849915,1,58_TDc0ftRI,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-01 20:22:39+00:00,-2
Norwegen rechnet mit steigendem Hochwasser und weitet Evakuierungen aus,0.5993679165840149,1,wq-MwtIQ4qg,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-10 14:34:28+00:00,-2
"Lampedusa: „Die Menschen hier verdienen wirklich einen Nobelpreis""",0.6245225667953491,1,OaYFNLAavYY,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-26 05:43:54+00:00,-2
Nachrichten des Tages | 26. August - Mittagsausgabe,0.5102524757385254,1,fM1bjhH0cEg,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-26 10:58:27+00:00,-2
"""Sollen sie's doch versuchen!"": Lukaschenko schließt erneuten Sturzversuch gegen Putin aus",0.8692712783813477,1,_mItqlHtxg0,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-18 12:33:30+00:00,-2
Kuss-Skandal: FIFA sperrt Luis Rubiales vorerst für 90 Tage,0.60905921459198,1,cEp09710pUI,UCACdxU3VrJIJc7ujxtHWs1w,2023-08-26 15:30:03+00:00,-2
Selenskyj auf Frontbesuch: Soldaten klagen über Personallücken und Munitionsmangel,0.9031661748886108,1,7lDb1rDYcic,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-05 16:31:42+00:00,-2
Trotz Krieg vor der Haustür: Menschen in Plauru wollen bleiben,0.7029380798339844,1,b5ft-i7fJVI,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-08 11:09:25+00:00,-1
Bulgarien will ukrainisches Getreide - die EU-Nachbarn nicht,0.6293191313743591,1,Ap8g-jrSlC4,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-14 19:21:55+00:00,-1
"Moskau feiert Annexion von Luhansk, Donezk, Cherson und Saporischschja",0.7816224694252014,1,Tap0P5hiOpA,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-29 17:24:42+00:00,-1
Nach schweren Gefechten: Kosovo erhöht die Sicherheitsvorkehrungen,0.5821347832679749,1,M-rumMcOOrM,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-26 07:35:26+00:00,-1
"Libyen nach den Überschwemmungen: ""Überall sind Leichen""",0.5134245157241821,1,ionSXAXTtOE,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-14 07:14:18+00:00,-1
Neuer Job: Finnlands ehemalige Ministerpräsidentin Marin tritt aus dem Parlament zurück,0.9463492631912231,1,j2mCbRYwogY,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-07 17:34:14+00:00,-1
Explosive Lage zwischen Serbien und Kosovo: Berlin appelliert an Belgrad,0.9795701503753662,1,uZpG9M2MtI4,UCACdxU3VrJIJc7ujxtHWs1w,2023-10-01 07:42:44+00:00,-1
Allianz vor Europawahl: Le Pen und Salvini bekräftigen Zusammenarbeit,0.9541266560554504,1,9dyRcrRNvBA,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-18 07:41:09+00:00,-1
Hat Putins Besucher aus Pjöngjang Waffen im Gepäck?,0.8150853514671326,1,3TCP4tkeQMI,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-15 13:25:02+00:00,-1
Betrugsprozesses gegen Trump - verliert er seinen Trump Tower?,0.91569584608078,1,7fXA-v1gVHw,UCACdxU3VrJIJc7ujxtHWs1w,2023-10-02 17:24:20+00:00,-1
Wird es in Paris bald Flugtaxis geben?,0.5999540090560913,1,Sxg-3kHX4Z8,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-22 05:08:37+00:00,-1
13.000 Verstöße mit E-Scootern in Prag: Kommt bald ein Verbot?,0.7920624017715454,1,Qz2OTg0z9TU,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-27 09:43:22+00:00,-1
Putin: Granatsplitter an Prigoschins Leiche gefunden,0.8847879767417908,1,LKFgGJh4FlQ,UCACdxU3VrJIJc7ujxtHWs1w,2023-10-05 21:00:31+00:00,-1
LIVE: EU leitet Untersuchung wegen subventionierter E-Autos aus China ein,0.974190354347229,1,L_NjF1i8brs,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-13 10:00:41+00:00,-1
EU-Außenminister in Kiew - Ungarn blockiert weiter Militärhilfe,0.8534858822822571,1,mzzG9jWi-IM,UCACdxU3VrJIJc7ujxtHWs1w,2023-10-02 17:47:12+00:00,-1
Folge des russischen Angriffskrieges: Tuberkulose-Fälle in Polen nehmen zu,0.5431056022644043,1,t1VZDW5IXlg,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-22 11:36:07+00:00,-1
Krim im Visier: Hat Kiew russisches Flugabwehrsystem vom Typ S-400 Triumf ausgeschaltet?,0.640186071395874,1,6ZcvfQFYd6A,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-14 16:33:11+00:00,-1
Im zweiten Anlauf: EU-Kommission verhängt Millionen-Strafe gegen Intel,0.904818832874298,1,-8sC9UnnaNQ,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-22 16:01:23+00:00,-1
Wird Fejóo Spaniens neuer Regierungschef?,0.9816303849220276,1,ej_MVF-PxaI,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-26 17:11:06+00:00,-1
Tausende Tote nach Sturm Daniel befürchtet: Auch in Libyen ist die Lage katastrophal,0.5136684775352478,1,aMnCFxkLdPY,UCACdxU3VrJIJc7ujxtHWs1w,2023-09-12 09:08:15+00:00,-1
EU-Timmermans: Benziner und Diesel müssen wirklich verschwinden -TE Wecker am 18 07 2023,0.9850141406059264,1,QW4m4pQGyvs,UCB37CFICVTUlewYdbMSChIA,2023-07-17 23:00:19+00:00,-3
"Großbritannien: weg mit Energiewende, her mit Öl und Gas - TE Wecker am 01 08 2023",0.96135276556015,1,3opXeJmePHg,UCB37CFICVTUlewYdbMSChIA,2023-07-31 23:00:03+00:00,-3
Die Energiewende und das Gesetz der unbeabsichtigten Folgen - Tichys Einblick in die Welt der Zahlen,0.8443448543548584,1,bXRY9P_IQEU,UCB37CFICVTUlewYdbMSChIA,2023-07-20 14:00:20+00:00,-3
Putsch in Niger und die Folgen - TE Wecker am 06 08 2023,0.984275996685028,1,TR_138f6DDM,UCB37CFICVTUlewYdbMSChIA,2023-08-05 23:00:13+00:00,-3
AfD beschliesst Programm und Kandidaten für Europawahl - TE Wecker am 07 08 2023,0.996342957019806,1,vcGvfW3zeFY,UCB37CFICVTUlewYdbMSChIA,2023-08-06 23:00:31+00:00,-3
Trump: die nächste Anklage - TE Wecker am 05 08 2023,0.8894186019897461,1,81qCcCG9qIQ,UCB37CFICVTUlewYdbMSChIA,2023-08-04 23:00:04+00:00,-3
Wie die Kommune 1 gewalttätig wurde - Rainer Langhans im Tichys Einblick Talk,0.9807103276252748,1,W_aqvI3qPQs,UCB37CFICVTUlewYdbMSChIA,2023-07-14 14:36:50+00:00,-3
Nach Vorrundenaus: Was jetzt geschehen muss - TE Wecker am 04 08 2023,0.5931380391120911,1,H7KbGcePTh4,UCB37CFICVTUlewYdbMSChIA,2023-08-04 00:05:32+00:00,-3
BVerfG: Werden in Berlin nur Zweitstimmen neu gewählt? - TE Wecker am 19 07 2023,0.9618934392929076,1,mFC7uHpfI5U,UCB37CFICVTUlewYdbMSChIA,2023-07-18 23:00:19+00:00,-3
So retten wir uns vor dem Hitzetod | 5 vor 12,0.7522856593132019,1,azuHVAz02Ag,UCB37CFICVTUlewYdbMSChIA,2023-07-16 09:27:58+00:00,-3
Erdogan will Antrag Schwedens auf NATO-Beitritt seinem Parlament vorlegen -TE Wecker am 11 07 2023,0.976197361946106,1,mb2p5on6DN0,UCB37CFICVTUlewYdbMSChIA,2023-07-11 00:36:36+00:00,-3
Berlinwahl: Die Angst der Parteien vor dem Wähler - TE Wecker am 20 07 2023,0.99313622713089,1,XeB8uQbwr5s,UCB37CFICVTUlewYdbMSChIA,2023-07-19 23:46:10+00:00,-3
Heute: Trump vor Bundesgericht in Washington  - TE Wecker am 03 08 2023,0.9530461430549622,1,noIy0_LFCDg,UCB37CFICVTUlewYdbMSChIA,2023-08-02 23:00:16+00:00,-3
Spanien: konservative PP gewinnt - absolute Mehrheit erreicht keine Partei - TE Wecker am 24 07 2023,0.8526903390884399,1,vm7KQf6Li1s,UCB37CFICVTUlewYdbMSChIA,2023-07-23 23:31:50+00:00,-3
Extremisten planen neue Klebeaktionen  - TE Wecker am 14 07 2023,0.5165649652481079,1,KwosBhnKcbU,UCB37CFICVTUlewYdbMSChIA,2023-07-13 23:00:16+00:00,-3
Gipfeltreffen der Rebellen - Michael Ballweg und Rainer Langhans im Gespräch,0.791851282119751,1,luX8uwa7qk0,UCB37CFICVTUlewYdbMSChIA,2023-07-13 15:31:44+00:00,-3
Frankreich nach den Unruhen  - TE Wecker am 08 07 2023,0.6545636057853699,1,aarR5l2mQGQ,UCB37CFICVTUlewYdbMSChIA,2023-07-07 23:00:01+00:00,-3
Geld gegen Migranten: EU und Tunesien unterschreiben Absichtserklärung - TE Wecker am 17 07 2023,0.8830848336219788,1,hz9ydKjv9DM,UCB37CFICVTUlewYdbMSChIA,2023-07-16 23:00:16+00:00,-3
Peter Hahne: Stimmungswandel in der Politik? - TE Wecker am 16 07 2023,0.995945692062378,1,4yAkG6sLMes,UCB37CFICVTUlewYdbMSChIA,2023-07-15 23:00:02+00:00,-3
Donald Trump wegen Verschwörung angeklagt - TE Wecker am 02 08 2023,0.9269676804542542,1,YIs1bWyXjiQ,UCB37CFICVTUlewYdbMSChIA,2023-08-02 00:18:59+00:00,-3
Hörenswert: Bundeskanzler Scholz besucht Düren - TE Wecker am 23 08 2023,0.8447934985160828,1,uaHS-5ipW70,UCB37CFICVTUlewYdbMSChIA,2023-08-22 23:00:19+00:00,-2
Flugblattgate Bayern - TE Wecker am 29 08 2023,0.701508641242981,1,1maPqlxdSh8,UCB37CFICVTUlewYdbMSChIA,2023-08-28 23:00:00+00:00,-2
Flugblatt-Gate in Bayern: Aiwanger - der neue Volksheld - TE Wecker am 01 09 2023,0.9968702793121338,1,KbpL_awj0mI,UCB37CFICVTUlewYdbMSChIA,2023-08-31 23:23:28+00:00,-2
Wirtschaftsweise Grimm: Klimapolitik macht Bürger ärmer - TE Wecker am 14 08 2023,0.99058735370636,1,cX9hYZOcqd4,UCB37CFICVTUlewYdbMSChIA,2023-08-13 23:00:14+00:00,-2
Eine provozierte Hungersnot: Die Krise in Bergkarabach; Redaktionsschluss mit David Boos,0.5778973698616028,1,3c6gNOjMFds,UCB37CFICVTUlewYdbMSChIA,2023-08-27 15:00:03+00:00,-2
Umfrage: Bürger wollen keine höheren CO2-Steuern - TE Wecker am 16 08 2023,0.9985646605491638,1,pmhiqZUkKBU,UCB37CFICVTUlewYdbMSChIA,2023-08-15 23:20:29+00:00,-2
Antifa stellt Adressen von AfD-Politikern ins Netz und ruft zu Gewalt auf - TE Wecker am 10 08 2023,0.9233161807060242,1,hkDpOZpqBag,UCB37CFICVTUlewYdbMSChIA,2023-08-09 23:00:20+00:00,-2
Gewöhnt sich Deutschland an Gewalt? - TE Wecker am 22 08 2023,0.5805898308753967,1,8Pah4GdcvuA,UCB37CFICVTUlewYdbMSChIA,2023-08-21 23:31:33+00:00,-2
Affäre Faeser - Schönbohm: Innenausschuss befragt Faeser ohne Faeser - TE Wecker am 07 09 2023,0.5753494501113892,1,DrXuiKwv3Lo,UCB37CFICVTUlewYdbMSChIA,2023-09-06 23:39:35+00:00,-2
Heute tritt EU-Internet-Zensurgesetz in Kraft  - TE Wecker am 25 08 2023,0.8161134123802185,1,8EgW5N1DUnk,UCB37CFICVTUlewYdbMSChIA,2023-08-24 23:07:04+00:00,-2
"Wenn das CO2 Grenzen überschreitet, will die EU mitkassieren  - TE Wecker am 27 08 2023",0.9437247514724731,1,CCjfqTdzIO8,UCB37CFICVTUlewYdbMSChIA,2023-08-26 23:00:10+00:00,-2
Vor Bayernwahl: Rücktrittsforderungen an Aiwanger - TE Wecker am 28 08 2023,0.9874961972236632,1,xwn2cHApgQY,UCB37CFICVTUlewYdbMSChIA,2023-08-27 23:00:22+00:00,-2
Eine Woche der Entlarvungen - Und: Markus Krall zu BRICS-Konferenz- Redaktionsschluss mit David Boos,0.0571239739656448,0,LmjltLt-Z08,UCB37CFICVTUlewYdbMSChIA,2023-09-03 12:00:22+00:00,-2
Endlich richtig spitzeln - 5vor12,0.3738758265972137,0,qW5ZGaGR2Ng,UCB37CFICVTUlewYdbMSChIA,2023-08-19 09:55:00+00:00,-2
Der neue Verbrechertyp Dr. med. - TE Wecker am 02 09 2023,0.0053536463528871,0,FsM_qvY8gmU,UCB37CFICVTUlewYdbMSChIA,2023-09-01 23:00:14+00:00,-2
Söldner-Chef Prigoschin abgestürzt - TE Wecker am 24 08 2023,0.3692013621330261,0,VjU47zFMbeA,UCB37CFICVTUlewYdbMSChIA,2023-08-24 00:22:15+00:00,-2
Rückkehr der Barbarei - Redaktionsschluss mit David Boos,0.0789258778095245,0,8KBFYnpWLGY,UCB37CFICVTUlewYdbMSChIA,2023-08-20 13:00:05+00:00,-2
"Hurra, wir werden transformiert",0.4445647895336151,0,7vrr05Z1ymQ,UCB37CFICVTUlewYdbMSChIA,2023-08-13 09:46:06+00:00,-2
Heribert Prantl im Interview: Es braucht Corona-Aufarbeitung Tichys Einblick Talk,0.306942343711853,0,8QsCDKHTc5Y,UCB37CFICVTUlewYdbMSChIA,2023-08-31 15:00:06+00:00,-2
Bildung in Deutschland: Setzen – sechs!  TE Wecker am 03 09 2023,0.13307686150074,0,Bmf_sAjyXeU,UCB37CFICVTUlewYdbMSChIA,2023-09-02 23:00:05+00:00,-2
EU: Aus für Autofahrer? - TE Wecker am 21 09 2023,0.855911374092102,1,thzAqabqq0M,UCB37CFICVTUlewYdbMSChIA,2023-09-20 23:00:26+00:00,-1
"Markus Krall: ""Staatsfeind Nummer 2"" - Tichys Einblick Talk zu Hausdurchsuchung und Putschvorwurf",0.974886953830719,1,_fyjPPJs7W0,UCB37CFICVTUlewYdbMSChIA,2023-09-07 16:30:06+00:00,-1
AfD-Bundessprecher Chrupalla bei Kundgebung ins Krankenhaus transportiert - TE Wecker am 05 10 2023,0.9738940596580504,1,uoUhDYq7wJ4,UCB37CFICVTUlewYdbMSChIA,2023-10-05 00:17:59+00:00,-1
Baugipfel bei Kanzlers: Her mit den Milliarden für Bau neuer Häuser - TE Wecker am 25 09 2023,0.9867133498191832,1,nn5EJ8S_rW4,UCB37CFICVTUlewYdbMSChIA,2023-09-24 23:00:18+00:00,-1
Dokument belegt: Faeser blockiert EU-Anti-Migrationsmassnahmepaket  - TE Wecker am 27 09 2023,0.7767922878265381,1,AenCzCYK0A4,UCB37CFICVTUlewYdbMSChIA,2023-09-26 23:00:10+00:00,-1
"""Durchs irre Germanistan - Notizen aus der Ampel-Republik"" | Tichys Einblick Talk",0.551045298576355,1,ljfeMcoQoCc,UCB37CFICVTUlewYdbMSChIA,2023-09-21 16:00:28+00:00,-1
neue Umfrage von rbb24: AfD mit 32 Prozent stärkste Partei in Brandenburg - TE Wecker am 14 09 2023,0.991692304611206,1,F2tuf7tyYUk,UCB37CFICVTUlewYdbMSChIA,2023-09-13 23:18:46+00:00,-1
Strommangel: Habeck lässt eingemottete Braunkohlekraftwerke wieder anfeuern -TE Wecker am 06 10 2023,0.6986379623413086,1,cV6b5ix2lsE,UCB37CFICVTUlewYdbMSChIA,2023-10-05 23:00:14+00:00,-1
Ampel stimmt heute EU-Anti-Migrationsmassnahmepaket zu  - TE Wecker am 28 09 2023,0.9573974013328552,1,7hrR_-beKqo,UCB37CFICVTUlewYdbMSChIA,2023-09-27 23:28:39+00:00,-1
160 Jahre alt - und nichts Besseres als Benzin- oder Dieselantrieb?  - TE Wecker am 17 09 2023,0.5029296875,1,eRn2WDVdSJA,UCB37CFICVTUlewYdbMSChIA,2023-09-16 23:00:12+00:00,-1
Bundesschwindelministerin - 5vor12,0.9186263680458068,1,aZ77F3-L9jU,UCB37CFICVTUlewYdbMSChIA,2023-09-16 09:45:00+00:00,-1
"Was dem Politiker erlaubt ist, ist dem Bürger verboten: Redaktionsschluss mit David Boos",0.7684727311134338,1,vvygWcshXRY,UCB37CFICVTUlewYdbMSChIA,2023-09-10 13:09:06+00:00,-1
Rede abgesagt: geplanter Anschlag auf AfD-Vorsitzende Alice Weidel? - TE Wecker am 04 10 2023,0.7571664452552795,1,H9s3Na8C-5o,UCB37CFICVTUlewYdbMSChIA,2023-10-03 23:37:55+00:00,-1
Corona-Untersuchungsausschuss Brandenburg: War staatliches Handeln richtig? -TE Wecker am 16 09 2023,0.9841546416282654,1,otoyfBytGGU,UCB37CFICVTUlewYdbMSChIA,2023-09-15 23:00:35+00:00,-1
Das Gebäudeenergiegesetz und die Folgen - wer muss ausziehen? - TE Wecker am 10 09 2023,0.9802051782608032,1,dVq1TS-58GA,UCB37CFICVTUlewYdbMSChIA,2023-09-09 23:00:23+00:00,-1
EU hat 10 Milliarden an Türkei bezahlt - TE Wecker am 02 10 2023,0.6469064354896545,1,Jc2TIGTlVUY,UCB37CFICVTUlewYdbMSChIA,2023-10-01 23:00:16+00:00,-1
