video_id,video_type,ideology_score,populism_score
tutjS9ACbtM,Standard,8.5,9.0
32DEbE5mhcM,Standard,5.0,0.0
ANxDC8m_5WE,Standard,-1.0,-1.0
oh0NCZrysyk,Standard,-1.0,7.0
FAoG-T7jIgM,Standard,2.5,6.5
S1YDTN7giOo,Standard,5.0,0.0
xJlPjY0KTTs,Standard,3.5,0.0
Stpw4D9lqOM,Standard,-1.0,-1.0
WlYAcaJGOxk,Standard,5.0,7.0
a7zd7yt8HVg,Reaction,-1.0,-1.0
76oU998va7Y,Standard,-1.0,-1.0
olJ1VEiYz-w,Standard,8.5,9.0
qpkW_a7JAX0,Standard,7.0,5.0
HOPkvegg_8U,Standard,-1.0,-1.0
axjA9Og3UaU,Standard,6.5,7.0
FDgHSRn9KDA,Standard,1.5,0.0
W2g4NwAOfws,Standard,5.0,0.0
wwcKGNqXiJk,Standard,5.0,0.0
nrBqv61OSwo,Standard,7.5,8.0
abJ1mDJRGOE,Standard,7.5,7.0
qkj2OrI75EM,Standard,4.0,0.0
wg7p7Ssuikk,Standard,6.5,0.0
mTMk4g0-loA,Reaction,-1.0,-1.0
0IKmQkbMH8o,Standard,7.5,9.0
hZ-wnFc8S78,Standard,5.0,0.0
aKN4nP51fA4,Standard,-1.0,-1.0
bdw1lrClxFQ,Standard,5.0,0.0
H985Unw-5XE,Standard,-1.0,-1.0
oipt-fsIcLI,Standard,5.0,0.0
V1tb4lyi3-4,Standard,2.5,0.5
1aUrG3mUgKo,Standard,5.0,0.0
Cv-V24irbbQ,Standard,-1.0,-1.0
Num8IkyUOik,Standard,6.5,9.5
CQ2UbI-XsF8,Standard,5.0,2.5
0cSMCbszi1c,Reaction,-1.0,-1.0
V8CbUNJmi3U,Standard,5.0,0.0
5VPrfwletNY,Standard,5.0,0.0
RtSLzBZE9xs,Standard,-1.0,-1.0
WVLYh99-99E,Standard,5.0,0.0
5jW3JK4k0do,Standard,5.0,0.0
vj0CFeiXv60,Reaction,7.5,8.5
W2kxyyfp9tc,Reaction,-1.0,-1.0
hKo27QIn4sU,Standard,7.5,2.0
P5drv9c5WEc,Standard,9.5,9.5
QxsMGME9Prk,Standard,7.5,8.5
swsl78v8UDE,Standard,5.0,0.0
UkYPGz_M-pE,Standard,7.8,8.8
-QfiLtzKRwM,Standard,5.0,0.0
P1SzUN22UaE,Standard,5.0,0.0
cFk1XrGWFBU,Standard,-1.0,-1.0
HS9oHXqVv98,Standard,6.5,3.5
FlU7fYo0i5Y,Reaction,6.5,7.5
Ldde9gNUrzU,Standard,3.5,0.0
TWPMaex2e9E,Reaction,-1.0,9.0
cD75WRih66E,Standard,8.5,9.0
7cmwRDa-ako,Standard,-1.0,-1.0
fcuGmxjl99Q,Standard,2.5,9.5
vpR1A07sQPw,Standard,-1.0,-1.0
e8IXcEvTWFE,Standard,5.0,0.0
Q8rC9esHQhQ,Reaction,3.5,8.5
qGYHHzEupdQ,Standard,8.5,9.0
zTmsrpGtfSE,Standard,4.0,0.0
EDom2Cta9Yg,Standard,8.5,9.5
vbwrgYAbwIA,Standard,-1.0,-1.0
-JWVJw5F41M,Standard,9.5,10.0
rtsD5woBhdE,Standard,-1.0,-1.0
OO6SEYvhgkU,Standard,5.0,0.0
tz76TWJHH5Y,Standard,-1.0,-1.0
fes-YumElvI,Reaction,2.5,7.5
oFWtdM4gmLU,Standard,-1.0,-1.0
PsN5w-ofD7E,Standard,-1.0,-1.0
wNkQ1SMLo9U,Standard,-1.0,-1.0
7P_NyineH-Y,Standard,5.0,0.0
KH92x-s6Lcg,Standard,4.0,0.0
-PkaDFQz4lA,Reaction,5.0,0.0
eTwfEAQq_RA,Standard,4.0,0.0
4dRuut-ZDig,Standard,7.5,8.5
CrKPOfwi-is,Standard,7.0,9.0
zpvCZP1prnc,Reaction,6.0,0.0
oBfTNfIw-54,Standard,-1.0,-1.0
tIqjZRvlLzA,Standard,-1.0,-1.0
n9vtI5f71rI,Standard,5.0,0.0
gQkAUaGZ8iA,Standard,5.0,0.0
_Zmj6vuK5_c,Standard,5.0,0.0
Woo0OKhW6CA,Standard,-1.0,7.0
L01ph85gXqU,Standard,9.5,9.5
9-bn0ItYZJQ,Standard,-1.0,-1.0
z5COau2YwLU,Standard,8.5,8.5
m7yf2nEPRuw,Standard,-1.0,-1.0
vBoid5ygeQY,Standard,7.0,1.0
OmUzFAr4z6A,Standard,5.0,0.0
MgIfwc_esEg,Standard,2.5,7.0
t9EJcTZQzVA,Reaction,-1.0,-1.0
1UzDVItcQUg,Standard,3.5,0.0
HixDbtB2LZ8,Standard,5.0,0.0
JPnoVcnLL-o,Standard,-1.0,-1.0
eyuBxjb5xjc,Standard,8.5,9.0
Qdi2hJ0PhMA,Standard,7.0,8.5
ses4U2pb2l4,Standard,2.5,2.0
brxRZ_U9oqo,Standard,7.0,0.0
704sTp48fSM,Standard,-1.0,-1.0
bVgEuhN2mw4,Reaction,7.5,9.5
wGb5OVzVAcE,Standard,-1.0,-1.0
8cEMdvEWWoY,Standard,-1.0,-1.0
x3VA4ZrziOw,Standard,6.0,8.5
BTTvv0nJDeo,Standard,5.0,0.0
Uj9Ur7vqR8E,Standard,5.0,3.0
CAz3Y-a6jME,Standard,8.0,9.0
Jo3tHCkoxKE,Reaction,-1.0,-1.0
zh8sQSG5H6k,Standard,-1.0,-1.0
3MK6lBcss8k,Standard,3.5,0.5
VMSO_uJ_cuA,Standard,5.0,0.0
_SgJXRYEwQI,Standard,8.5,9.0
IJRNe8CqF7Y,Standard,8.5,8.8
dKhXiqTHX8w,Standard,-1.0,-1.0
aKbkyueaVy4,Standard,8.5,9.0
fjGXVmv1Uzc,Standard,6.5,8.5
ib15XPm7QvQ,Standard,3.5,4.5
2ldcD5CFwLI,Standard,5.0,0.0
arIySRxV6TI,Standard,5.0,0.0
7rB5VuVqMSc,Standard,-1.0,-1.0
rZwpx_a5j10,Standard,8.5,9.5
h0KhNy44gUc,Standard,5.0,0.0
t9Ts6JLthZ4,Standard,-1.0,-1.0
0ipsUlY4UaY,Reaction,5.0,0.0
Hwrd6sXifMQ,Reaction,7.5,8.5
GqYQe6u1ZXw,Standard,4.0,0.0
lDfPpn3u3og,Standard,5.0,0.0
Sw4JpRviGew,Standard,-1.0,-1.0
0KBfz3vWJFQ,Standard,-1.0,-1.0
fhbT5nEYtGw,Standard,5.0,0.0
_OtNSU5tI7k,Standard,7.0,2.5
FrOG3ysLT4s,Standard,-1.0,-1.0
8aTM8pw97iA,Standard,-1.0,-1.0
bhJAXd6sEPg,Standard,4.8,0.5
JFfvVy-N36o,Standard,8.5,9.5
cgxMq50JhQA,Standard,7.5,7.5
KNg9w975Djc,Standard,5.0,0.0
WzYd0-JAsXw,Standard,-1.0,-1.0
V841b7QFPD0,Standard,5.0,0.0
jPCc1fOvIWg,Standard,8.0,9.0
UvHK-5PfZFo,Standard,-1.0,-1.0
LawLLai614M,Standard,2.5,6.0
KTVNYWvQxdA,Standard,-1.0,3.0
VXUh5YTGAQI,Standard,7.5,7.0
GbeFgEY4_Us,Standard,-1.0,-1.0
A4SQekfKapE,Standard,5.0,0.0
1TIMM3BSF5Y,Standard,-1.0,-1.0
GZ1GiyV_1JI,Standard,6.0,8.0
jzse8Fk-CeI,Standard,5.0,0.0
btQwRHrsBVo,Standard,7.0,0.0
A_f-WseXzc0,Standard,8.5,9.0
7lIgOgWdrtM,Standard,8.5,9.0
3QWbyAAePgk,Standard,6.5,6.5
pGMCAYIru30,Standard,-1.0,-1.0
XFqbdTWXSEc,Standard,-1.0,2.5
u9xvQhztlbg,Reaction,8.5,9.0
8Vg3lEVBfUI,Standard,8.0,9.0
hACt2W1SLj0,Standard,3.5,0.0
eisuW3FKJzk,Reaction,8.5,9.0
qx9LuuwVthQ,Standard,-1.0,-1.0
Wqm1uBFYg-g,Standard,-1.0,-1.0
1-iI_hqeP6M,Standard,2.5,2.5
gYeoFQUUn4Y,Standard,8.5,9.5
WfkVDOcALPE,Standard,5.0,0.0
-5p4ib-GIbE,Standard,7.5,8.5
g3qCgO9_Vk8,Standard,2.5,0.0
TBjxseKUxP0,Standard,1.5,9.0
XAfxU6pG0mI,Reaction,-1.0,-1.0
T2mCW1MQttY,Reaction,8.0,9.0
yfJh3pUhtbQ,Standard,5.0,0.0
nhn_0-Eup8o,Standard,7.5,8.0
-RydwaP4r0g,Standard,5.0,0.0
1lP14rZfHHE,Standard,5.0,1.0
6MysNZGT3uc,Standard,7.0,0.0
-cqvfjWqYD8,Standard,8.0,8.5
v7IRWHY-1n4,Standard,5.0,0.0
9UDQai9UBbI,Reaction,8.5,9.0
qy8GaBTMJY8,Standard,2.5,0.0
QMwFhK-RqOM,Standard,-1.0,-1.0
VGgnnFk3jjQ,Reaction,-1.0,7.5
gjMdiCLamqs,Standard,7.5,8.0
wunQTZrxj4Y,Reaction,7.5,8.5
CPFyWSn265U,Standard,8.5,9.5
2ezsBxaspBs,Reaction,-1.0,3.0
Cg17rBDsWK8,Standard,7.5,0.5
thFxaAXP0g0,Reaction,6.5,6.0
pAbORlcPlo0,Reaction,1.5,6.5
dqfhxi_zP68,Reaction,5.0,0.0
vsWhvuqhf8g,Standard,5.0,0.0
KJxhjWmPOlY,Standard,5.0,0.0
PfQgoOw5HJo,Standard,2.5,1.5
mWyhS6zhdk8,Reaction,2.5,7.0
Bo0O1K1snJk,Standard,5.0,0.0
PMStKRxCZVI,Standard,8.0,9.0
jzkCnfGmJ4w,Standard,5.0,0.0
TerNM2Gu194,Standard,6.5,0.0
7a4eV049B0A,Standard,7.5,8.5
_JMpVGRRWlM,Standard,7.5,7.0
73BI-SRsi7c,Standard,1.5,7.5
2pwq2FZhsWM,Standard,8.5,9.5
oXprTsVJ7kY,Standard,7.0,0.0
c3XqzqsCF08,Standard,6.5,8.5
ZZ_f_MZywC8,Standard,-1.0,-1.0
7SyfRaRoz6M,Standard,7.5,7.5
qzNeTCZpoik,Standard,3.5,0.0
vhKIzcPywDI,Standard,5.0,0.0
PtWMolukUF8,Standard,3.5,0.0
vqM042nzWDs,Standard,7.5,7.5
eIuYmoTgLU4,Standard,7.0,7.5
6NGT-UP9Hj4,Standard,4.0,0.0
XjU4E7spzd8,Standard,-1.0,-1.0
pPQWW_bVkK4,Standard,-1.0,-1.0
W6dSciON5tU,Standard,8.5,9.5
TtA_ESVwlTQ,Standard,5.0,0.0
u6O9keavO1Y,Standard,5.0,6.0
4oxxZbJRh8E,Standard,5.0,0.0
UiSIhEIXQJ0,Standard,-1.0,-1.0
JdTI_6TgEnY,Standard,-1.0,-1.0
Bs3s9Mmv8Us,Standard,5.0,0.0
mJ5UEJ1Q00E,Standard,3.5,0.0
WEdXxnTSLFY,Standard,5.0,0.0
NkwkQWhTmmA,Standard,5.0,0.0
3DOCN9VKMc0,Standard,9.0,10.0
ZjQGLE_7J5c,Standard,4.0,0.0
0RJWjNfc-_o,Standard,5.0,0.0
PzzJQBT3pL0,Standard,5.0,0.0
qnT1lAnVm00,Standard,8.5,7.5
wBkRe9HhfCQ,Standard,5.0,0.0
UhWSVd0nyxQ,Standard,2.5,0.0
UtsvTB5VNEI,Standard,-1.0,-1.0
D0cKe3Yvc1E,Standard,-1.0,2.0
JGB0jiTx_1M,Standard,7.5,9.0
zlRh-pSCh14,Standard,6.5,6.0
2QqbGzFV1X4,Standard,8.5,9.5
qWcYEPzOjFE,Standard,-1.0,-1.0
f8Nu89d4sms,Standard,2.5,0.0
e1l4J5M1vBc,Standard,8.5,8.5
m-ptM3a6S54,Standard,-1.0,4.0
f_QCneF700U,Reaction,-1.0,-1.0
U5MpK3pGoZo,Standard,-1.0,-1.0
uoUhDYq7wJ4,Standard,7.5,6.0
-7ToY9d_pLA,Standard,-1.0,-1.0
wP2xakpiA_I,Standard,7.5,8.5
R5WrFVW4tmc,Standard,7.0,7.5
b918eJwrwsY,Standard,7.5,6.0
G6V__m3AIUw,Standard,6.0,1.0
EVxIkJxPdz8,Standard,6.5,0.0
M-jNj0TMP1E,Standard,5.0,0.0
aFHlR1MR3Io,Standard,8.5,9.0
xWlSdclxkO0,Standard,5.0,0.0
ehfKPooubfU,Standard,8.5,7.0
tKUzZYGn_is,Standard,8.5,8.5
98zPSP92ob0,Standard,-1.0,-1.0
4HPcpgjbBe4,Reaction,9.0,9.5
qSNjSuHSLlY,Standard,5.0,0.0
-W051xmBVsI,Standard,3.5,0.0
7k9gONjyp8Q,Standard,2.5,0.5
fUDB2J8DL2g,Standard,3.5,2.5
59rt7nnNUgE,Standard,5.0,0.0
iebqwqUxXOY,Standard,6.0,5.0
lVYJKEHcjas,Reaction,-1.0,8.5
aO_eDHs7nvs,Standard,5.0,7.0
euysQZXnGZU,Standard,7.5,8.5
ZCA2QMuT7m8,Standard,-1.0,-1.0
3wb5ujGNZVU,Standard,5.0,0.0
2Ch86L6g7WY,Standard,6.5,9.5
ZzWlIE3027c,Standard,-1.0,8.5
dJabC0t13-w,Standard,8.0,9.0
k9TQAWxXsoQ,Standard,5.0,8.0
1ikAzSZwoQY,Standard,9.5,9.5
WqLcX8_knH8,Reaction,7.5,7.5
ufHIbdCN7f0,Standard,2.5,0.0
dN9DAmokFdM,Standard,7.5,8.5
8GipOJ5ygPk,Standard,5.0,0.0
qbYjWSGplrE,Standard,2.5,8.5
t-r8cawaq4Y,Standard,1.5,1.0
CS1J5YHYpBs,Standard,8.0,9.5
M2YC4jmCeHs,Standard,3.5,0.0
NasAhLAkoEk,Standard,-1.0,-1.0
C93r1Q-4R2I,Standard,8.5,9.5
kNW46fqo2Co,Standard,9.0,9.0
Tu1fvQDecSg,Standard,8.5,8.5
V2VE4fPkoMQ,Standard,7.0,1.5
JGcNl8xdJPY,Standard,5.0,0.0
rJnQyQqRwPc,Standard,5.0,0.0
9bQ4RL6JAso,Standard,5.0,0.0
EfLZ75dNP9k,Standard,8.5,9.5
r1PzMhbsK4c,Standard,8.5,9.5
E7si4LGvf74,Standard,5.0,6.0
go4-2jZ5FTg,Reaction,-1.0,-1.0
N9dxNQ6NmZA,Standard,-1.0,-1.0
iDbZW1vfBBY,Standard,5.0,0.0
wyQwf7T1Y9Y,Reaction,9.0,10.0
tMQEp1y7mmE,Reaction,9.5,10.0
sumZNB_RY7E,Standard,5.0,0.0
JtoCcAr8nG8,Standard,5.0,0.0
veWQlenwZ_4,Standard,3.5,0.0
DdvGND5gdAQ,Standard,5.0,0.0
pj1lzPNIJSk,Standard,3.5,2.5
O7WSXhOjKvU,Standard,5.0,0.0
ivqDWEL9_uI,Standard,5.0,0.0
csEbASB4wB4,Standard,3.5,7.5
KAJWfmaVZ4E,Standard,-1.0,-1.0
t-ORrjHdHFk,Standard,-1.0,-1.0
PZ5cxuvsRdE,Reaction,-1.0,7.0
_ezOaxW3DY8,Standard,5.0,0.0
8vuTB7jQSik,Standard,6.0,0.0
_hE0GJ-PYQ8,Standard,3.5,0.0
16_uObGL_Xs,Standard,5.0,0.0
Q_n1I9gpHoQ,Reaction,7.0,8.5
VtzdN6ROh9I,Standard,7.5,6.5
vnP0sGkqKGA,Standard,5.0,0.0
0T3LqhC3QxQ,Standard,-1.0,-1.0
u6sSNKNrXSs,Standard,5.0,0.0
7MoGJ3WDPyQ,Standard,5.0,0.0
UQHh1HFtjYI,Reaction,8.0,9.5
pTiz5FiQ9UI,Standard,5.0,0.0
Nb8_32ijOj4,Standard,5.0,0.0
000-s-B1GEs,Standard,-1.0,-1.0
6tMnGvoGtfc,Standard,5.0,0.0
fAnh3rVS6ks,Standard,-1.0,-1.0
_hED4uN6j0Q,Standard,5.0,0.0
boSxgOBaxY0,Standard,-1.0,-1.0
qKGpIORUHSA,Standard,8.5,9.0
Wrp9X9ydyGQ,Standard,5.0,0.0
76VHo9L0t2Q,Standard,7.5,8.5
_0x8wnc7URg,Standard,7.5,6.0
-F7jelNl11g,Standard,7.5,8.0
XAzVmDf-674,Reaction,8.5,9.5
cqV0LbalkQU,Standard,5.0,0.0
1UOPHozMPmA,Reaction,6.5,6.5
-GG7DqN_O0I,Standard,9.0,9.5
itvuEN-ApQg,Standard,9.5,9.5
sefvI9XiYUU,Standard,2.5,0.0
fz_oCwMhCIU,Reaction,-1.0,-1.0
Qx-9JGsKPYA,Standard,5.0,0.0
vq_evHN9yJQ,Standard,-1.0,-1.0
r-lMd4YWf9E,Standard,5.0,0.0
xTi5_LeZ2vw,Standard,-1.0,-1.0
2Q-Jppfw6eY,Standard,8.5,9.5
agLMPCwWbms,Standard,7.5,7.5
6QMyUtEZKtU,Standard,6.0,6.5
5KuYojbhUDo,Standard,5.0,0.0
CNkXbYXebiI,Standard,7.0,6.5
BBzROxah3dI,Standard,5.0,8.0
XSuM3I5pDgY,Standard,5.0,6.5
o6f8a3v0JDI,Standard,-1.0,-1.0
LtQXZVDjeT4,Standard,1.5,1.0
_VyIUJwjjFQ,Standard,4.0,0.0
o8vt7ecOyiU,Standard,3.5,0.0
eZ3HK5UBEHo,Reaction,7.5,8.5
VN4cB_-6xMI,Standard,8.5,9.0
YJlevNuGxTE,Standard,-1.0,-1.0
gBUecUs5j14,Standard,7.5,0.0
9UytcN0Tl8k,Standard,-1.0,-1.0
JwiKYxwH82A,Standard,6.5,0.0
Bgdk7KOqvM8,Standard,-1.0,-1.0
bxnu5Z42ydI,Standard,-1.0,-1.0
cKWrSmZ3F4w,Standard,8.5,6.5
HA5fCw7QBPA,Standard,7.5,8.0
CvRX8qZ5l_Q,Standard,2.5,7.5
IK8zdMHp1Dg,Standard,-1.0,-1.0
yj8BXhayQuQ,Standard,5.0,0.0
gXMaBjM6xBQ,Standard,5.0,0.0
_yHbrsOXGnI,Standard,7.5,7.5
urYJE9HwX10,Standard,8.5,7.5
HVYyv43B0E0,Standard,5.0,0.0
eQuMannO42Y,Reaction,-1.0,8.0
tgmRBPlJNiU,Standard,5.0,0.0
KqAAz9-O4E0,Standard,3.0,6.5
eI3S4oyHI7M,Standard,5.0,0.0
RevY166CtHM,Standard,3.0,5.5
gEsaH0wpqKs,Standard,-1.0,-1.0
zGUr86YD2hc,Reaction,7.5,7.0
PDG5RHeKa14,Standard,3.5,6.5
j-vlACJqAYY,Standard,5.0,2.0
FysGdUrAQvo,Standard,-1.0,-1.0
AR5gVxsfpSU,Reaction,8.5,9.0
pVmoBviQu0k,Standard,-1.0,6.5
fTktSMg2ga8,Standard,5.0,0.0
chvEYpnlvhs,Reaction,8.5,8.5
MtJ9HimOiQE,Reaction,8.5,9.5
VDMWNXnPQiM,Standard,3.5,1.5
hPorQHuXwH8,Standard,9.0,9.5
nt-Yo1onLoU,Standard,7.5,9.5
H6_xqcO1Bw4,Standard,5.0,0.0
gA3pzcvX6q0,Standard,5.0,0.0
2A90Ex6Prnk,Standard,2.5,0.0
GgJ_35Z7ynQ,Standard,-1.0,1.0
z0lhiMAyNvk,Standard,-1.0,-1.0
r8mOD8GXNDQ,Standard,7.8,9.2
VwT1skoWYng,Standard,5.5,0.0
-n1YVLH5aTQ,Standard,-1.0,-1.0
0wPqhsPwcFI,Standard,5.0,0.0
66hndq1g2AQ,Standard,8.0,9.0
Qxh8LXNTOQk,Standard,7.5,8.0
afhWpfSfNcM,Standard,-1.0,-1.0
Op6k84Ju9Uo,Standard,-1.0,-1.0
uaHS-5ipW70,Standard,7.5,7.5
PNhO6Bg3z6c,Standard,3.5,0.0
zal0URuLYSg,Standard,6.5,7.0
6kerv3t4joo,Standard,4.5,6.5
nUW8M7KcjXs,Reaction,7.5,7.5
XxhXw43OKCw,Standard,5.0,0.0
GD77aWSkrJ0,Standard,3.5,1.5
vi-v28XHelQ,Standard,5.0,6.0
suEWE4jUD_A,Standard,2.5,7.5
SfT3r9ktzds,Standard,5.0,0.0
4Vh28sOHALA,Standard,5.0,0.0
Lrdou_N69Hg,Standard,5.0,0.0
FZbL9vAC6yk,Reaction,2.5,6.5
vpx4EFngPWs,Standard,3.5,0.0
PlpUCcpHD2E,Reaction,7.5,8.0
N7Zosrqy7eI,Standard,2.5,7.5
MkC8aGbJdLw,Standard,7.5,8.5
oNFgNJnxrdA,Standard,7.5,4.5
GRvWvk0UNQw,Standard,6.0,7.5
m3W5f_TDQ5w,Standard,7.0,8.5
yXEFnvtWACg,Standard,-1.0,-1.0
cdzB5DKYEgo,Reaction,-1.0,-1.0
LwMfyn4mhjE,Reaction,-1.0,0.0
0EAzau0U-TA,Reaction,7.5,9.0
H-LKudbtZh4,Standard,2.5,6.5
4dcce6LpzcY,Standard,7.5,8.5
Q-d3OGqiOQo,Standard,-1.0,-1.0
vk7AGx0T5mA,Standard,7.5,7.5
YvgjtRjG_Fg,Standard,2.5,6.5
9yvN0CVj3Cg,Reaction,8.5,9.5
W1-b1aqca6I,Standard,5.0,3.0
A4UiQ_eyD6U,Standard,-1.0,-1.0
0X_a4pygSw4,Standard,2.5,0.0
_tRiLD5wB4w,Standard,3.5,0.0
coKUtICwooQ,Standard,4.9,2.0
bN2h2feKJH8,Standard,5.0,6.5
01Bxj87HpvI,Standard,5.0,0.0
l2sjSGeFJaQ,Reaction,-1.0,-1.0
GzuwhVd2E-s,Standard,8.5,9.0
-V8CBhOZCQk,Standard,5.0,0.0
B1EeV7JtuSI,Standard,-1.0,-1.0
AwZQ_Eb8gHo,Reaction,7.5,9.5
lJtJZSM9z2c,Standard,-1.0,-1.0
_AEGuZ1juRQ,Standard,5.0,0.0
hNELRTtUbw4,Standard,8.5,9.0
ZP43p_m4hMc,Standard,4.0,7.0
2lRi9iIlzpE,Standard,3.5,0.0
wvoxL3gyOcU,Standard,-1.0,-1.0
w9AzmNwYxlg,Standard,5.0,0.0
NyYDYMQpnbI,Standard,-1.0,-1.0
78lYzm_sasA,Standard,5.0,0.0
iAoZFUhypok,Standard,5.0,7.5
KBrA6r2Cc1Q,Standard,3.5,0.0
i18S9MjY7Hc,Standard,5.0,0.0
sz-fOFBf_Pc,Reaction,8.0,9.0
kJDT1SydJMc,Standard,5.0,0.0
iN3jW4ZBFr4,Standard,5.0,0.0
mTs8JdOuamc,Standard,5.0,2.5
T_jtyHiJ1q0,Standard,7.0,7.0
Ab9mNaVNxsA,Standard,3.5,0.0
sAKqf-BAwtQ,Standard,-1.0,-1.0
q3U8jBUnjsA,Standard,-1.0,-1.0
YkJq0wtIPyw,Standard,5.0,0.0
CITyIgApgqU,Standard,7.0,3.5
liCIxb4quVM,Standard,4.0,0.0
xdRvXAiFQ-4,Reaction,8.5,9.5
O133PAS3-BI,Standard,5.0,0.0
x2TQJ6v20WU,Standard,5.0,0.0
aXxshsaM12I,Standard,8.5,9.5
16z1GcJoYqY,Standard,8.0,9.0
Dr83eAB9b_g,Reaction,-1.0,-1.0
KroUNc6hIyc,Standard,5.0,0.0
32Ysj54-jTc,Standard,8.5,9.5
B-UjzBceAVE,Standard,5.0,0.0
MrC2I_9Wp8A,Standard,5.0,0.0
MbJOQsK42iE,Standard,2.5,7.5
OiWfs12zmY4,Standard,2.5,0.0
Rm1ME9-S9pI,Standard,7.5,8.5
tv7X-pAnBpI,Reaction,7.5,9.0
5-wyjCiadwk,Standard,5.5,0.0
TDWZfVN0ZNs,Standard,5.0,2.0
a-2y7FxvoPo,Reaction,7.5,8.5
AZ3xEKxMiEI,Standard,-1.0,-1.0
gyhjbA-Xk7Y,Standard,8.5,8.5
_p9AyHJTzuw,Standard,8.5,9.0
FY2_IMxRnZo,Standard,-1.0,-1.0
KIxIUX3o8Zc,Standard,-1.0,-1.0
IManT4T5h8o,Standard,5.0,0.0
2xyb-N07abg,Standard,5.0,0.0
vo8U0WbEuoo,Standard,-1.0,-1.0
fJUuoKi4bgQ,Standard,-1.0,0.0
KXLMSnYDChE,Standard,-1.0,-1.0
dq9C4hek_9s,Standard,-1.0,-1.0
I2--OsMZVZk,Standard,-1.0,-1.0
84zkDnflNB0,Standard,5.0,0.0
OfuJeJMUpPY,Standard,-1.0,-1.0
JHJSJLNAnCY,Standard,-1.0,-1.0
snsaPLsoegg,Standard,3.5,0.0
kbJNz0K-KYs,Reaction,3.5,0.0
T0NI78jWgEc,Standard,7.5,7.0
LK1WQPT56nA,Standard,5.0,0.0
jTSi1meGwLQ,Standard,5.0,0.0
i9V3Z-b4A9o,Standard,7.5,7.5
r3dUIqaHib0,Standard,5.0,0.0
H7KbGcePTh4,Standard,8.0,7.5
TAgRBL-VF5U,Reaction,8.5,9.0
vO_TSFrecYE,Reaction,7.5,9.5
vT57VeVkRik,Reaction,7.5,8.5
FP8h6rzgOQ4,Standard,5.0,0.0
QegX9hBu1tw,Standard,-1.0,-1.0
OBoIXH_CSVs,Standard,-1.0,-1.0
hKlhkGW98is,Reaction,7.5,8.5
bHrZN8VJkAs,Standard,-1.0,-1.0
9_29rkPtThQ,Standard,5.0,0.0
XFlunjc1F4k,Standard,-1.0,-1.0
Zw0ihmWGX4U,Standard,-1.0,-1.0
thagKAJ0368,Reaction,7.5,9.0
hjeOswZnmdY,Standard,5.0,6.0
_lutrnFdTuo,Standard,5.0,0.0
u4cKTudYIxE,Reaction,7.5,8.5
gntgW3RrEsg,Standard,7.5,9.5
knsYuRQWllw,Reaction,-1.0,7.5
QF339Bh3uDs,Reaction,3.5,1.0
9IEbOFXhPTc,Standard,4.0,0.0
1C47i-OrZ_Y,Reaction,8.0,8.5
K694cGBqU40,Reaction,-1.0,7.5
Yfn8s5yv5bg,Standard,8.0,9.5
WbuspmYmh_c,Standard,5.0,0.0
-4-6mleId9E,Reaction,-1.0,7.0
To_RuoZsTVc,Standard,-1.0,-1.0
vbb__BAVDLE,Standard,5.0,0.0
KImQRPVtRyc,Standard,9.0,9.0
clGJQyyeivA,Standard,-1.0,-1.0
yPBH0t0HfyY,Standard,9.0,9.0
jpXuLkEFmGY,Reaction,8.0,8.5
FoomzOjz-nM,Standard,5.0,0.0
P5O2lZN9W5g,Standard,5.0,0.0
z3Ytf45mUvA,Standard,8.5,8.5
tOE8U9iYmO8,Standard,5.0,9.0
lXrRcNp7GG8,Standard,-1.0,-1.0
9tuaAD5RTPc,Standard,-1.0,-1.0
JOlUaVgDgio,Standard,7.5,8.5
SybR-aIqp-8,Reaction,-1.0,-1.0
ZyB0rmZyoCM,Standard,-1.0,-1.0
syhWJCkGR-0,Standard,-1.0,-1.0
XSuNQwrYEhg,Standard,2.5,6.0
nfKF1F1icec,Standard,-1.0,-1.0
I2N4Jbrc2R8,Standard,5.0,0.0
pmhiqZUkKBU,Standard,8.5,8.5
v135YaKAQyI,Standard,6.0,7.0
PsOvaU5cKu4,Standard,5.0,0.0
eh1Xxdgpj0k,Standard,-1.0,-1.0
zyBphLjP__w,Standard,8.5,9.0
J2v49IUiBJ8,Standard,4.0,0.0
GhyjQfLSeps,Standard,-1.0,-1.0
KFh5Gn4k6w0,Standard,-1.0,-1.0
KGkrBNM7SJ4,Standard,5.0,0.0
YNnag8ckG5o,Standard,8.5,9.5
Baa4we_sFzg,Standard,8.0,9.0
yA3Vuoux6Aw,Standard,5.0,0.0
fodHuZNb5Tg,Standard,-1.0,-1.0
Rdx0usARLlc,Standard,-1.0,-1.0
YouJzm0xcLw,Standard,3.5,1.0
PRDS3ZEj9O8,Standard,4.0,0.0
z17sb7zMCaA,Reaction,-1.0,8.5
hyksDvpPH6E,Standard,5.0,0.0
xB2cEp8LdqQ,Standard,-1.0,-1.0
LzfVnR_3rMY,Standard,8.5,9.5
kvJLs_mId8Y,Reaction,2.5,0.0
yhoXFuTyFes,Standard,8.5,9.5
-Ici0C-Ftt0,Standard,5.0,0.0
V8_DpocAEek,Standard,5.0,0.0
iXsuSxIa6EA,Standard,7.5,8.5
wieOlvN-ONU,Standard,8.0,9.0
U2mAzLJk7Fc,Standard,-1.0,0.0
IN7io0DF-R4,Standard,1.5,7.5
WQ2kHXeo1Sk,Standard,-1.0,-1.0
