,video_id,video_type,ideology_score,populism_score
534,I-2z1a0BOkE,Reaction,1.5,0.0
535,kevxk8na05g,Standard,5.0,0.0
536,5Di5KTaaZQs,Standard,9.0,8.5
537,-c-oK6Ep0tw,Standard,-1.0,0.0
538,meFjAw1CXfU,Standard,5.0,0.0
539,lEWw_S7I27U,Standard,8.5,8.5
540,FYODZYsjjJ8,Standard,8.5,9.0
541,NFpmoYPAd5c,Standard,-1.0,0.0
542,Lhn368-alJE,Reaction,3.0,7.5
543,KqAAz9-O4E0,Standard,5.0,6.0
544,PlpUCcpHD2E,Reaction,-1.0,0.0
545,sz0xlVKKTrI,Standard,5.0,0.0
546,-qf-P4A3ER4,Standard,3.5,0.0
547,pQj1vTEtRWc,Standard,5.0,0.0
548,BAXES_QV8ZU,Reaction,1.5,0.0
549,XDadA_b44w4,Standard,7.5,7.0
550,H7KbGcePTh4,Standard,7.0,8.0
551,S1YDTN7giOo,Standard,5.0,0.0
552,YtXp8Ykvfyg,Standard,-1.0,0.0
553,gBUecUs5j14,Standard,6.5,0.0
554,5Ov6qZ5YDX0,Standard,-1.0,0.0
555,y4ARYgsfm1Q,Reaction,3.5,4.0
556,M2JfiSVNj0s,Standard,-1.0,2.0
557,iN3jW4ZBFr4,Standard,5.0,0.0
558,syhWJCkGR-0,Standard,-1.0,0.0
559,zh8sQSG5H6k,Standard,-1.0,0.0
560,QxvgIlzXJ8Q,Standard,5.0,0.0
561,fes-YumElvI,Reaction,2.5,7.5
562,_T9axTIB6B0,Standard,5.0,0.0
563,X1H2AGAS_jY,Standard,6.5,6.0
564,fkJfnzeW8J4,Standard,3.5,0.0
565,V2VE4fPkoMQ,Standard,6.5,0.0
566,clma0XBKAWU,Standard,5.0,8.0
567,hlMyRE5Ss7M,Standard,-1.0,0.0
568,GhyjQfLSeps,Standard,-1.0,0.0
569,S_jWY92rTmI,Standard,5.0,0.0
570,3c6gNOjMFds,Standard,7.5,6.5
571,FrOG3ysLT4s,Standard,-1.0,0.0
572,jKf_A4wFkL4,Standard,5.0,0.0
573,TG_SR9I7YGE,Reaction,-1.0,0.0
574,FX_VdDQo9y0,Standard,4.0,0.0
575,GNeRIfI3cJU,Standard,-1.0,0.0
576,GoUXpcEhkmE,Standard,-1.0,0.0
577,5FhGc-P_Vms,Standard,3.5,0.0
578,H1Gz5qLQMcI,Standard,7.5,7.5
579,xAmZGtWX734,Standard,-1.0,0.0
580,VwG8KpgMraE,Standard,8.0,0.0
581,e4PCZHoNhFY,Reaction,1.5,0.0
582,TCmaoZYC3As,Standard,7.5,8.0
583,4meO98Hf-78,Standard,1.5,0.0
584,TIUs-MfgSE0,Standard,-1.0,0.0
585,X60thdWsng8,Standard,8.0,8.5
586,ID2wQaRO690,Standard,6.0,0.0
587,dFt_hVQdxMI,Standard,-1.0,0.0
588,c9wcRfucsrg,Standard,-1.0,0.0
589,TtCHilm4yCg,Standard,-1.0,0.0
590,PZs64UVsYFA,Standard,8.5,9.0
591,MezoGvb-EBI,Standard,6.5,7.0
592,Kmff5X2jrlg,Standard,5.0,0.0
593,XVqZHY1FRuI,Standard,-1.0,0.0
594,R4Bj5k8biq8,Standard,8.5,7.5
595,RB8D33DfGYY,Reaction,7.0,2.0
596,e-9JHcUX080,Reaction,7.5,8.0
597,9Rtp0z66i9M,Standard,6.5,7.0
598,A5PErJsYxYI,Standard,5.0,0.0
599,7oKypIofD10,Standard,-1.0,0.0
600,2ujWYocyDYk,Standard,6.5,0.0
601,Kyj5fbicMxE,Reaction,-1.0,0.0
602,uCJu8Hxpr5I,Standard,7.5,7.5
603,btQwRHrsBVo,Standard,5.0,0.0
604,Hq8zNCViTtU,Standard,9.0,8.5
605,n_llwH53tns,Standard,6.5,0.0
606,4vMVsph2Wn0,Standard,5.0,0.0
607,fQZsLg0LdK0,Standard,5.0,0.0
608,afO-rZKImA4,Standard,-1.0,0.0
609,59rt7nnNUgE,Standard,5.0,0.0
610,weq5zdWDqsQ,Standard,8.5,7.5
611,RhNPtMRV6ms,Standard,5.0,0.0
612,l4Hhcywd5ow,Standard,-1.0,0.0
613,cgw052_ZFYU,Standard,8.5,7.5
614,AXNr3NQvWp0,Standard,5.0,0.0
615,HxqOAGeSuTg,Standard,9.0,8.5
616,ANxDC8m_5WE,Standard,-1.0,0.0
617,GVkugcDzcd4,Standard,3.5,7.5
618,466snXHjwr4,Standard,-1.0,0.0
619,OmbXsBUelXI,Standard,2.0,8.0
620,f95AhhWJW78,Standard,5.0,0.0
621,VGgnnFk3jjQ,Reaction,-1.0,6.0
622,NRsblieeaXA,Reaction,6.5,8.0
623,hQL-eeWCrkw,Reaction,7.0,6.0
624,WuCDld2ygdA,Standard,9.0,8.5
625,tqPA6ynqpNU,Standard,7.5,0.0
626,fqeshYMR-Hk,Standard,5.0,0.0
627,px5TgUZ8m-Y,Standard,-1.0,0.0
628,nr8cWHgNxII,Standard,-1.0,8.0
629,WNCdIXu-OBU,Standard,3.5,0.0
630,vl8YrLvloag,Standard,5.0,0.0
631,mjNt7M15fKM,Standard,8.5,8.0
632,rmo8Ay22-_s,Standard,7.5,8.5
633,G6V__m3AIUw,Standard,6.0,0.0
634,tgUbvm1aZIw,Standard,-1.0,0.0
635,gO3JwDM_YwY,Standard,-1.0,0.0
636,JLtsoUa4jJE,Standard,7.5,6.5
637,-UyOEOKMXnw,Standard,5.0,0.0
638,bvoHNrUapwQ,Standard,5.0,0.0
639,6pk3UE_Ttms,Reaction,5.0,0.0
640,UcvjvGXfISM,Reaction,8.0,8.0
641,pgWTAb4nU_Q,Standard,-1.0,0.0
642,fAnh3rVS6ks,Standard,-1.0,0.0
643,Y9L1rBbOo_Q,Standard,8.5,8.5
644,pSDIprPwzwc,Standard,5.0,0.0
645,b3VVTNXYtUQ,Standard,4.0,0.0
646,LZ6Ms_zp3Vo,Standard,3.5,0.0
647,h2g-aODBPtw,Standard,-1.0,0.0
648,QSrhlDSBjqQ,Standard,-1.0,0.0
649,fmHUBaj7SXc,Standard,6.0,0.0
650,JtoCcAr8nG8,Standard,5.0,0.0
651,cZBowsZl5XI,Standard,3.5,0.0
652,2UgqwQgcFdU,Standard,5.0,0.0
653,D2PExnmf_WA,Standard,5.0,0.0
654,ez7TyaPXreE,Standard,6.5,0.0
655,-aeInQsjPm8,Standard,7.0,7.0
656,uPMav0Hl-EQ,Standard,5.0,0.0
657,bROxZl16IPo,Standard,6.0,0.0
658,5mwNfTHI7us,Standard,6.5,7.5
659,mkLDUMiUFxk,Standard,8.0,8.5
660,XJS21oCs3NA,Standard,5.0,0.0
661,YouJzm0xcLw,Standard,5.0,0.0
662,P1ipqpEtimw,Standard,8.0,0.0
663,I6Eb6Wfa7wI,Reaction,1.0,0.0
664,_nZkGsRzaek,Standard,5.0,0.0
665,KwfGNy65OB8,Reaction,6.5,6.0
666,hWsVKyOD-HE,Standard,5.0,0.0
667,hwZQVM7Q4Os,Standard,5.0,0.0
668,HpFBlvSgLZE,Standard,-1.0,0.0
669,z37nf0UWdqM,Standard,2.0,7.5
670,u-CxidqSIgM,Standard,-1.0,0.0
671,PIXxpL_ZR-0,Standard,7.5,7.5
672,9jW-KwUTC78,Reaction,9.0,9.0
673,Docb6t1XF6k,Standard,5.0,0.0
674,-71Qo6g4SR8,Standard,-1.0,0.0
675,wG10UdA_6IM,Standard,3.5,6.0
676,rjAagXX5UQQ,Standard,-1.0,4.0
677,JPrLTAVN0YE,Standard,4.0,0.0
678,InCLSLGm6lQ,Standard,-1.0,0.0
679,m0_rZDZP06c,Standard,2.5,8.0
680,U4ABUB8Kst4,Standard,-1.0,0.0
681,JnjnytkB8jM,Standard,-1.0,0.0
682,S46oCQUprXg,Standard,8.0,8.0
683,SIIbEzmCgEc,Standard,6.5,2.0
684,aycJiZgMGDs,Standard,1.5,6.0
685,-QfiLtzKRwM,Standard,5.0,0.0
686,PDG5RHeKa14,Standard,5.0,0.0
687,fVxEOQH_094,Standard,5.0,0.0
688,yJyAsK5gRF0,Standard,5.0,10.0
689,3vDdllZorIY,Standard,5.0,0.0
690,UcXF_VpAb2s,Reaction,5.0,0.0
691,nsHE5A-WDvQ,Standard,7.5,9.0
692,gSGzQGcfZoo,Standard,9.0,9.0
693,SfT3r9ktzds,Standard,5.0,0.0
694,Gpf4IK90oEY,Reaction,9.5,9.0
695,DLgeF5SaZTY,Standard,6.5,0.0
696,7NRASNH40LI,Standard,-1.0,0.0
697,wLB2pScxcnY,Standard,5.0,0.0
698,vk7AGx0T5mA,Standard,6.5,7.0
699,Lqcp9rq-0dE,Standard,5.0,0.0
700,Fpc71PoUXfg,Standard,-1.0,10.0
701,L244ewTaSJI,Reaction,5.0,0.0
702,31y5pQeFjks,Standard,1.5,0.0
703,HHOdxvZZy6k,Standard,8.5,7.5
704,6kerv3t4joo,Standard,4.0,0.0
705,3W4DSNXz_LY,Standard,8.5,7.0
706,XqSQdgyfOAw,Standard,-1.0,0.0
707,AyMirtP5HPA,Standard,5.0,0.0
708,eRn2WDVdSJA,Standard,6.5,7.5
709,TGUaRrq_4kw,Standard,-1.0,0.0
710,0Q4d-YAx_1M,Standard,6.5,2.0
711,aFnG1MH4vU8,Standard,5.0,0.0
712,tUUehLtoxlQ,Standard,5.0,0.0
713,Mq3vgiWYPIg,Standard,-1.0,0.0
714,rg2tC7jxN_Y,Standard,-1.0,0.0
715,gjMdiCLamqs,Standard,8.0,8.0
716,PkO4Os9i9As,Standard,5.0,0.0
717,oaenogk5wCk,Standard,8.5,7.5
718,Ejmwph9TdyQ,Standard,-1.0,0.0
719,pRpzZTn6sgA,Standard,5.0,0.0
720,iebqwqUxXOY,Standard,5.0,0.0
721,6CgGVNJMCj0,Standard,5.0,0.0
722,1TIMM3BSF5Y,Standard,-1.0,0.0
723,lnkMjiqhTlE,Standard,-1.0,0.0
724,pkXgmn4QOpg,Standard,8.5,8.0
725,YbZW8M8hXvQ,Standard,-1.0,0.0
726,Kn4FW6Uyl4E,Standard,2.5,7.0
727,IzKtt4ubb_c,Standard,5.0,0.0
728,A0I5GOzo_W8,Reaction,5.0,10.0
729,fcuGmxjl99Q,Standard,6.0,9.0
730,HGUQSDKuLak,Standard,-1.0,0.0
731,iKG1j74220A,Standard,9.0,8.0
732,vFzIP3zK1Jo,Standard,5.0,0.0
733,3tVICPhawew,Standard,5.0,0.0
734,IN7io0DF-R4,Reaction,1.5,6.0
735,w0uODXsKexY,Standard,5.0,0.0
736,ZTQCOUWibdo,Standard,5.0,0.0
737,8-UVGyBHC7w,Standard,7.0,7.5
738,tIqjZRvlLzA,Standard,-1.0,0.0
739,DBN9ko5NaWA,Standard,2.0,7.5
740,zLKyOHfiNbQ,Standard,1.5,0.0
741,bzn58BZCz-Y,Standard,-1.0,0.0
742,99ulTnqjoHg,Standard,-1.0,0.0
743,LN9DchJofaY,Standard,4.0,0.0
744,1JWUJ0uKRjA,Standard,7.5,7.0
745,0JbQIvP_Ozo,Standard,9.0,8.0
746,jBALaqC82uo,Standard,5.0,0.0
747,VC21qzerlHk,Standard,8.0,7.0
748,GMX_oH1bAYQ,Standard,6.0,3.0
749,Yvhnj4NSKeE,Standard,-1.0,0.0
750,YT5vi8xWXxY,Standard,9.0,7.5
751,e8rV808RFcc,Standard,8.0,7.5
752,qr-Bu6Lv7BA,Standard,7.0,6.0
753,AzuwPMuhvrY,Standard,7.0,7.5
754,YfxX4dgnV20,Standard,-1.0,0.0
755,Uh92lj_5pvQ,Standard,5.0,0.0
756,ZCA2QMuT7m8,Standard,-1.0,0.0
757,CkaqXQTgUGY,Standard,3.5,5.0
758,Pvt6rH7NMzc,Standard,-1.0,0.0
759,ToyTbiGVwZ4,Standard,-1.0,0.0
760,fJUuoKi4bgQ,Reaction,-1.0,0.0
761,ZfxK2ldTtlY,Standard,5.0,0.0
762,bZ8zbImS4BI,Standard,8.5,2.0
763,c9JZ6zZ8AUg,Standard,5.0,0.0
764,zGTHOKn3pxs,Reaction,-1.0,4.0
765,ZPXSRWFwgKg,Standard,7.0,9.0
766,R4LIc9GmRjs,Standard,4.0,0.0
767,AR4wf0KRFOI,Reaction,-1.0,0.0
768,KzLyB_XHEPg,Standard,5.0,0.0
769,p1--Gel2ZjU,Standard,8.5,7.5
770,m5W4dd3da70,Standard,3.5,0.0
771,EHQ3E45IC0A,Standard,7.0,7.0
772,b64uKe2ijn8,Reaction,5.0,7.5
773,kTTO53ATCvI,Standard,-1.0,0.0
774,FR7Y2CqcsNM,Reaction,7.5,9.0
775,qh0misb7WEs,Standard,6.5,5.5
776,V8_DpocAEek,Standard,5.0,0.0
777,zloEeQ70c9Y,Standard,4.5,0.0
778,UigUCuGoWk4,Reaction,7.5,7.5
779,OYh21RgMcZU,Standard,9.0,9.0
780,abn0w2UuaeA,Standard,5.0,0.0
781,RSkWcg8kSSE,Standard,-1.0,0.0
782,6ixgtMXzq4s,Standard,6.0,6.0
783,MwN24PaNFBk,Standard,3.5,0.0
784,FY2_IMxRnZo,Standard,-1.0,0.0
785,H9s3Na8C-5o,Standard,7.5,7.0
786,OKpLOdgEM8g,Standard,-1.0,0.0
787,0tS3h7fFIlQ,Standard,6.0,2.0
788,67PrFuINw7s,Standard,-1.0,0.0
789,XVGnSVw39eg,Reaction,8.0,8.0
790,JBNYZdUf2qw,Standard,3.5,0.0
791,dqfhxi_zP68,Reaction,5.0,0.0
792,7a4eV049B0A,Standard,7.5,8.0
793,mzkaWuLvs1M,Standard,-1.0,0.0
794,SXw8Q4D_z9I,Standard,-1.0,0.0
795,xlrRcMtpuls,Standard,-1.0,0.0
796,J4TBMW34Pg4,Standard,-1.0,0.0
797,wPcPf1OloY0,Standard,8.5,8.5
798,RVzTDCQAaR4,Standard,-1.0,0.0
799,tIlsY9k_iLc,Reaction,6.0,6.0
800,NABPzi2i0KE,Standard,-1.0,0.0
801,oo_3bfwr51w,Standard,-1.0,0.0
802,sm1M706g_K8,Standard,7.0,8.0
803,B5QSHfBsxgM,Standard,9.0,9.0
804,RNhK4v4IxTs,Standard,-1.0,0.0
805,DkYsCdcJV0g,Standard,4.0,0.0
806,l0a_y4xYrAQ,Standard,9.0,9.0
807,DmYJ-e3FhzU,Standard,5.0,0.0
808,DAELnlXS4yE,Standard,5.0,0.0
809,d2HSOf1P4qk,Standard,-1.0,0.0
810,U1L_j4Nowuo,Standard,5.0,0.0
811,0atGVV2ju34,Standard,8.5,8.0
812,3bA2m-bn7XM,Reaction,7.0,7.5
813,h0KhNy44gUc,Standard,5.0,0.0
814,lwxGiATa39s,Standard,9.0,8.5
815,gRBQRIEbQiA,Standard,7.0,6.0
816,nz2ipjC9L9E,Standard,8.0,9.0
817,VNlJB4GynJ4,Standard,-1.0,0.0
818,Pf-wa3V_nPE,Reaction,-1.0,0.0
819,8pfXx6Hpdcs,Standard,9.0,9.0
820,09W1qdiBXXE,Standard,7.5,7.0
821,Q7lduMyUQe0,Standard,-1.0,0.0
822,Yce5ku58kNg,Standard,-1.0,0.0
823,FdgKDoLljk8,Standard,3.5,0.0
824,WCu-rX8JWQc,Standard,8.0,8.0
825,nrBqv61OSwo,Standard,7.5,7.5
826,_rH8tBkCq0I,Standard,-1.0,0.0
827,y2cJBWWfHBc,Standard,-1.0,0.0
828,cFk1XrGWFBU,Standard,-1.0,0.0
829,N7Zosrqy7eI,Standard,1.5,2.5
830,KQ3Y4zix-tA,Reaction,8.5,9.0
831,RJIJM8m3jFU,Reaction,-1.0,8.0
832,SGJUTM5XWcE,Standard,8.5,8.5
833,TtA_ESVwlTQ,Standard,5.0,0.0
834,-WDrlD4KUvk,Standard,5.0,0.0
835,PNhO6Bg3z6c,Standard,5.0,0.0
836,6Mi8Gp4DrXw,Standard,6.5,6.0
837,NF9pWcRv368,Standard,7.5,8.5
838,1905t9pCsUY,Standard,5.0,0.0
839,IxW_39yO_Ms,Standard,-1.0,0.0
840,fvefhQLqHb0,Standard,7.5,7.0
841,YM-ztHSH1QU,Standard,-1.0,4.0
842,ootGEi3eY5E,Standard,7.5,8.5
843,8od46s-Z5K4,Reaction,-1.0,8.0
844,chvEYpnlvhs,Standard,8.0,8.5
845,jpXuLkEFmGY,Reaction,7.0,7.0
846,azJ_2FHkUYg,Standard,7.0,7.5
847,i80xDiaztoY,Reaction,7.5,7.5
848,z4DRxghhMl0,Standard,5.0,0.0
849,0EhDLmW402Q,Standard,5.0,0.0
850,Z5mkk9SaWic,Standard,3.5,0.0
851,3Mx3LMRFoJc,Standard,9.0,8.0
852,jZVI0UxVpaw,Standard,5.0,0.0
853,6rFYrL-jWIQ,Standard,-1.0,0.0
854,VbbSJSHky2A,Standard,5.0,0.0
855,mk7qiF0oTyo,Reaction,5.0,0.0
856,x4xOm7Xyqs4,Reaction,8.0,9.0
857,gCefnMBDjY0,Standard,5.0,0.0
858,JFM4rfyMIIY,Standard,-1.0,0.0
859,HCD_EdjoQEQ,Standard,7.5,8.5
860,vHAsrODdlP0,Standard,-1.0,0.0
861,MPilwEaUT88,Standard,-1.0,0.0
862,cjleVp6TjG4,Standard,-1.0,0.0
863,z3Ytf45mUvA,Standard,8.5,7.5
864,uE6CWDBDnec,Standard,-1.0,0.0
865,iHu5aEb8Ykw,Standard,6.5,6.0
866,eW4m76u6CHU,Standard,5.0,0.0
867,XCh_3wNhwic,Standard,6.5,8.0
868,H0KJd2rYCFc,Standard,8.5,8.0
869,DwkP97ifYdE,Standard,3.5,0.0
870,_MTcL1vmicc,Standard,5.0,0.0
871,BICTi2qC0F8,Standard,-1.0,0.0
872,dGBeyLAsxeM,Standard,6.0,0.0
873,PsOvaU5cKu4,Standard,5.0,0.0
874,Cg17rBDsWK8,Standard,-1.0,0.0
875,-V8CBhOZCQk,Standard,5.0,0.0
876,AS-RAWDgmdg,Standard,5.0,0.0
877,vpx4EFngPWs,Standard,2.5,0.0
878,ngCOLA497PU,Standard,3.0,0.0
879,-NeXAt7MgG8,Standard,-1.0,0.0
880,tyFJHDoe43k,Reaction,6.0,0.0
881,Y7a4z9DeTGE,Standard,-1.0,0.0
882,mTMk4g0-loA,Reaction,-1.0,0.0
883,dxL-p-RGTMo,Standard,5.0,0.0
884,h4F3YQu6Vrg,Standard,3.0,2.0
885,urYJE9HwX10,Standard,8.5,7.5
886,nRFmjskjUFo,Standard,5.0,0.0
887,ZC81nIeuEuU,Standard,5.0,0.0
888,QLMZixB0vII,Reaction,-1.0,0.0
889,HmZELk4lExE,Standard,6.0,0.0
890,onXp7ub-EdE,Standard,5.0,0.0
891,vi-v28XHelQ,Standard,5.0,0.0
892,f-aQhRdaWkQ,Standard,8.5,9.0
893,G6NjghiK5QA,Reaction,5.0,0.0
894,imWZDQH1el8,Standard,4.5,0.0
895,zro6fT3Ih88,Standard,-1.0,0.0
896,3MK6lBcss8k,Standard,3.5,0.0
897,TXFM5o_cdDQ,Standard,5.0,0.0
898,tZq4Si6g0aA,Standard,7.0,7.5
899,XSuM3I5pDgY,Standard,5.0,6.0
900,BM8qIp_t4mI,Standard,5.0,0.0
901,cqXBk3WuFIg,Standard,6.5,0.0
902,aH6LdZBYyTc,Standard,5.0,6.0
903,N6DkjfngVHY,Standard,5.0,0.0
904,R2gQ0b7LxII,Standard,5.0,0.0
905,VMu5ujCXLEk,Standard,5.0,0.0
906,BpZZe-sk_zI,Reaction,5.0,0.0
907,luX8uwa7qk0,Standard,7.5,8.0
908,Lrdou_N69Hg,Standard,5.0,0.0
909,YcqJiRerIIQ,Standard,7.0,0.0
910,HKebSJQWdqk,Standard,-1.0,8.0
911,YC4QnFID7vo,Standard,9.0,8.5
912,usdr5hRt50I,Standard,5.0,0.0
913,klmQk-iICe4,Standard,5.0,0.0
914,xHCkgCrtrMo,Standard,-1.0,0.0
915,bpZgfBwV8C8,Standard,-1.0,0.0
916,FAvpvpZIeMo,Standard,5.0,0.0
917,4-bJfuvoOa8,Standard,-1.0,0.0
918,5Rhm72950aE,Standard,-1.0,0.0
919,g-Fa5nsF-yY,Standard,7.0,7.0
920,vj0CFeiXv60,Reaction,7.5,6.5
921,e2ssOO71t2g,Standard,-1.0,0.0
922,mUW77StcLQk,Reaction,8.0,7.5
923,6wLGqakY-fk,Standard,6.0,4.0
924,SJboToEWgGw,Standard,9.0,9.0
925,1C47i-OrZ_Y,Reaction,7.5,6.5
926,SqBLk7j_jhM,Standard,5.0,0.0
927,bla4OtRSN38,Standard,8.5,7.5
928,Zpxj6IiK_7s,Standard,5.0,0.0
929,kcTGG0Jy_G0,Standard,4.0,4.0
930,rZwpx_a5j10,Standard,8.5,9.0
931,pWS8JhuI1PU,Standard,5.0,0.0
932,joKraNbULV4,Standard,2.0,6.0
933,PLV88PBDSNk,Standard,-1.0,0.0
934,r3p07JPQo6E,Reaction,7.0,9.0
935,FsKUOpSbBlM,Standard,9.0,10.0
936,-KLqs5nSITA,Standard,-1.0,0.0
937,G2MGYRUK2dc,Standard,5.0,0.0
938,_Lrylq-w5dA,Standard,5.0,0.0
939,8Vg3lEVBfUI,Standard,8.5,7.5
940,RmO-tgmHBlA,Standard,5.0,0.0
941,vuy5cPZJjIs,Standard,5.0,0.0
942,qwT9U6eFxAQ,Standard,-1.0,8.0
943,dwCTxoASnI4,Standard,-1.0,0.0
944,h6Sms07gdRw,Standard,5.0,0.0
945,cQKUxRW8JzA,Standard,5.0,0.0
946,lkPUJORP7Kc,Standard,-1.0,0.0
947,GeD80lKxonM,Standard,5.0,0.0
948,Y3Ym1n2lr0w,Standard,9.5,9.0
949,RecjKX_NT8s,Standard,6.0,0.0
950,piCBe6nAdbM,Standard,5.0,0.0
951,Nkn9UCcUS0I,Standard,5.0,0.0
952,8EgW5N1DUnk,Standard,7.5,7.0
953,4Vh28sOHALA,Standard,5.0,0.0
954,LEuUdNc8JIo,Standard,7.0,8.0
955,ijUEUoZ5nJw,Standard,7.5,8.0
956,qIqodykqGDs,Standard,5.0,0.0
957,eC2KxRrivZE,Reaction,8.5,8.0
958,F9M5SNyfmTg,Standard,7.5,7.0
959,4qpB8q22Ihs,Standard,8.0,8.0
960,ebo8ZbNTF-U,Standard,8.5,8.5
961,vVSL4ogmhVg,Standard,-1.0,0.0
962,zVva4bBUUk8,Standard,5.0,0.0
963,NwlSndTiGfk,Standard,-1.0,0.0
964,XcgS4gePW1Y,Standard,3.5,0.0
965,JN4_LDpK_X0,Standard,8.0,8.0
966,crRzvfSafmA,Standard,5.0,0.0
967,kT7SqH_DdvI,Standard,5.0,0.0
968,1iiuQaqaL2M,Standard,-1.0,6.0
969,bGojQi3Xe64,Standard,8.5,7.5
970,dO5k9qvRKGw,Standard,5.0,0.0
971,tJ7U7QWQfd8,Standard,7.5,6.0
972,7fWg9K7QU98,Standard,7.5,8.0
973,wNkQ1SMLo9U,Standard,-1.0,0.0
974,ydOsOOoKOO8,Reaction,6.5,2.0
975,TKkr7ImZXPI,Standard,5.0,0.0
976,vvygWcshXRY,Standard,7.5,7.5
977,oXprTsVJ7kY,Standard,5.0,0.0
978,eqE13pzok3I,Standard,6.5,2.0
979,O64GglVm8ms,Standard,8.0,8.0
980,CuD__vrCaIk,Standard,5.0,0.0
981,uSd3KaU69l8,Standard,-1.0,0.0
982,vKe2rVu1Lso,Standard,3.5,0.0
983,z5COau2YwLU,Standard,8.5,7.5
984,TXq5yNcjkcs,Standard,5.0,0.0
985,of1_iafeGB4,Standard,-1.0,0.0
986,2Hhs6daVedI,Standard,-1.0,0.0
987,KH92x-s6Lcg,Standard,5.0,0.0
988,Q8DQg14t_Gk,Standard,5.0,0.0
989,egWNllnYhDE,Reaction,5.0,0.0
990,X1qbvoW8NqA,Reaction,7.5,7.0
991,tjw-B7WnksM,Standard,-1.0,0.0
992,FUXdWfzGq_c,Standard,6.5,7.5
993,yI5ZB9W1-fw,Reaction,8.5,8.0
994,fDBykBaXFkw,Standard,5.0,0.0
995,pvrKVihavrs,Standard,-1.0,0.0
996,Sss_HnJJRSg,Standard,7.5,7.5
997,9uDkgH5Qnuc,Standard,5.0,0.0
998,AR5gVxsfpSU,Reaction,8.5,7.5
999,e0WgXX8aCSQ,Standard,5.0,6.0
1000,7mRipqaLuqI,Standard,2.5,0.0
1001,LIrHuGUpKjE,Standard,7.5,8.0
1002,EDom2Cta9Yg,Reaction,9.5,9.5
1003,nxTkxMpq1oU,Standard,-1.0,0.0
1004,OO6SEYvhgkU,Standard,5.0,0.0
1005,FRSrN1GxzVE,Standard,7.0,6.0
1006,reWlp9Dm9yA,Standard,5.0,0.0
1007,ekjOrDOprng,Reaction,3.0,7.0
1008,GyFH1hT0op8,Standard,4.0,0.0
1009,EqQdBdkkksI,Standard,5.0,0.0
1010,YBx39XsLU4w,Reaction,-1.0,0.0
1011,fqFXD8PrFKU,Standard,5.0,0.0
1012,ses4U2pb2l4,Standard,4.0,0.0
1013,GEv6T3SNbtI,Standard,5.0,0.0
1014,sFQTsan6IFc,Standard,5.0,0.0
1015,XVaC7Mubs0Y,Reaction,-1.0,0.0
1016,ExdJy21ss-Y,Standard,5.0,6.0
1017,bqdhL9Az-4s,Standard,-1.0,0.0
1018,X_TAZdV66TE,Standard,5.0,0.0
1019,gsJXF-xwRbw,Standard,-1.0,0.0
1020,mTFc49sDLeM,Reaction,-1.0,0.0
1021,sBRKF4Qyqzo,Standard,7.0,8.0
1022,sP6PhEdPOxs,Standard,5.0,0.0
1023,VVvO6pl8XUM,Standard,-1.0,0.0
1024,zTmsrpGtfSE,Standard,4.0,0.0
1025,Ti-I58P8atk,Standard,8.0,8.5
1026,cNAqrJyvq38,Standard,-1.0,0.0
1027,2_H3e1RoRPg,Standard,5.0,0.0
1028,BGnAJGXFydY,Standard,7.0,0.0
1029,cBhiodAYsxo,Standard,7.5,8.5
1030,PqN89DnI-4c,Standard,3.0,0.0
1031,DFQ31MeRcEM,Standard,5.0,0.0
1032,ZL-BMFEogLs,Standard,9.0,9.0
1033,-isUHk3cu18,Reaction,5.0,0.0
1034,7wgpcU2hyBg,Standard,-1.0,0.0
1035,r-yx-C5JfUg,Standard,5.0,0.0
1036,WAfIJ7e470Q,Standard,6.5,0.0
1037,ouajsqYMfk8,Standard,5.0,0.0
1038,vnHpx_F_7b8,Standard,-1.0,0.0
1039,yPhOdhCQVHU,Standard,5.0,0.0
1040,zgQbsddrx3Q,Reaction,8.0,8.0
1041,bxnu5Z42ydI,Standard,-1.0,0.0
1042,lZfmuwxlbBw,Standard,5.0,0.0
1043,B71c5T3JWyk,Standard,-1.0,0.0
1044,To_RuoZsTVc,Standard,-1.0,0.0
1045,yj8BXhayQuQ,Standard,5.0,0.0
1046,6eA4xSaYSos,Standard,-1.0,0.0
1047,Xn0ZUhRL-NM,Standard,7.5,8.0
1048,5ANVDF8v6T8,Standard,7.0,0.0
1049,hdsVlTAGDD8,Standard,5.0,0.0
1050,37lm_uLfnWQ,Standard,9.0,8.0
1051,MsuKQwaBv9w,Standard,-1.0,0.0
1052,caPcqfuwKa8,Standard,-1.0,0.0
1053,aK5Pbp4QO3I,Standard,-1.0,0.0
1054,o6WuRvmYL4g,Standard,5.0,0.0
1055,xlGTTlbgTGA,Standard,5.0,0.0
1056,utbc9yHfPCk,Standard,8.5,7.5
1057,tJHvPLIWFb4,Standard,5.0,0.0
1058,lF9jPfrHV9Q,Standard,5.0,0.0
1059,X9EWD2TQMxQ,Reaction,8.5,7.5
1060,YJlevNuGxTE,Standard,-1.0,0.0
1061,CyQmD3VVV5Q,Reaction,-1.0,8.0
1062,ugOyfdoQk1Q,Reaction,7.5,8.5
1063,L0HBiUjD8Ok,Standard,4.0,0.0
1064,VUZ1ifUPh0M,Standard,6.0,0.0
1065,zODR-EC3V2s,Standard,-1.0,0.0
1066,hKGNM-yB3E4,Reaction,3.5,2.0
1067,vkYAPsSy9NA,Standard,-1.0,0.0
