video_id,video_type,populism_score
rH4v6w7PIhY,Standard,0.0
oboWibSPbSY,Standard,0.0
3BEllPAuOGo,Standard,0.0
yOC5E7D34Zw,Standard,0.0
znaehruqKcM,Standard,-1.0
aX6r33yy0sc,Standard,-1.0
wIsjc8yxweQ,Standard,0.0
zCTwW1mUIqg,Standard,0.0
yESKiq-B6i8,Standard,0.0
YfMG-_OrSVE,Standard,0.0
EBbVbz6Dmrw,Standard,4.0
BQQRtN7I49M,Standard,-1.0
FEveZ7CGEt0,Standard,0.0
M82VbE6hvwA,Standard,8.0
bLEBokMJhmc,Standard,0.0
pIxx6FoFEC4,Standard,0.0
UYwygtMAr3M,Standard,0.0
ZxEB2ET3boQ,Standard,0.0
-ert3xNZ4Y0,Standard,8.0
2311RCP-eoQ,Standard,2.0
-IdHSUVkLqc,Standard,0.0
r4_quH0G8gc,Standard,0.0
QPRIn_jcc0s,Standard,0.0
T9U6tuXcHL4,Standard,0.0
Axz7WuQUrPE,Standard,0.0
WKP47MqT1B8,Standard,0.0
0bBZtITq1kw,Standard,0.0
hW6t4OCMZXg,Standard,0.0
lrPqQn2rpiU,Standard,0.0
6j5Jp3nrk-A,Standard,0.0
l-cUybSZN1o,Standard,4.0
JEoS1u8Yt0U,Standard,0.0
gBx0__GiaWc,Standard,0.0
pSNTTMGtn_s,Standard,4.0
kS1pf9B19P8,Standard,0.0
zuu_L1fwNtE,Standard,-1.0
U7y3gIRcoTw,Standard,0.0
F-us3vMYlik,Standard,0.0
A2V5GwgnI94,Standard,0.0
lLHmPPD1ZEs,Standard,0.0
CT4jIo-ho54,Standard,0.0
NA6so6sfSCA,Standard,0.0
WVi9iZMBEU8,Standard,4.0
AKm5cNz1bWY,Standard,0.0
D6EnN-LDEl0,Standard,6.0
8tcttZXFGGo,Standard,0.0
BYVszVNg08U,Standard,4.0
U4Mn80nZB04,Reaction,6.0
0bx7D4pvsMU,Standard,0.0
v_y6sG1ILgc,Standard,0.0
HDEJXD5pJ_U,Standard,0.0
NymJ1Pr_SV8,Standard,6.0
tNY-fpOqFQA,Standard,6.0
HjAlsENa1LI,Standard,6.0
fjvWoGQssi0,Standard,-1.0
OF6kEUb0Fts,Standard,0.0
IS4Jq0sBN1Y,Standard,0.0
LmdJ_NX3Fb0,Standard,0.0
_mPXqP43Odk,Standard,6.0
9e4rTBYsf-o,Standard,0.0
rJiTUX9ElWY,Standard,0.0
DVQqCgXKTZw,Standard,0.0
_Xq9_yCitNQ,Standard,-1.0
M00-x_oNWEE,Standard,-1.0
fKXsYtnBo6w,Standard,-1.0
71rjd2fT3do,Standard,0.0
4t6sfT2T3A4,Standard,6.0
jh794z3fvHY,Standard,8.0
i8xtsOlrhbQ,Standard,0.0
jsMkRIRerzE,Standard,0.0
JHd-1Dxc-Yg,Standard,0.0
UAM782nXsq8,Standard,0.0
FMNqegzX9iQ,Standard,0.0
jV2oLLwlhGQ,Standard,0.0
ovdG4TSk_0M,Standard,4.0
6Au-rFIy4AU,Standard,8.0
HS9mvARpG38,Standard,0.0
zcj0zVz21oA,Standard,0.0
aqFQo7kScqo,Standard,-1.0
kyIzjENm8e8,Standard,0.0
Y7MWTd3xcWo,Standard,-1.0
KM9WRVVGyWc,Standard,0.0
I498_AmdNfk,Standard,0.0
yK0KHPG8SvM,Standard,6.0
Y6D11nmcGRY,Standard,2.0
k2E-QQIKUXY,Standard,0.0
LTaYcZLX4PA,Standard,0.0
DWNUSRVA1NY,Standard,0.0
P9VgxKFOCpk,Standard,0.0
Fy9jZEVDHAs,Standard,0.0
hKT6aWwer9s,Standard,0.0
JhHUkw81OP0,Standard,4.0
cUxN3z9SkGs,Standard,0.0
iDxaRxJVbUw,Standard,0.0
Yvj3hcUXJAY,Standard,6.0
-OBP97ROtzg,Standard,0.0
P7VSP2pnueo,Standard,4.0
o_HUvNY5wJo,Standard,0.0
tP4IOOHLP9g,Standard,0.0
Z-_3QB0J7Q4,Standard,0.0
4TMNk3TRLlQ,Standard,8.0
7_MkpOOdc80,Standard,-1.0
AKC7BWKLwuI,Standard,0.0
-Bhq6_4-N24,Standard,0.0
kmFibtQ4HO8,Standard,4.0
j2UUQy1Su00,Standard,-1.0
pNGuRMsPC_Q,Standard,0.0
1lEm1WUJi78,Standard,0.0
DdJPZnoe1N4,Standard,-1.0
7XHxeG2C8EA,Standard,0.0
88KvnRBFFpo,Standard,0.0
TogolxU39ow,Standard,-1.0
avL3sFKgoMI,Standard,0.0
SjAdDlU9FuE,Standard,0.0
pRbYqe9vYdM,Standard,-1.0
Ctz_FmqKWiA,Standard,0.0
7iu6fZpPogM,Standard,0.0
Z3CX8oZWCuc,Standard,0.0
qnsCfyZrlAA,Standard,0.0
q8_4fqsVvig,Standard,4.0
23xzrQqmPzI,Standard,-1.0
8C83uN0FdNE,Standard,0.0
B0J6NkVrTK4,Standard,0.0
Mchtkt24YEk,Standard,6.0
LXb-4f80FjE,Standard,0.0
0ZZf8p4cmtI,Standard,0.0
Vl3Bsd6qf88,Standard,-1.0
M4QHjN-Sjsk,Standard,8.0
ZOIWme6ot_E,Standard,0.0
wNaLfcPfnlw,Reaction,4.0
Y7WPX4_QKKw,Standard,0.0
5eokMsGpWfc,Standard,0.0
A8Lx89ioAkg,Standard,0.0
RkWEbQ8RmRE,Standard,0.0
PN4oj_Jvg0o,Standard,4.0
bitzOXx_sfA,Standard,0.0
4m-lbJB1sOQ,Standard,0.0
2-9HE1TzdnQ,Standard,0.0
p87lSRa7yZE,Standard,0.0
s3mQSl4FDdI,Standard,0.0
dTkNy7-qHug,Standard,0.0
Fc_vwR7yLiQ,Standard,0.0
yiw1rIZxVkQ,Standard,0.0
ocwnWkAfxZw,Standard,6.0
v3wSldTHrmk,Standard,6.0
UD2JtG9Q9P0,Standard,0.0
IBFBJ65CKMA,Standard,0.0
EvbTnz2OoEc,Standard,6.0
4dla6lkHGYk,Standard,0.0
LPj7_CCMjnc,Standard,0.0
6_SsAON-M8s,Standard,0.0
rQqiRyuPOO8,Standard,0.0
m90cf1laB6Y,Standard,-1.0
TWisvUNxElU,Standard,0.0
VljNWn_lns4,Standard,0.0
Z2cPLgU19YA,Standard,0.0
PHRrM1jZu60,Standard,0.0
7Q3-0mMtOjk,Standard,6.0
TSfJ0t7GcVE,Standard,0.0
T3ycONvTZUU,Standard,4.0
9oRrO2ORP8g,Standard,0.0
kxnR1e0uqfo,Standard,0.0
qEKyScx32j8,Standard,0.0
1xyYGwwHjo4,Standard,0.0
y--bSppEdVU,Standard,0.0
mMSGZqWMq04,Standard,4.0
_7iG9UhWiQs,Standard,0.0
ODizoDX3FaA,Standard,0.0
YoFVV-XE3P8,Standard,0.0
y_FZCg4tFH0,Standard,0.0
3hXeRVX6EkE,Standard,0.0
nZ_aabdWGz4,Standard,0.0
wUYiYACh0AE,Standard,0.0
25uEW3KXfJs,Standard,0.0
yHwBQDACkec,Standard,0.0
cQrhcUfbPX8,Standard,0.0
gP60bOf7xO4,Standard,0.0
lhD_S1WgFBk,Standard,0.0
gT50MJ_KMiw,Standard,-1.0
_kdQWxDUbpM,Standard,0.0
iw4_9fNWf4k,Standard,0.0
dUN5rP-EVgE,Standard,-1.0
3FPlKpX_Occ,Standard,6.0
OJSp1CKFjrE,Standard,0.0
cxY8NxGM_hg,Standard,0.0
8B39jGS3Y0I,Standard,0.0
QzJuJm9vzMs,Standard,-1.0
B0DGXpxB2pw,Standard,0.0
95p2bJIE1F4,Standard,0.0
nrLts6IjoA0,Standard,0.0
_7lWcWYTTTE,Standard,0.0
mWpDSufzpsQ,Standard,0.0
csFdeJ1Wyqw,Standard,0.0
_nWGwVF3-No,Standard,0.0
qphcPzfI_8o,Standard,-1.0
62Es3mwUxn0,Standard,0.0
mngG3CVWP5Q,Standard,4.0
6he1_zp2SpU,Standard,0.0
csIPtJxNQKA,Standard,6.0
l3xlVlo4t4U,Standard,0.0
yAYlc41veyc,Standard,8.0
Ku7hW4B43vE,Standard,6.0
5UaQWvUtaf0,Standard,-1.0
sxmI8z-1RjI,Standard,0.0
VxV9Ly5cXZI,Standard,0.0
rqduaaZ5BEk,Standard,0.0
tM9y9x0GnoU,Standard,0.0
YS6u1oVp3H0,Standard,0.0
uikJRRMFtHM,Standard,0.0
yU3F24ZBD0c,Standard,-1.0
i3RWDDyhf6Q,Standard,0.0
dCWQ7MuXVpE,Standard,-1.0
StFWKC2qKRQ,Standard,0.0
cdmaFCv9V08,Standard,0.0
5qKnLGTXv-o,Standard,0.0
h9armzraf5w,Standard,0.0
mAu6OLFrwjw,Standard,0.0
5iucBGW7x0k,Standard,0.0
Xt2JBG3VqKA,Standard,0.0
cNSuMM8579M,Standard,4.0
8ldONet3PNU,Standard,0.0
Jpn4U2nhUHU,Standard,0.0
kk1baZpIJSc,Standard,0.0
sy0dnpeB-z4,Standard,0.0
HIDiv2YU-SQ,Standard,0.0
up805JVd5T8,Standard,4.0
CGm69S36ioQ,Standard,6.0
CBiNyw1d2Pg,Standard,0.0
2sSP3lyJd_c,Standard,-1.0
OPSGtNPUqWc,Standard,0.0
hUlsdxJO1a0,Standard,0.0
tewou50HN_g,Standard,0.0
2ZPjW2qXG3o,Standard,0.0
g_FTNf0C7FI,Standard,0.0
TB6XzoGiTO0,Standard,0.0
NHu27eunDYQ,Standard,4.0
EnEGvrlhuh0,Standard,0.0
hF79VEc_4rY,Standard,-1.0
eaq5tHyiFSk,Standard,0.0
fsz8Aa2LIX4,Reaction,2.0
nf8WaprDkO0,Standard,2.0
KCnbtEL52I8,Standard,6.0
dN2IE4ylMow,Standard,0.0
D2b7n-8GZ2c,Standard,0.0
HQa90pAneao,Standard,0.0
glvLl56cwSc,Standard,0.0
AqEFwtTXqIg,Standard,0.0
0hZweZjCP10,Standard,0.0
xBmk-L7iGn0,Standard,4.0
F4n9ArRVaoA,Standard,0.0
mFgK7E-b2Xs,Standard,0.0
O_cYZYQdUIw,Standard,0.0
tqAqBGx6-8Y,Standard,4.0
QZfwhZwMCnM,Standard,0.0
l5RirFvYuyY,Standard,0.0
huvRo8OnPqs,Standard,6.0
EMBHPRbsUh4,Standard,-1.0
EGoVJh-04xs,Standard,0.0
mcs4qn74tBM,Standard,0.0
3JhotgIuueY,Standard,0.0
Wybio7jR6bU,Standard,0.0
c1845JTbXAM,Standard,0.0
QPQa_hI3C_4,Standard,0.0
i1bvkQ_9lQQ,Standard,0.0
JEgTFfb1u38,Standard,8.0
Hx0D6slCI04,Standard,0.0
f8U7stwIT9k,Standard,-1.0
HiehCiR23Do,Standard,4.0
b-MNgfpr9fs,Standard,0.0
WaSiDbAmCbI,Standard,-1.0
2uq6_JTDrgM,Reaction,8.0
ZnuqGOjl7mU,Standard,0.0
GkBJeFphgkk,Standard,0.0
qGBfRmKMITQ,Standard,0.0
72LypzKYvqk,Standard,0.0
24boMdLs2y8,Standard,0.0
4PxJnmJ75c8,Standard,2.0
zgXR3mDMdz0,Standard,0.0
MHLPBxOx94M,Standard,0.0
pTjbbd7b17s,Standard,-1.0
YFq0LZeeJQU,Standard,0.0
C8z6wOvrj7Y,Standard,0.0
5bz1GEt5FBs,Standard,-1.0
j5hSX2U35dk,Standard,-1.0
MtT5m6GDMRc,Standard,6.0
_5gCp3Rftvg,Standard,6.0
w2kqvbNqJa0,Standard,0.0
KOtdLvmSm28,Standard,0.0
De5CEOMY2ho,Standard,0.0
rmj2CsSdPHw,Standard,4.0
1f91BgLZ2nk,Standard,0.0
b1-ROarbKPA,Standard,6.0
l7xgaWRNCsA,Standard,6.0
QEPs5drAkAY,Standard,0.0
ZVUWXAbwu5E,Standard,0.0
ivpsYPZr-ww,Standard,0.0
PaR64w4Iv5M,Standard,0.0
-ZGdewU29iU,Standard,4.0
1P3DXLPtuN0,Standard,0.0
KPIhGgyQeAI,Standard,6.0
kPHe70NDEVM,Standard,0.0
xl7rsJbz4kk,Standard,2.0
6sx28tuljv0,Standard,0.0
tDZ-4xpHSUY,Standard,0.0
mfI477RueLc,Standard,0.0
bT4MIZCVyTI,Standard,0.0
q7wp8RgdR2s,Standard,-1.0
ep9PeqsRolk,Standard,0.0
meQgyD5I37Q,Standard,0.0
Gv_MXRh61cE,Standard,0.0
WaJgJfSwilo,Standard,6.0
xfUiefgxyfU,Standard,0.0
kd3Z3OFrBGY,Standard,0.0
YukBrmhdmOc,Standard,6.0
itkSnCBYwHM,Standard,0.0
S3663M_E5_o,Standard,-1.0
VSHiO0kD9rk,Standard,0.0
urGWi5fT0yc,Standard,0.0
SNFCknIe8Vg,Standard,6.0
pgxs60zwGhM,Standard,2.0
jELHnIvRD_s,Standard,6.0
6jG0n-IubYM,Standard,0.0
kHgSBaCz9x4,Standard,0.0
TIc3vinkurY,Standard,0.0
MvN80MTvyn0,Standard,-1.0
_lsl97UrxpE,Standard,0.0
3ZkWWh38790,Standard,-1.0
60hnHWL5iF0,Standard,0.0
fwz8ynRZbQA,Standard,0.0
_pBEn_A8F5M,Standard,0.0
hYynEQUnlLQ,Standard,4.0
qrvrcdAfEgc,Standard,0.0
fSrjyloC8nM,Standard,0.0
wDZokq2Fxlg,Standard,0.0
ihFhN0IIKuQ,Standard,0.0
rfkVbV7vcnI,Standard,0.0
qpwPiVKDjrI,Standard,0.0
dbtdhtbM5Bc,Standard,0.0
0pCv-9AvNX0,Standard,0.0
iOZ5KcaPlHc,Standard,0.0
pI2Q7TZ29bo,Standard,-1.0
-QnHJbHcN9g,Standard,8.0
Qmuh1wvJLFQ,Standard,0.0
ji7O0oCrJ3U,Standard,6.0
2eKm-moVoYE,Standard,6.0
Uk8O1uNyCEU,Standard,-1.0
J51jM4O9jbI,Standard,4.0
Kn9qCBDDsfg,Standard,6.0
OD2VTuh3jrg,Standard,-1.0
pveGcuITVYo,Standard,0.0
VwT8QEa2REk,Standard,0.0
GTQ7QSzT1D8,Standard,0.0
txTBks0oe68,Reaction,4.0
gQE6OOMfzG4,Standard,0.0
NZsOZvpo87k,Standard,0.0
JL_Y3FtieCU,Standard,0.0
Sil70KljpkA,Standard,8.0
T8dCl54fWig,Standard,0.0
yb2yihFpjKM,Standard,0.0
qjQea-HENYE,Standard,4.0
lbzItV2hF20,Standard,0.0
46K5OA3Ix6A,Standard,0.0
lOVnFUcKiks,Standard,4.0
0WuEk8bmdK4,Standard,0.0
ouPX5ApAjgY,Standard,0.0
MCB6zpZV2ec,Standard,0.0
NRmNGuCSQtY,Standard,4.0
kpTRV9YVswk,Standard,4.0
37gTwKMWGKI,Standard,-1.0
tYEMS9NnaPk,Standard,4.0
PYTbR-237dA,Standard,0.0
a7p6ko6Okro,Standard,0.0
twmGZf4SAOk,Standard,6.0
grFFGaF9VMU,Standard,0.0
f4R1grUpsUU,Standard,8.0
Uo38TCtiRpo,Standard,2.0
x4vRzozU7U8,Standard,0.0
eaKf8EfujYA,Standard,0.0
yT6NPS8Jkzs,Standard,-1.0
gqKh7bBlyPA,Standard,0.0
3EX5L4SBwjE,Standard,0.0
zaFsEt4OEMI,Standard,0.0
javOZHHMsCE,Standard,-1.0
adAGIzpZYGw,Standard,0.0
bSrWFUUh0Fo,Standard,0.0
v6vPsM4JdPY,Standard,0.0
ikwQ12ua6qg,Standard,8.0
OgL3ueYRNjA,Standard,0.0
W5sNmgPeEDQ,Standard,-1.0
C1qA75JRCog,Standard,0.0
oquVP3npU6o,Standard,4.0
siYpOaDYu9M,Standard,-1.0
J6lVbS9aju4,Standard,0.0
icOlDU_Q2yg,Standard,0.0
8GAPE1MGJ3c,Standard,0.0
t6fNX3xrlR0,Standard,0.0
vxwAeZgE7F0,Standard,0.0
TkyLbZ2Aoj8,Standard,-1.0
oZg52PCu4GQ,Standard,-1.0
ntWQtgok2BI,Standard,-1.0
qhqNOuDy1C4,Standard,0.0
yi2xs0T6evw,Standard,0.0
U-rwpHWkzyg,Standard,0.0
8PO3EoD8d-g,Standard,8.0
Ld2zjXBat6E,Standard,0.0
pdmy0p4oDjg,Standard,0.0
A4C9T5O2bdI,Standard,6.0
4NBn9SvgznU,Standard,0.0
ov7SCCGvHsA,Standard,-1.0
JQ-b7G4YQ8o,Standard,0.0
pzbjfk7TRqc,Reaction,4.0
H9xBj_ds8Nw,Standard,8.0
cta6190U8ug,Standard,0.0
5KNQH-6Drl8,Standard,0.0
MYRkRS9-K7c,Standard,0.0
MPIhe0v5bz0,Standard,4.0
bC5rncTMK4g,Standard,0.0
LTOi4pOuAcw,Standard,0.0
WWdQbzlanYU,Standard,0.0
67pLV0NAK5k,Standard,0.0
Vk7sEIDQcdc,Standard,0.0
LcZnjyXNKcI,Standard,0.0
WEVUHMuNHSU,Standard,0.0
jq6wuYYasJU,Reaction,8.0
YH-MXHiEwQM,Standard,8.0
rtv223vP3KY,Standard,0.0
v95omYzzKIo,Standard,-1.0
Q14j8UT-2HY,Standard,0.0
RaAjMaK-iUM,Standard,6.0
AJUbaQWn8t4,Standard,4.0
MuqStdCXgXQ,Standard,0.0
pN1T05VqAV0,Standard,0.0
yJ9BYjaJ8Tw,Standard,0.0
fCphtea5Oso,Standard,4.0
EPOWCVJ5Ss8,Standard,0.0
YvRRPffMJhA,Standard,0.0
a1bEBA02Pi8,Standard,-1.0
-Y89n7v3vKw,Standard,6.0
JI45Q9XbMGk,Standard,0.0
hWSU1xWrtkw,Standard,8.0
W4HulaOP2II,Standard,0.0
O7ywqRqekDY,Standard,0.0
ExX_5cmtPU8,Standard,0.0
CKdhS--f-jA,Standard,-1.0
gsEDxC8fvW8,Standard,6.0
UMmF34OMiSE,Standard,0.0
dctH858b0cU,Standard,0.0
HyCfgLF-t7s,Standard,0.0
GxnLwUVYl8Q,Standard,0.0
dQO_CJQPTiY,Standard,0.0
s4joccaKY0o,Standard,0.0
OJ8zZQyNBtM,Standard,0.0
lbf2-tsedws,Standard,0.0
0YP-w8Vhbsk,Standard,6.0
_8sn5LDEf3U,Standard,0.0
MqRYRwQQf7o,Standard,0.0
Ygnpw54E2pw,Standard,0.0
ml18OKxTk6I,Standard,0.0
Frn3bNusym4,Standard,0.0
8IJQVjPFPec,Standard,0.0
ocwck2BnOkk,Standard,0.0
MHirL9YoF88,Standard,0.0
i_i03qyDVEI,Standard,0.0
YxtL6piU6WI,Standard,0.0
dz9VXUpNSWA,Standard,-1.0
OhJ6egKonow,Standard,0.0
3Mvq-0daY7E,Standard,0.0
YZiWtaMa2oM,Standard,0.0
CZ5-Hv4PLdk,Standard,0.0
3r6oDa7OUkg,Standard,0.0
ooN9CdzDfGo,Standard,-1.0
48JpapINHNQ,Standard,6.0
qHSfW2A_lVI,Standard,0.0
UH6D6i6lTys,Standard,0.0
GbDN3Pj73iI,Standard,0.0
emKC1yYyzM0,Standard,6.0
LYbmcOpkuYY,Standard,0.0
EemLmtlo098,Standard,0.0
pxnYvB9eRB0,Standard,-1.0
ugc868cqmhI,Standard,0.0
7usjvPic7rE,Standard,0.0
2nNTCwB2sZk,Standard,0.0
3J1vwHzl1Js,Standard,0.0
KckoZmDEoqc,Standard,2.0
24d-TRNt7do,Standard,0.0
PdDKlzV5A1Q,Standard,-1.0
2KOYHCh3aPE,Standard,-1.0
LVG8wZ3y5Pk,Standard,0.0
iuUlu1I8Alg,Standard,0.0
7bPIXE_9rzs,Standard,0.0
RkDPYyJFmF8,Standard,0.0
oWtInc_GWCs,Standard,0.0
RS4KZ8aqhXQ,Standard,0.0
O_62WHSIArI,Standard,-1.0
UpF4zpHbEvQ,Standard,0.0
QvAFnqCTwUM,Standard,6.0
Y7Qt92CI2HY,Standard,0.0
iXZwKVoINik,Standard,0.0
ImKnJcUFpUo,Standard,0.0
hIu0hTlpvU4,Standard,-1.0
0LvBZ7OAUVQ,Standard,0.0
VoA870oyvtc,Standard,-1.0
1x4ktYgaX80,Standard,0.0
kmHnWkDcvKA,Standard,0.0
lTgwvUCJBME,Standard,-1.0
XAiACdtOQBA,Standard,0.0
kKY5rJAMUBU,Standard,-1.0
d8-oBkNnAD4,Standard,0.0
Ky5J7wI2Fmk,Standard,0.0
lnluJy1u_o4,Standard,0.0
bUAft0XKJ8Q,Standard,0.0
xeVTko5MglI,Standard,0.0
_m3C7mPdAvQ,Standard,0.0
BkpcmjqIOKo,Standard,0.0
Mj6BiroSoXo,Standard,0.0
nymbxa9OyLw,Standard,-1.0
HREb5totpjI,Standard,0.0
2l7ahYUeeCI,Standard,-1.0
KIGARIv_poA,Standard,0.0
lH9jgJGCVAA,Standard,0.0
5aBW1s88dyU,Standard,0.0
1cSDgui3AkA,Standard,6.0
INd7ObqMfGk,Standard,0.0
fQo-QHWGYJo,Standard,-1.0
rTxlc_Te6xI,Standard,0.0
kTqoO2M1D3w,Standard,0.0
S0hKz3lnWtE,Standard,0.0
QfIKjQCfZIo,Standard,0.0
Bx5uMcSznj4,Standard,0.0
eBnN1H8cZUs,Standard,0.0
zg18TwXz0aI,Standard,0.0
OnhIj9FqSLM,Standard,0.0
5JToozUt_5Q,Standard,-1.0
LcDNbzsEI90,Standard,2.0
5SDqQYDmnhs,Standard,4.0
aOwI9QFi3e0,Standard,0.0
9lFdV9d3BMw,Standard,6.0
HMO5oZceM-M,Standard,0.0
y0v6RKng0vA,Standard,0.0
FcGCS3EpEPs,Standard,0.0
Cz7_YH9n5yU,Standard,0.0
vYEBQEoxs-A,Standard,0.0
MLgfS5SdtIM,Standard,0.0
DVlz1oC_6uY,Standard,0.0
B8QZmXIKNyE,Standard,8.0
d6VT8MS6ygM,Standard,0.0
pDwtMsEEyso,Standard,0.0
A5NP6SaKDpQ,Standard,0.0
18RYYvGp_hU,Standard,-1.0
HQ1tWmO6uGw,Standard,0.0
x-K3vEWHmbI,Standard,8.0
ybkMvLw6rbI,Standard,0.0
eYUEvrBKih4,Standard,0.0
23AleEEQZEw,Standard,-1.0
N8N-mV7_uWk,Standard,2.0
_eJJ0h_Ap_M,Standard,0.0
R9KQMXLqByA,Standard,0.0
uevHqBm8yws,Standard,4.0
OMYgDRBh3ZY,Standard,8.0
gRf3Btm8sEc,Standard,0.0
ldhMJeFWHHc,Standard,6.0
SjTlh9C7WMo,Standard,6.0
UT9Pw45QUFM,Standard,0.0
18_3i8zbkVo,Standard,0.0
FJLG5rN-25U,Standard,4.0
FQLE4oxMGaQ,Standard,4.0
7OfitZxTWGk,Standard,0.0
-4Koh87Fm0w,Standard,6.0
ufdQgbU8hSs,Standard,4.0
qFbCxFVI9E8,Standard,0.0
t-ULXypOZWE,Standard,0.0
sqK1fEARluo,Standard,0.0
EnbvjJJ1GmM,Standard,0.0
IFZ14n9_vY0,Standard,-1.0
Bc-4nmwt1GY,Standard,0.0
6xSDyXxcAyo,Standard,0.0
tP3bixzYcYc,Standard,0.0
xxE6yDYtCOo,Standard,0.0
TR6PeNOGg-U,Standard,0.0
TOVXsC64YCg,Standard,0.0
yDejoyz5fdw,Standard,0.0
6Gpfe9fGiqc,Standard,6.0
z6p3BO_JxDY,Standard,0.0
rOchLMLQ_V0,Standard,8.0
0NKfP645UHY,Standard,0.0
U5VF6Kr8oVo,Standard,-1.0
eoV9CGeq6HM,Standard,-1.0
RgtHxbAru9g,Standard,0.0
On--2auMqMQ,Standard,0.0
XvzxnwPjsDg,Standard,4.0
fTJUfTCG6Oc,Standard,0.0
Q34LtIvcL-c,Standard,0.0
_G_E8rBWUvI,Standard,0.0
g3tV2d5fRRY,Standard,0.0
BbqcJetsGrc,Standard,0.0
tqtMcPS9uz4,Standard,0.0
Tccjm7e5juo,Standard,0.0
p0ycgnRkGOM,Standard,0.0
LjDLC5tKHts,Standard,0.0
pZNDKz489QI,Standard,0.0
5-9hWgGtbM8,Standard,0.0
kVoIyrRr4fw,Standard,0.0
gSTqV3ZprN8,Standard,0.0
-M26cV0syog,Standard,0.0
s3iXr0U0b2I,Standard,-1.0
WlrE7MxVTrY,Standard,0.0
-d4Std8RdhU,Standard,0.0
7uXrwfVXMeI,Standard,-1.0
SB_P-qhCC7c,Standard,0.0
q4SIbfHX9hQ,Standard,0.0
Vsdpao689Wc,Reaction,8.0
eZklbgBNzTI,Standard,0.0
FK9t1bSwRMU,Standard,0.0
_yZBRFpkjRE,Standard,4.0
sELRCYrtMQE,Standard,4.0
FyKf2vfYPJA,Standard,0.0
wIkkrlLqmF8,Standard,2.0
olfQNZ2zDLw,Standard,0.0
GerykM0db70,Standard,0.0
PWCsF5WP-UQ,Standard,4.0
BZXCndvBKHk,Standard,0.0
COG-qupeYSA,Standard,-1.0
xDDsKKQtWPY,Standard,-1.0
VqyhYLamuuI,Standard,4.0
iD_rOxpbUeE,Standard,0.0
HHLOmrW64wE,Standard,0.0
1akgZlRlwBE,Standard,6.0
E5QmkMOTkSE,Standard,0.0
TuuPiJh1T10,Standard,0.0
WHPNOaLbYXw,Standard,0.0
Y6kql_Q7h4g,Standard,2.0
dOufapH3vd8,Standard,0.0
vPZQJTmXQFY,Standard,0.0
KFtEWl4s-sk,Standard,0.0
oXNYDHaxUAg,Standard,2.0
qEcIj3gT8Bk,Standard,0.0
3EqJUreJBAw,Reaction,6.0
JcTEGO5Q95s,Standard,4.0
j9QGotISZIE,Standard,-1.0
hcO4HrEXs6Y,Standard,0.0
8Jau8Jl3Jkk,Standard,0.0
6LnzTCMH_Ag,Standard,0.0
Fo5jxyB3uFQ,Standard,0.0
pERDeVNRrCg,Standard,-1.0
EL_wMVZTNmE,Standard,0.0
cXv8-N3RZoQ,Standard,-1.0
jacSj_WIvhw,Standard,0.0
sK6cLUqR0IE,Standard,0.0
2u9PMmE9TuM,Standard,6.0
fLF7UqrKqi0,Standard,0.0
J_IPcnDEJao,Standard,0.0
In11MfG0rSM,Standard,0.0
byALZasX2Fg,Standard,0.0
PX0LznxK7IY,Standard,0.0
7lFxXZl9SPM,Standard,-1.0
3v6jUSdD-3Y,Standard,-1.0
eZePgpPWPFE,Standard,0.0
ylQGMOQTlgU,Standard,0.0
oE6thn7Yk_0,Standard,0.0
LNs5uC8tQbc,Standard,0.0
Y7jksFxViLs,Standard,4.0
UNvncQ1-rk0,Standard,0.0
5Fryh0Omk1c,Standard,0.0
BzEsFgUfX3w,Standard,0.0
TbXcHsG5sZA,Standard,0.0
u_zpEe3sS7E,Standard,-1.0
C8zyuQkB3T0,Standard,0.0
ExlP7vl2W4I,Standard,0.0
7dfCQN6T7fU,Standard,0.0
7NJzxwgdzR0,Standard,0.0
al7ZDwRY86I,Standard,0.0
r18tmMQcST4,Standard,6.0
j9RhZ2pv0EQ,Standard,6.0
313c1sS5-ZY,Standard,0.0
MB7eA6yrfyQ,Reaction,0.0
q08YAcWCFHI,Standard,0.0
fPW8DEt-rnw,Standard,0.0
ed6X2J4HM5c,Standard,-1.0
m7lmSEvZCao,Standard,0.0
MPQ5ltaWuGA,Standard,0.0
PFeliFuQtEE,Standard,0.0
XHXZagTkdnE,Standard,0.0
6XcXfusxndE,Standard,0.0
Akwo1oozniY,Standard,0.0
PgibJfMJXdQ,Standard,0.0
J54d2i0pVjo,Standard,0.0
xkkOFrjPRYc,Standard,4.0
hyp07Pvw4iw,Standard,0.0
pTwwnP3WhXQ,Standard,-1.0
IW-KnblSfw0,Standard,0.0
LiqyyJgw8G0,Standard,4.0
Tvh-IWZOwEM,Standard,0.0
2JpZOJH40n0,Standard,0.0
ml-WDbZrjUs,Standard,0.0
UQV7VjGyuSQ,Standard,-1.0
A_OQPP8AM3Y,Standard,0.0
_EJaGQ5jt5c,Standard,0.0
1qA2XTlbwEc,Standard,0.0
NE4bdas41hc,Standard,0.0
krJ1ng2EOyA,Standard,0.0
ZV27Mx-zXRk,Standard,0.0
GcrgK2e0OV4,Standard,6.0
SMP8p9lUlug,Standard,8.0
qxpmsRSj4dc,Standard,0.0
Q1c_i5pdf7c,Standard,0.0
txQmNj6YyUM,Standard,8.0
