video_id,title,description,politics_title,politics_title_desc,politics_final_manual
EG_47ZX1zec,Warum wir Menschen umerziehen wollen - und warum das scheitert,#podcast #deutscherpodcast #ungeskriptet #bildung #erziehung #shortsviral #shortsfeed,0,,0.0
HiqY3ALbo18,Andrea Römmele zu der neuen Regierungskoalition in Brandenburg am 13.12.24,"Schaltgespräch mit Prof. Andrea Römmele (Politikwissenschaftlerin, Hertie School) zu der neuen Regierungskoalition in Brandenburg",1,,1.0
HeJR2lyN-AA,Friedrich Merz – Does He Really Have Germany Under Control?,"Friedrich Merz, leader of Germany’s CDU, is one of the most powerful and controversial figures in German politics today. But the big question remains: Does Merz truly have Germany in his grip – or is he losing control? 🇩🇪⚡

This video takes a closer look at Merz’s political style, his influence within the CDU, and the challenges he faces in steering Germany’s future. Is he the strong leader the country needs, or is his power already slipping away?",1,,1.0
ceSeV9Qf0js,100 Jahre alte Dokumente: PADDY stöbert im Nachlass einer TÄNZERIN,"Ganze Folge (73 Min) mit komplettem Beitrag: https://massengeschmack.tv/clip/paddy38
-------------------------------------------------------
Paddy stöbert mit Sebastian Kuboth im Nachlass einer Tänzerin, die in den 20er Jahren des vergangenen Jahrhunderts auftrat.
-------------------------------------------------------
Paddys Retrokosmos bei massengeschmack.tv - jeden Monat neu: https://massengeschmack.tv/mag/paddys+retrokosmos

Paddys YouTube-Kanal: https://www.youtube.com/channel/UCdzL665A1jpNDVE7N2_FoKQ

Folge Massengeschmack.TV bei

- Instagram: https://www.instagram.com/massengeschmacktv
- Twitter: https://twitter.com/Massengeschmack
- Facebook: https://www.facebook.com/Massengeschmack.TV

Unterstütze uns bei Amazon: http://amzn.to/2oGmo1J (Dies ist ein Affiliate-Link, der mit dem Partnerprogramm von Amazon verknüpft ist. Kommt über einen solchen Link ein Einkauf zustande, werden wir mit einer Provision beteiligt.)",0,,0.0
E9hzwBbFG58,Jesus in Gethsemane | Geoff Thomas,"What happened in Gethsemane? A profound and moving sermon by Geoff Thomas on Mark 14:32-41.

Was geschah in Gethsemane? Eine tiefgründige und bewegende Predigt von Geoff Thomas über Markus 14,32-41.

▬ Über uns ▬▬▬▬▬▬▬▬▬▬▬▬
Über die ERB Frankfurt: https://erb-frankfurt.de
Unterstütze unseren Dienst: https://erb-frankfurt.de/spenden/

▬ Soziale Medien ▬▬▬▬▬▬▬
Facebook: https://www.facebook.com/erbfrankfurt
Instagram: https://www.instagram.com/erbfrankfurt/
TikTok: https://www.tiktok.com/@erbfrankfurt
Spotify: https://open.spotify.com/show/76gUuSuB1SHuMOsKBEBXu5?si=3ae35e4067aa4729
SermonAudio: https://www.sermonaudio.com/source_detail.asp?sourceid=erb

▬ Kanal abonnieren ▬▬▬▬▬
https://www.youtube.com/@tobias.riemenschneider?sub_confirmation=1",0,,0.0
2zmoTe8wwMM,💥😱RAF MITGLIED in Wuppertal VERHAFTET!!,"Ein angebliches Mitglieder RAF wurde heute in Wuppertal festgenommen!
🔔 Kanal abonnieren: https://oli.net/abo
🤝 Jetzt Kanalmitglied werden: https://oli.net/kanalmitglied
👍 Mit einer Spende unterstützen: https://oli.net/spenden

📰 Quellen
- https://bit.ly/42IwvHT
- https://bit.ly/3T1w5Jr
- https://bit.ly/42HlZR8
- https://bit.ly/42G8lxP
- https://bit.ly/3uugaKv
- https://bit.ly/4bAEsDf

💬 Hashtags
#Wuppertal #AktenzeichenXY #Neukölln",-1,0.0,0.0
Mz3oSIOGFRs,LOUVRE: Zeuge meldet sich und wurde selbst überfallen! Spur zu Tätern führt über gestohlene Bühne!,"LOUVRE: Zeuge meldet sich und wurde selbst überfallen! Spur zu Tätern führt über gestohlene Bühne!

Nach dem spektakulären Kunstdiebstahl im Pariser Louvre bleibt ein Ausstellungsraum geschlossen – doch das Museum öffnet wieder seine Türen für Besucher. Vier maskierte Täter drangen am Sonntag mit einer gestohlenen Hebebühne ein, schlugen ein Fenster ein und stahlen Juwelen im geschätzten Wert von 88 Millionen Euro. Während Besucher Schlange stehen, läuft die Fahndung auf Hochtouren: Eine Spezialeinheit ist im Einsatz, erste Hinweise kommen von einem Zeugen, dem die gestohlene Hebebühne gehört. Die Sicherheitslücken im weltberühmten Museum werfen nun ernste Fragen auf – etwa zur lückenhaften Kameraüberwachung und unzureichenden Schutzmaßnahmen.

#weltnachrichtensender #louvre #paris #kunstraub

Abonniere den WELT YouTube Channel https://www.youtube.com/WELTVideoTV
WELT DOKU Channel https://www.youtube.com/c/WELTDoku
WELT Podcast Channel https://www.youtube.com/c/WELTPodcast
WELT Netzreporter Channel https://www.youtube.com/c/DieNetzreporter
Der WELT Nachrichten-Livestream http://bit.ly/2fwuMPg
Die Top-Nachrichten auf WELT.de http://bit.ly/2rQQD9Q
Die Mediathek auf WELT.de http://bit.ly/2Iydxv8
WELT Nachrichtensender auf Instagram https://www.instagram.com/welt.nachrichtensender/
WELT auf Instagram https://www.instagram.com/welt/

In eigener Sache: Wegen des hohen Aufkommens unsachlicher und beleidigender Beiträge können wir zurzeit keine Kommentare mehr zulassen. 

Danke für euer Verständnis - das WELT-Team

Video 2025 erstellt",0,,0.0
a2zgez0Ioys,Die Schuldenkrise in Europa: Wer führt uns aus der Misere?,"Die Komplexität der Schuldenkrise im Euroraum wird oftmals von den Herausforderungen beherrscht, die eine gemeinsame Strategie erfordert. Es besteht ein dringender Bedarf an Führung und Initiative, um diesen Problemen effektiv zu begegnen. Die Ansichten über die Rolle von Françurce Holland und die Notwendigkeit einer Finanztransaktionssteuer sind nur einige der Themen, die in diesem aufschlussreichen Gespräch behandelt werden. Besucher dieses Videos werden die tiefgreifenden Einsichten und verschiedene Perspektiven zu einem der drängendsten Themen in Europa erleben. #Schuldenkrise #Euroraum #Finanztransaktionssteuer #EuropaFührung #Wirtschaft #Herausforderungen #FrançurceHolland #Maischberger #ÖffentlicheDebatte",1,,1.0
OXBC1tnzv88,"FDP-PARTEITAG IN BERLIN: Christian Dürr wird neuer Parteichef! – ""Wir brauchen echten Reformmut!""","FDP-PARTEITAG IN BERLIN: Christian Dürr wird neuer Parteichef! – ""Wir brauchen echten Reformmut!"" 

Christian Dürr ist neuer Bundesvorsitzender der FDP. Auf dem Parteitag in Berlin wurde der 48-Jährige ohne Gegenkandidaten mit 82 % der Stimmen gewählt und löst damit Christian Lindner ab. Dürr kündigt einen inhaltlichen Neustart an – mit Reformkurs, neuem Grundsatzprogramm und Fokus auf Bildung, wirtschaftliche Freiheit und soziale Sicherungssysteme. Besonders die Stärkung der Mittelschicht und klare Sprachstandards an Grundschulen sollen Vertrauen zurückgewinnen. Ziel: die FDP als kraftvolle Stimme der Mitte in der außerparlamentarischen Opposition neu aufstellen.

#fdp #christiandürr #parteitag #weltnachrichtensender 

Abonniere den WELT YouTube Channel https://www.youtube.com/WELTVideoTV
WELT DOKU Channel https://www.youtube.com/c/WELTDoku
WELT Podcast Channel https://www.youtube.com/c/WELTPodcast
WELT Netzreporter Channel https://www.youtube.com/c/DieNetzreporter
Der WELT Nachrichten-Livestream http://bit.ly/2fwuMPg
Die Top-Nachrichten auf WELT.de http://bit.ly/2rQQD9Q
Die Mediathek auf WELT.de http://bit.ly/2Iydxv8
WELT Nachrichtensender auf Instagram https://www.instagram.com/welt.nachrichtensender/
WELT auf Instagram https://www.instagram.com/welt/

In eigener Sache: Wegen des hohen Aufkommens unsachlicher und beleidigender Beiträge können wir zurzeit keine Kommentare mehr zulassen. 

Danke für euer Verständnis - das WELT-Team

Video 2025 erstellt",1,,1.0
9YUwBIgAjAA,Die Staiy vs Dekarldent Intervention bringt mich zur Weißglut...,"Twitch: https://www.twitch.tv/kirtscho
Meine Socials: https://linktr.ee/kirtscho

Wenn ihr mich unterstützen wollt, werdet Kanalmitglied :
https://www.youtube.com/channel/UCNja83JbZou0drI_gyU5uSQ/join

Oder schaut auf Ko-Fi vorbei: https://ko-fi.com/kirtscho

Hier findet ihr gescriptete Videos: @Kritscho 

Der krasseste Podcast EUW mit @JutNerzo  & @yungzweitkanal  : 

Und hier zock ich auch noch: @Spieltscho 
---------------------------------------------------------------------------------------
Streamausschnitt vom 07.11.25

Original Video: https://open.spotify.com/episode/3eI0jpBBGddOopY1fz7BFp

Joa @Staiy @StaiyReagiert @DieMeinungsmache 
Vielleicht mal das Video anklicken um zu merken das Dekarldent dich wirklich dreist anlügt....
Ich mach dir sonst gerne die Arbeit und zeig dir wer Karl wirklich ist. 

Gute gewieselt @dekarldent @dekarldent.fanpage @DailyDoseOfDekarldent 

---------------------------------------------------------------------------------------

#twitchde #twitchgermany #twitchdeutschland #politik",-1,-1.0,-1.0
6m3fTAzIqrA,DÜSTERE BAFIN HIOBSBOTSCHAFTEN! 😨 DEUTSCHE EXPORTE | NEUER BAFIN CHEF | USA SCHULDENOBERGRENZE,"Wirtschaft aktuell - Was ist eigentlich gerade los?! Stehen wir kurz vor einer Finanzkrise? Wie sollte ich jetzt Geld anlegen? Wie kann ich mein Vermögen schützen? Soll ich in Aktien, Immobilien, Edelmetallen investieren? Diskutiere unter diesem Video mit und werde Teil vom Erfolgskanal!
🏆 ABONNIERE DEN ERFOLGSKANAL ➔ https://bit.ly/2ZkpMaH
🏆 IMMER DEN BESTEN ANBIETER FINDEN ➔ https://www.corofin.de/
🏆 20 € PRÄMIE AUF 1. ETF-SPARPLAN ➔ https://bit.ly/2SYvcSK


---------------------------

🏆 HIER ZUM DEPOT GESAMTSIEGER ➔ https://bit.ly/2VSscrq

🏆 20 € PRÄMIE AUF 1. ETF-SPARPLAN ➔ https://bit.ly/2SYvcSK

🏆 BESTE TRADING APP ➔ https://bit.ly/3bbyEQ0

---------------------------
Beliebte Videos vom Erfolgskanal:

Wirtschaftscrash kommt? - https://www.youtube.com/watch?v=XHRtex-SCW0

Immobilie kaufen? - https://www.youtube.com/watch?v=90oc5DsEEm0

Dirk Müller Analyse - https://www.youtube.com/watch?v=SupEO_of8Co

Bitcoin Prognose - https://www.youtube.com/watch?v=QFIHiOddvKk

---------------------------

Wichtige Schlagwörter

#wirtschaft #finanzen #geld #geldanlage #wirtschaftaktuell #wirtschaft #wirtschaftsnachrichten #finanzstrategie

---------------------------

Allgemeiner Hinweis

In der Infobox können Affiliate Links verwendet werden. Falls der Besucher über diese Links einen Kauf tätigt, kann eine Provision für den Videoproduzent als Unterstützung des Kanals. Der Besucher hat jedoch den gleichen Preis. Es erfolgt keine Anlageberatung. Jeder ist für seine Strategien selbst verantwortlich. Es ist ein Totalverlust möglich. Es kann keine Garantie für die Richtigkeit und Vollständigkeit der Inhalte gewährt werden. ------------

DU BIST AUF DER SUCHE NACH ALTERNATIVEN INVESTMENTS?
https://www.instagram.com/alternativ_investments/
(PREISE AUF ANFRAGE)",1,,1.0
bOnw3CfSdRA,Die Suche nach Unterhaltung: Politische Theatermomente,In diesem Video reflektieren wir über die Bedeutung von Theater in der Politik und seine Auswirkungen auf unsere psychische Gesundheit. Wir diskutieren auch über einflussreiche Politiker und die anstehenden Entwicklungen in der politischen Landschaft. #Politik #Theater #Unterhaltung #PsychischeGesundheit #SteffiLemke #KarlLauterbach #SvenjaSchulze #RobertHabeck #PolitischeDiskussion #Gesellschaft,-1,1.0,1.0
kQSObi0Gerk,Geburtenrückgang: Weniger Kinder und kein Ende in Sicht,"News zum Tag, zusammengestellt vom KURIER Medienhaus",-1,1.0,1.0
PyIbTmgNCV8,«Wir sollten uns nicht auf die Amerikaner verlassen»: Gerhard Schröder über den Krieg und sein Leben,"Diese Sendung erschien erstmals am 29.09.2024.

👉 Zur aktuellen Weltwoche-Deutschland-Ausgabe: https://weltwoche.de/aktuelle-ausgabe

NEU: Weltwoche Deutschland. Hier klicken, um die neue App gratis herunterzuladen: http://tosto.re/weltwochedeutschland
 
Steigen Sie ein, fliegen Sie mit! https://weltwoche.de/
 
Abonnieren Sie kostenlos den täglichen Newsletter der Weltwoche: https://weltwoche.de/newsletter-abonnieren/
 
«Wir sollten uns nicht auf die Amerikaner verlassen»: Gerhard Schröder über den Krieg, Europa und sein Leben in der Politik

Die Weltwoche auf Social Media:
Instagram: https://www.instagram.com/weltwoche/ 
Twitter: https://twitter.com/Weltwoche 
TikTok: https://www.tiktok.com/@weltwoche 
Telegram: https://t.me/Die_Weltwoche 
Facebook: https://www.facebook.com/weltwoche",1,,1.0
8a6mdxLwMxI,JETZT WIRD ES TOTAL UNGLAUBWÜRDIG👍,"#TEAMHEIMAT, #Lockdown

Hier diskutiert man Impfpflicht, Lockdown & Ungeimpfte, während in Irland 93% ab 12j. vollständig geimpft sind und die Irische Regierung die Sperrstunde, Kontaktbeschränkungen und Homeoffice einführt. Die Hälfte der Intensivbetten in Irland ist mit vollständig Geimpften belegt, aber die Irische Regierung betreibt denselben Impfdruck für 7%?",-1,1.0,1.0
VVy1vHXclWQ,"Die SPACE FROGS über POLITIK, SATIRE & einen KINDERGARTEN vorm BUNDESTAG | 🎙️WIMWWD Podcast S2E4","Die spacefrogs sind für YouTube vielleicht das, was Gregor Gysi für Die Linke ist: die Dienstältesten. Angefangen als Schulprojekt machen sie dort seit rund 15 Jahren meinungsstarke politische Satire für über eine Millionen Abonnent*innen.

Bei Jan im Podcast erzählen die beiden, warum soziale Ungleichheit schon in ihrer Schulzeit eine große Rolle gespielt hat und wie sie das Thema heute mit ihren eigenen Kindern verhandeln. Außerdem schmieden die drei große Pläne für einen Spielplatz vor dem Bundestag. Träumen darf man ja wohl noch…

🎧 Alle zwei Wochen erscheint eine neue Folge von „Wenn ich mir was wünschen dürfte“. Jetzt online: Überall, wo es Podcasts gibt & auf Youtube.",1,,1.0
DY_0aD85fys,Gerald Grosz LIVE,,-1,1.0,1.0
lCd0El17sWc,Dramatische Wahlbeteiligung!,,1,,1.0
SnEGnXGi4Jk,Polnische Studenten exposen Justizminister Buschmann in Polen,,1,,1.0
T4C2jlGBNBY,Zehntausende Menschen trotzen der Hitze bei Cologne Pride,"Am Sonntag sind Zehntausende Menschen durch die Straßen von Köln gezogen. Das Motto: „Für Menschenrechte. Viele. Gemeinsam. Stark“"". Auch Karl Lauterbach war dabei und hat dazu aufgerufen, genug Wasser zu trinken.  © REUTERS

Link zum Video: https://www.faz.net/-gun-bbq5n
Link zur Homepage: https://www.faz.net",-1,1.0,1.0
iVMBXJw4xTw,Anna Gröbel - Wetter - HD - 22. September 2021,Anna Gröbel ist eine deutsche Meteorologin und Wettermoderatorin,0,,0.0
H8J16T4NWF8,„G. F. Unger Sonder-Edition 12: Einsam in der…“ von G. F. Unger · Hörbuchauszug,"BEI GOOGLE PLAY BÜCHER KAUFEN ►► https://g.co/booksYT/AQAAAEBi4ySjVM

G. F. Unger Sonder-Edition 12: Einsam in der Hölle
Verfasst von: G. F. Unger
Vorgelesen von Gustav

0:00 Intro
0:03 Einsam in der Hölle
13:53 Kapitel 2
24:00 Outro

#gfunger #gfungersonderedition12einsaminderhölle

—
GOOGLE PLAY BÜCHER

Bei Google Play Bücher findest du immer wieder tollen Lesestoff.

Google Play Bücher ist eine digitale Buchhandlung, die weltweit E-Books, Hörbücher, Comics und Mangas anbietet.  Du findest dort Buchempfehlungen, die auf dich abgestimmt werden.

iOS-App herunterladen: https://goo.gle/books-ios
Android-App herunterladen: https://goo.gle/books-android

—
BUCHBESCHREIBUNG

Ich hatte John Cobb, dem Mann, der in Golden City das Sagen hatte, beim Pokern die Hosen ausgezogen. Aber zehntausend Dollar waren auch für ihn kein Pappenstiel. Also machte ich kurzentschlossen die Fliege, und es sah so aus, als sei ich John Cobbs Schergen tatsächlich entkommen. Allerdings war das kein Grund zur Freude, denn ich ritt mitten in einen Blizzard hinein. Doch wie durch ein Wunder entkam ich auch dieser Hölle. Und als ich dann noch der schönen Esther begegnete, begann ich beinahe schon an den Weihnachtsmann zu glauben. Dabei sollte mir Esther, dieses Luder, erst zeigen, was die Hölle ist...

—
DETAILS ZUM HÖRBUCH

Bei Google Play Bücher kaufen ►► https://g.co/booksYT/AQAAAEBi4ySjVM
Sprache: Deutsch
Verlag/Publisher: BASTEI LÜBBE
ISBN: 9783754013281
Dauer: 3 Std., 59 Min.
Genres: Belletristik / Action & Abenteuer, Belletristik / Klassiker, Belletristik / Thriller / Spannung und Belletristik / Western",0,,0.0
xBlUXafUB5g,"""In der Dunkelheit erstrahlt ein Licht"" – Die Weihnachtsansprache von Bundespräsident Steinmeier","DW Deutsch Abonnieren: http://www.youtube.com/user/deutschewelle?sub_confirmation=1
Mehr Nachrichten unter: https://www.dw.com/de/
DW in den Sozialen Medien:
►Facebook: https://www.facebook.com/dw.german/
►Twitter: https://twitter.com/dw_deutsch
►Instagram: https://www.instagram.com/dwnews/
#steinmeier #weihnachten #deutschland",1,,1.0
4u_xX6kMGWk,"Märkte am Morgen: Bitcoin, Broadcom, CrowdStrike, Lululemon, SpaceX","An den Börsen herrscht ein Hin und Her der Gefühle: Neue Friedenshoffnung im Iran-Krieg trifft auf eine sichtbar müder werdende KI-Rallye. 

In New York drehte der Dow Jones dank Rückenwind aus dem Gesundheits- und Finanzsektor kräftig auf und schloss 1,73 Prozent fester, während der Nasdaq Composite quasi unverändert aus dem Handel ging. 

Der Bremsklotz heißt Broadcom: Zwar lagen die Zahlen im Rahmen, doch der KI-Teil des Ausblicks enttäuschte – die Aktie rutschte deutlich ins Minus und zog den Sektor mit. 

In Frankfurt wagte der DAX am Feiertag einen kurzen Ausflug über die 25.000er-Marke und schloss bei 24.945 Punkten 0,6 Prozent fester, getragen von der Verständigung zwischen Israel und Libanon auf eine Waffenruhe. 

Bei Hochtief gab es ein klassisches „Sell the news"" – trotz des bestätigten DAX-Aufstiegs zum 22. Juni anstelle der Porsche SE wurden Gewinne realisiert. 

Heute droht mit gemischten Asien-Vorgaben ein Minus von 0,6 Prozent zum Start, im Fokus stehen das Eurozonen-BIP um 11 Uhr und der US-Arbeitsmarktbericht um 14:30 Uhr.

Bei den Einzelwerten geht es heute um Bitcoin, Broadcom, CrowdStrike, Lululemon und SpaceX.

Marco Uome informiert über die Lage an den Märkten.

00:00 Intro
00:32 Marktüberblick
01:55 Bitcoin
03:25 Broadcom
05:20 CrowdStrike
06:44 Lululemon Athletica
08:12 SpaceX

✅ Mehr aktuelle Infos, Tipps und Analysen von DER AKTIONÄR: https://www.deraktionaer.de/?btm_campaign=DA-Traffic&btm_source=TV&btm_medium=Sendung&btm_content=YouTube&btm_term=LP&btm_detail=DA 
✅ Hier geht's zum aktuellen Magazin von DER AKTIONÄR: https://www.boersenmedien.de/magazine/deraktionaer/einzelausgaben?btm_campaign=DA-Einzelausgaben&btm_source=TV&btm_medium=Sendung&btm_content=YouTube&btm_term=Shop&btm_detail=DA
✅ Die aktuellsten Börsen-News per Mail? Jetzt anmelden zu DER AKTIONÄR DAILY: https://deraktionaer.de/daily?btm_campaign=da-daily&btm_source=TV&btm_medium=Sendung&btm_content=YouTube&btm_term=LP
-----
►► Folgen Sie uns hier:◄◄
https://linktr.ee/socialDA

Zufrieden? Bewerten Sie uns auf Trustpilot! https://de.trustpilot.com/review/www.deraktionaer.de",1,,1.0
yMDZgy114Uk,"Frankreich: Regierung gestürzt, Le Pen droht Knast!","Die politische Lage in Frankreich eskaliert! Diese Woche wurde Macrons Regierung gestürzt. Gleichzeitig steht Marine Le Pen vor Gericht. Ihr droht sogar Gefängnis! Über diese explosive Gemengelage spricht Paul Klemm mit dem patriotischen Jungpolitiker Hilaire Bouyé von der französischen Partei Reconquête.  
---------------------------

COMPACT-TV ist für Sie gratis! Bitte spenden Sie zu unserer Unterstützung über https://compact-online.de/unterstuetzen

***

Bestellen Sie COMPACT-Magazine und spannende Bücher auf https://www.compact-shop.de

Folgen Sie uns auch auf unseren anderen Sozialen Plattformen: 
Telegram - t.me/CompactMagazin | twitter.com/COMPACTMagazin | 
und hier auf youtube.com/user/COMPACTTV

***

JETZT COMPACT-TV UNTERSTÜTZEN!
Halten Sie unsere unabhängigen Nachrichten für wichtig? Diese Videoproduktionen kosten COMPACT eine Menge Geld. Mit einer Spende können Sie dazu beitragen, dass wir auch künftig auf Sendung sind:

Aufgrund Faesers Kampf gegen COMPACT, wurden uns unsere Konten genommen. Doch Sie können uns unterstützen, indem Sie im COMPACT Shop eine Bestellung aufgeben. Schauen Sie JETZT noch vorbei: https://www.compact-shop.de/

Wollen Sie mehr von COMPACT TV sehen? Bleiben Sie doch auf dem Laufenden über die Produktionen von COMPACT TV und abonnieren Sie diesen YouTube-Kanal.",1,,1.0
aSleYAgk3J8,SWR 10.04.1961: Die ersten Zivis beginnen ihren Dienst,Mit der Aussetzung der Wehrpflicht 2011 fiel auch der Zivildienst weg. Mit seiner Einführung wagte sich die junge Bundesrepublik auf ein bis dahin fast unbekanntes Terrain. Uwe Kossack,0,,0.0
yiyMzNarbcE,NEUE Stücke in der HÄLFTE der ZEIT lernen,"Mit diesen vier Lernstrategien wirst du deine Lerngeschwindigkeit verdoppeln!

00:00 Ziele und Strategien
01:24 Hände getrennt
02:58 Kleine Abschnitte
05:36 Langsam spielen
08:50 Puls mitklopfen

LINK ZUR UMFRAGE: 

https://forms.gle/JzeQeA3Qjc14147X9

Wenn Dir das Video gefallen hat und Du mich gerne unterstützen möchtest, dann werde Kanal-Mitglied! Außerdem kannst Du mir auch direkt den gewünschten Betrag per Überweisung zukommen lassen.

Tosten Eil
IBAN: DE36 5001 0517 5403 1434 05
Verwendungszweck: SCHENKUNG

( * ! * ) Bitte im Verwendungszweck nicht „Spende“ schreiben! ( * ! * )

Spenden dürfen nur von Kirchen oder Vereinen entgegengenommen werden. Diese dürfen dann eine Spendenquittung ausstellen, was ich als Musiker NICHT darf. 

Selbstverständlich kannst du auch bei mir persönlich Unterricht nehmen, entweder online oder vor Ort bei mir in Heroldsberg.  Schreib mir einfach eine Mail:

te ( äääääääät ) torsteneil . de


______________________________________________
* * * K L A V I E R U N T E R R I C H T * * *

Der Klavierunterricht von Torsten Eil richtet sich an Schüler aus der Region Heroldsberg, Kalchreuth, Eckental, Nürnberg, Erlangen und Fürth.

Darüber hinaus bietet er für Schüler aus der Schweiz, aus Österreich und Deutschland Online-Klavierunterricht über Skype an. 

Die erste Stunde ist als Probestunde kostenlos. 

Kontakt über die Homepage: http://torsteneil.de/kontakt/

Wenn du noch Fragen hast, dann findest du auf der Homepage Antworten zu vielen  Themen, die Schüler immer wieder beschäftigen:

http://torsteneil.de/haeufige-fragen/

Auch zum Klavierunterricht gibt es einige Fragen, die immer wieder aufkommen. Die Antworten findest du ebenfalls auf der Homepage:

http://torsteneil.de/klavierunterricht/


_______________________
* * * V I T A * * *

Torsten Eil widmet seine künstlerische Tätigkeit vor allem der Musik des Barock, des Galanten Stils und der Wiener Klassik. Dabei hat er es sich zur Aufgabe gemacht, die fast verlorene Tradition der „Veränderten Reprisen“ wieder zu beleben. 

Torsten Eils Repertoire umfasst nicht nur Musik solcher Titanen wie Bach, Händel, Haydn, Mozart und Beethoven, sondern gerade auch musikalische Raritäten, darunter Meisterwerke von Domenico Scarlatti, Antonio Soler, Carl Philipp Emanuel Bach, Johann Christian Bach, Baldassare Galuppi, Muzio Clementi, Josef Myslivecek und einigen mehr.

Seine künstlerisch-pianistische Ausbildung erhielt er durch Persönlichkeiten wie Prof. Georg Steinschaden, Prof. Anna Hidjova, Angelika Niclaus-Bronnec und Dagmar Groth. In jüngster Zeit übte der Cembalisten Jermaine Sprosse einen besonderen Einfluss auf ihn aus. Bei  ihm konnte Torsten Eil viel über die Veränderten Reprisen lernen. 

Wenn du  Torsten Eil für ein Konzert buchen möchtest oder eine kostenlose Probestunde vereinbaren willst, dann kannst du gerne Kontakt aufnehmen.

Kontakt über die Homepage: http://torsteneil.de/kontakt/

Ausführlicher Lebenslauf auf der Homepage: http://torsteneil.de/vita/


_________________________
* * * Homepage * * *
http://torsteneil.de/

_________________________
* * * Impressum * * *
http://torsteneil.de/impressum/

___________________________________________________",0,,0.0
FLrn1LshS8c,Nasa im Weltall: Raumkapsel kollidiert fast mit Weltraumschrott,"Kollisions-Alarm in der Raumkapsel „Dragon“!
Es war ein Bilderbuchstart ins All. Aber dann gab es bange Minuten für die vier Astronauten an Bord der „Dragon“-Kapsel auf dem Weg zur Internationalen Raumstation ISS.

#Nasa #ISS #nasalive

Aber zum Glück ging nochmal alles gut!

----------------------------------------------------------------------------------------------------------
🔴  Abonniert jetzt unseren Kanal und aktiviert die Glocke!

🎥 „Heroin in Berlin“ – Das Gift aus der U-Bahn | Die exklusive Reportage: https://on.bild.de/2M3mVfQ 
🎥  V-Mann „Miami Gianni“ packt aus: Undercover zwischen Zuhältern, Rockern und Clans – https://on.bild.de/3dZGq0K
🎥  „Blinder Hass – Wie wird ein normaler Junge zum Killer-Neonazi?“ – die BILDplus-Doku über den Halle-Attentäter Stephan Balliet: https://on.bild.de/39fSLgK
🎥 „Der Schneekönig“ – Vom Polizistensohn zum Drogen-Boss: Der deutsche Pablo Escobar erzählt jetzt ALLES – https://on.bild.de/32XIq7a
🎥  Die besten Dokus mit BILDplus gibt's hier: https://on.bild.de/BILDvideothek

📲  Folgt unseren Moderatoren:
Nele Würzbach https://www.instagram.com/nele.wuerzbach
Patricia Platiel: https://www.instagram.com/patricia.platiel/
Sina Stinshoff https://www.instagram.com/sina_stinshoff
Claus Strunz: https://www.instagram.com/clausstrunz/
Moritz Wedel https://www.instagram.com/moritzwedel

👁‍🗨  Impressum: https://on.bild.de/impressum

#BILD #Nachrichten #News",0,,0.0
b3MuQHMSqfM,Individualisierte Anwendungsentwicklung | Thomas Klockmann | STK Software Technologie Kontor,"Unser Gast heute ist Thomas Klockmann, Geschäftsführer der STK Software Technologie Kontor Consulting & Development GmbH. Mit ihm sprechen wir über Individualisierte Anwendungsentwicklung. 

Mehr Informationen finden Sie hier: 
https://www.stk-hamburg.com/

#businesstalk #interview #anwendungsentwicklung",0,,0.0
Us1xgfmkglY,"Benni & Dennis Wolter zeigen, was ihr aus alten Socken machen könnt | Experte für Alles","Ganze Folgen auf JOYN: https://url.joyn.de/expertefueralles/description

Spätestens, wenn bei euch mal wieder der große Onkel aus den Fußwärmern guckt, ist es Zeit, ihnen einen neuen „purpose“ zu verleihen. Dennis und Benni Wolter - ihrerseits langjährige Strumpfspezialisten - erklären euch, wie ihr eure Mitmenschen mit einer schicken Unterarmstütze und weiteren DIY-Hacks aus den Socken hauen könnt. 

#expertefüralles

FACEBOOK: https://www.facebook.com/expertefueralles
INSTAGRAM: https://www.instagram.com/expertefueralles/
TWITTER/X: https://x.com/expertefueralle
TIKTOK: https://www.tiktok.com/@expertefueralles


***************************************
Klaas ist bisher für vieles aufgefallen, Expertise war allerdings kaum dabei. Diese Show nimmt es sich zum Ziel, genau das zu ändern: irgendwann, am Ende, vielleicht in 100 Jahren, wird Klaas „Experte für Alles” sein. Und diese Sendung ist der Anfang!

Dienstags, 21:25 Uhr auf ProSieben und JOYN

Empfohlen ab 12 Jahren

Impressum:   
http://www.prosieben.de/service/impressum",0,,0.0
